"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20171003_01601","IE_20171003_01801","IE_20171003_02301","IE_20171003_02501","IE_20171003_02801","IE_20171003_03401","IE_20171003_03601","IE_20171003_04001","IE_20171003_04101","IE_20171003_04801","IE_20171003_04901","IE_20171003_05101","IE_20171003_05301","IE_20171003_05601","IE_20171003_06201","IE_20171003_06301","IE_20171003_06801","IE_20171003_06901","IE_20171003_01301","IE_20171003_02001","IE_20171003_02601","IE_20171003_03201","IE_20171003_03801","IE_20171003_04401","IE_20171003_05001","IE_20171003_05701","IE_20171003_06401","IE_20171003_07001","IE_20171003_01701","IE_20171003_02201","IE_20171003_02401","IE_20171003_03101","IE_20171003_03301","IE_20171003_04301","IE_20171003_04601","IE_20171003_04701","IE_20171003_05401","IE_20171003_05901","IE_20171003_06101","IE_20171003_06501","IE_20171003_06601","IE_20171003_01401","IE_20171003_01501","IE_20171003_01901","IE_20171003_02101","IE_20171003_02701","IE_20171003_02901","IE_20171003_03001","IE_20171003_03501","IE_20171003_03901","IE_20171003_04201","IE_20171003_04501","IE_20171003_05201","IE_20171003_05501","IE_20171003_05801","IE_20171003_06001","IE_20171003_06701","isotopes","adduct","pcgroup","SD","MEAN","CV","fss","[M-H]-"
"1625",1625,500.289489687761,500.161085764079,500.357072723164,527.473983764648,421.776011657715,628.222005004883,49,2,2,0,16,1169.60203735373,473.840545222163,798.572972588814,1499.48419303433,539.763530949561,900.001002449112,963.658030413091,158621.680988906,396.618422343181,402.028582440546,73430.3544017656,1532.0295620393,337.046496746345,860.677173110155,1393.25926839064,1850.12168267369,337.143182311709,931.996972589539,8252.37051742151,7097.76517002564,8409.86175289521,8235.79581661981,7744.17263887593,7715.19094927609,6702.66900168073,5098.24086700036,291.36762660183,181.213344836464,379.700322070016,1004.86143734707,236.420838459753,463.930030755555,397.324342236353,347.601391183212,444.883866901509,700.983720507007,238.546344054576,214.319121221391,292.515827804947,571.778328454122,400.977121324061,15974.6663352342,9437.41787567202,30573.6766739888,10607.9757681063,9406.74110225192,153315.961593509,47754.7161937806,145910.378189506,18547.6523915213,31448.63251991,8229.95450829289,14012.1297743445,11590.3116515838,22285.153433308,17240.2719891537,11038.7325424484,"","[M-H]- 501.299",75,1104.40867379853,7407.00833922441,0.149103203779323,869234.741965492,TRUE
"1482",1482,475.273428897654,475.249871821457,475.340930740639,872.597004852295,780.405973358154,918.474001464844,173,9,8,1,16,3478.68873150398,1350.25320756808,1626.68666481972,30310.9882042025,1160.75142219414,29332.6659260318,10039.9470031448,18817.9253257955,1136.86322813295,2281.73505204384,41038.9533787328,24822.7324946878,686.434166864134,2240.19469972429,16204.9748928193,21899.8198208213,1425.17466480378,12713.3566596627,402975.913923971,430054.989666289,408050.93279779,365689.664995843,356748.616836422,360268.460206382,377699.220742732,267917.694923066,767.994400171394,845.463619066402,1387.44638446925,1132.68894420496,636.675715882745,1187.98176788367,939.275950341352,931.588973847684,1039.90667168548,2496.12692703638,600.941053634653,792.372922220013,1576.75347007229,672.820096105676,9219.97266348762,1379770.23011781,1455079.63058931,13998.9140017033,322743.298743689,565495.204112981,1407983.25692031,1642941.80554343,1496612.37200362,1459119.79914413,1332929.86932413,19921.8400572034,8520.34384869039,636693.274654371,1242465.0694558,1417707.80958116,437230.12400195,"","[M-H]- 476.284",76,49135.0678887827,371175.686761562,0.132376849134373,18053414.4912964,TRUE
"2909",2909,1007.70227039612,1007.69876747249,1007.70446450634,575.146974487305,575.116018218994,575.777993927002,25,0,8,1,16,438.689536075806,76.5078735351562,374.30717904208,214.614980295394,196.261447383298,393.885813471396,129.60542274432,237.259386237711,199.81072331694,600.139692927827,152.527689615885,444.879163317552,90.3608049665179,288.324024165049,1291.54569737343,680.411961209561,187.926368673518,283.398226480465,375555.580114103,387152.629618593,357572.362172604,333903.155307191,316554.203825584,307269.588295457,302488.506128059,232013.193715503,141.320190429688,127.917420642243,79.3473036024306,745.350248503964,144.65965907257,74.3534874679754,215.391488693655,73.4017926028797,213.173608127516,236.092552449554,231.051395617425,73.0831473214286,81.4296137458748,112.390416702256,13930.569434131,618191.480953798,1903882.68193825,830514.653047813,1106583.49222559,1083636.13231895,22595.2827414684,904999.209384376,1082788.65925345,835339.478015524,1841472.44603572,360808.598846737,1892180.52589819,936894.972583177,1518693.43182419,1138970.32655666,592670.186050504,"[204][M]-","[M-H]- 1008.71",78,49394.1775084062,326563.652397137,0.151254363876166,19305490.7646014,TRUE
"2674",2674,855.231322262657,855.229692716356,855.233395255449,686.957988739014,686.953996887207,687.071994171143,11,0,0,0,11,353.256226278841,410.305674055857,221.105628315359,321.53487204155,245.078568589687,246.793864443898,244.889663475566,362.615144136096,210.644350513816,279.040693379939,242.432887210245,175.030017917277,210.30925818719,247.515078098646,286.721271939809,277.820859989151,326.897789978821,240.227584572276,7863.16314400733,8016.06395549824,8847.31991767883,6799.54741637688,6528.26177503448,5701.91076518755,5775.78153369327,5298.55941845725,229.889139576283,272.238466307255,379.177334718406,535.850199311439,376.084951622279,203.099310672283,358.410110888737,537.382161564504,310.735662244792,295.713711198419,160.232932277556,240.225346219726,345.90032954067,288.36641855804,293.096960384399,76041.8707515796,14091.8657613918,27449.5931021869,364.121740369126,3270.34133511285,179780.82008789,58086.0870501073,57845.2663015947,59594.7244372746,43747.1159282202,149.427548160776,27314.4473017007,2090.18308532238,25134.4831049655,34879.8890102282,7448.34471503113,"[171][M]-","[M-H]- 856.239",80,1273.93975433382,6853.82599074173,0.185872789308437,681847.811655278,TRUE
"1672",1672,512.090249153779,512.089037975877,512.135696253396,686.955993804932,684.41698059082,761.143983917236,17,0,0,0,13,3298.41442765854,1727.75561891869,2587.59065587785,2785.98113290237,1209.36777196079,3967.89433454824,1876.19205716726,3703.4007419318,643.301632549614,2499.18850364536,1739.42216243781,3019.00280630775,1166.00051689893,1449.68273800569,3697.64229057289,2495.27068855871,1077.47870948318,1737.9412712759,12449.1859303713,12360.2536656786,14229.6824719906,10876.1817135073,10825.7911923122,8549.87550331818,8470.73196859575,7523.41416860521,133.865816931758,194.641464339993,381.071195220668,601.671517720954,143.677823274552,518.246170988513,317.950997358281,400.162119187829,176.004005324095,235.504514755681,169.499012526463,193.926978765801,336.723928951525,239.282108910382,673.341620871611,11088.13324227,6745.17102499399,10773.9764198125,831.661071809381,9604.25213505647,29764.3353331089,17604.4099027907,17324.3963803893,15440.6920854223,16464.3986356598,254.648466154002,7809.63958869392,4220.30039271298,6892.81292235346,6279.8906453317,12866.5797146623,"","[M-H]- 513.1",80,2329.70232110384,10660.6395767974,0.218533072459778,304647.51191143,TRUE
"3655",3655,1387.97350297665,1387.96884089742,1388.01960810699,229.348496723175,218.639995040894,230.937995834351,26,0,3,0,14,117.739563446492,143.404727039393,183.84900447183,516.652119783064,207.630547510033,252.000033238799,371.479350991444,232.223924859893,151.414352297783,192.696545627227,133.373451507909,301.452978430471,236.511215956364,140.737141927083,257.972027338498,277.596259176033,293.028651053707,187.437115690671,8631.44298723485,8692.84375517746,10019.5401591425,9208.24859793091,8194.44465368986,10575.0219533145,11693.7770730599,10143.1799806139,86.1113789876302,36.9921832857653,88.0188666449653,77.9274020724826,126.317464192708,222.207887614922,276.831324424116,182.889407430659,218.105363992198,133.156717809745,279.045295506819,130.77104714844,321.659555627033,180.548288697584,198.411142434925,12356.1838059593,34862.7353407326,21261.2415897484,2872.92321091518,30930.5634032838,17663.9812033827,25023.8532675818,23968.2018303289,24378.3860079878,10023.9303305505,14142.6634488298,26870.1376309478,24258.5005881515,13670.6624848248,17092.4817347839,3959.55081593618,"","[M-H]- 1388.99",93,1175.92842370073,9644.81239502048,0.121923410797275,387250.688190326,TRUE
"2706",2706,875.389171424092,875.386321362664,875.390862546054,368.922498435974,367.058013916016,370.890986938477,22,0,8,0,14,1046.28969826846,425.302187650634,980.323255102065,734.490733287212,651.964371517301,557.882714682174,1048.40672122399,721.754697765816,464.486387100113,408.738594456491,512.607744424604,452.124276358634,566.294086532329,366.192225416276,970.396471048959,615.999514377761,3729.5753703876,234.800231281922,122361.713244003,144843.522015522,134087.017580973,132456.709085866,127208.574789891,134667.475769429,132574.414493949,111046.998588737,1861.0760483288,2303.70438593101,572.263802640775,1547.18301147223,553.063127325678,940.37768000758,578.353699439967,371.600493621504,771.580816633915,625.465859808112,242.416484721767,1991.48203837313,1164.60862856312,392.84655714416,267.698962875303,331753.770001724,708478.102291187,537956.814302446,332341.665110917,368924.872072153,182771.782168821,270768.228825987,836465.70490792,197356.165939473,2333.71520826212,98490.6310688406,267047.173784728,477.801229254427,195993.170863595,159856.200367162,199417.330920283,"","[M-H]- 876.4",95,9976.85160453734,129905.803196046,0.0768006613952485,5758350.90550889,TRUE
"2709",2709,876.388878959673,876.386139355051,876.390719153056,369.216996383667,367.058013916016,370.890986938477,22,0,8,0,14,246.0217997112,214.548185970634,176.440367552969,216.790659695864,116.618474445616,117.200248386711,289.889792825768,306.272425488465,249.160602117578,247.048429647564,348.132720179338,338.77955938172,298.323632550736,137.487244642029,278.732081367583,171.389448430596,787.798112218165,197.451922675698,24864.8843605601,29506.3581026858,25666.8653028086,27069.8186435178,25695.9590468442,28246.7611771775,27402.104932596,22265.219860306,326.712363350723,434.066225054363,138.146676447242,387.410491903623,219.936657541949,299.261177689458,202.463176395744,181.017578125,615.39003881481,268.960258178413,188.969353336117,499.656889203936,263.164327653332,292.429654261097,185.5631250012,71619.2451383919,143960.561327664,116498.634048079,64285.4662437178,75525.1958154789,35638.6566370247,55937.9459630706,165771.605486445,38520.2858019382,961.538241477269,23230.748428175,56025.3523840988,311.211281411557,42210.4670172295,31688.0594148354,38101.7023426731,"","[M-H]- 877.401",95,2235.10823814569,26339.746428312,0.084856862393452,1180245.88069845,TRUE
"3501",3501,1293.47997023276,1293.39684993538,1293.60270742159,242.054995918274,212.091993713379,332.646986923218,20,2,0,1,10,506.164873667954,417.3963591017,1255.71711687168,19620.1486495488,12326.0203876738,707.666401916184,544.054081937019,429.105405914809,193.865314347018,219.193866506282,176.765009500366,1168.97440684218,305.480251157144,2914.51293537688,469.71352502456,388.090572066944,969.473639243875,711.13532125965,7159.92780067509,8348.46070232141,7973.61743992068,7501.92782023922,7458.77492584971,7245.19249334109,7883.33493926139,6695.20887131616,69.7794924649325,42.7396850585938,292.43590504186,1066.83898104242,463.351218509445,22644.6084999185,468.276813717411,433.1995991907,586.717064900324,1098.3989954739,294.379608839906,364.018455395306,541.431887412147,431.783470099346,900.630152114667,22791.7429984175,15675.9358147974,23226.528424141,6730.09098620239,5639.69597837334,9763.02100600675,14215.5536212384,15641.9381666588,7738.66712625783,39351.2343346914,6837.83635259497,588.228701604065,11644.9106024854,9745.98825013531,27931.8256908809,7823.72984039364,"","[M-H]- 1294.5",115,522.663310349523,7533.30562411559,0.0693803406404188,358635.44083494,TRUE
"3450",3450,1268.45470960733,1268.43436793012,1268.51525396295,276.425498466492,186.114993095398,307.995999069214,16,0,0,2,9,291.013120611059,349.030379103497,379.807916425727,389.393034699,339.216935771729,294.312654657941,375.55603364557,337.571703184769,335.218009423126,327.707460761815,301.286530245434,431.503556020219,230.414804097638,369.872098263819,294.745669934712,483.475033308276,175.366542693651,263.097502363168,3591.61580068076,3857.143179481,3255.96154707633,3745.90178157063,3639.51690364331,3566.73084306551,3260.70045878459,3106.90748558994,99.2905212402344,111.882596102628,402.559367654193,342.312131470628,439.781173638999,394.336582256109,260.708626262099,350.478174196091,14151.8616596135,311.704377499037,336.831198392267,331.511211088986,534.343102978881,8764.33116868837,373.617080227984,10913.6493503591,11123.3866808522,10726.0786464689,839.857534329593,12500.0827066746,12115.9059297834,16728.4204354184,15238.8848806772,11139.1259268369,993.700880131568,847.597921246081,10654.6576529462,7199.28027396641,17801.6199040599,687.42547865482,7689.21734422892,"","[M-H]- 1269.47",117,265.005721997227,3503.05974998651,0.0756497864469049,208397.507503047,TRUE
"85",85,155.070882985478,155.069081025339,155.107229346504,142.800993041992,111.936000118256,220.107997093201,33,7,8,1,15,3258.84913245893,1743.86537032833,7762.19293811742,184396.889005126,1719.04636807105,1606.05846369968,17917.3946573745,70078.3160354476,9060.5518873366,1317.60327757027,14737.0205333217,14768.7179433204,11169.0445770174,3383.78809307713,15074.5437827508,75158.558863895,2941.21100805864,2035.74481773455,42244.5159826109,45034.269434319,42418.6028370561,43729.7508845217,39615.2280365489,42836.4491292648,43362.8781673242,32182.0035292677,156.66441660912,296.460058132378,1038.6877283397,3069.71127291813,854.493378060706,963.091408393811,4793.64804953545,2043.51395155024,1951.16296010859,677.888540805263,1710.15307099704,669.319863801288,8513.17395594378,961.389042214518,4228.32004953118,311582.67671717,55923.6346466746,120259.734402795,12274.1047047917,52146.5525455252,39796.0938519426,104190.869969395,86211.3116376242,123992.858360842,62812.0322262635,29382.1751596113,79716.4028363317,14770.0796633894,132457.624075207,133101.31373364,59211.828109324,"","[M-H]- 156.078",118,4043.57169003072,41427.9622501142,0.0976048897992702,2219310.06514309,TRUE
"2180",2180,622.325425863188,622.24232134366,622.335467515789,514.514497833252,486.087008666992,582.444016418457,58,0,8,2,16,751.617966647332,365.923415536154,948.59791454277,892.095952492906,807.736116516497,943.204306234606,546.705824586749,651.341577256897,649.249803559353,898.214367647763,868.644941850965,958.44186576549,489.080509970464,524.714326109554,584.262686821202,1093.07347247028,542.219770131322,868.312729004704,43533.7178423144,45304.1202872666,41775.5659333821,42102.8278003335,42213.4956241841,39739.3756646002,41578.033616832,33469.7655909676,1351.09983011882,1420.02573952731,540.509467126103,1002.91315410001,1005.61381782279,821.949510678219,805.595403755815,518.622829346485,880.815183245391,11075.8813607767,508.173148304091,976.570514686157,742.995624512147,952.015955150127,16725.9149837175,53533.6218871716,58539.0646990237,49698.8268476408,27696.61764252,37548.6822203064,47881.8205841324,48898.7890321948,49755.5878111487,40521.6978138943,43472.5880773272,14102.5582720552,38938.7294937183,32284.3193592253,29991.3877030183,45054.2833815725,41850.1286136367,"","[M-H]- 623.336 [M-H-SO3]- 703.283",123,3515.16588663308,41214.6127949851,0.0852893099862096,1042197.73986848,TRUE
"2423",2423,702.274053304685,702.271595908077,702.282276658037,514.516004486084,513.889002075195,519.702022094727,21,0,8,0,12,730.048267862336,841.929057670757,721.54623491806,448.773956273993,370.473885190984,934.391486959842,629.882811104413,823.291515456513,896.937734688981,754.255712497747,615.64257308996,717.823458019644,473.140999206342,496.788119378189,970.389635782519,636.186594784725,339.599442318082,513.549454635439,17048.2297712099,16316.1452171823,16430.2692327978,14497.1773993224,15651.0638664546,15515.1331071722,12927.4404642521,12987.3965615546,861.170541472733,834.169335114537,630.014734771103,795.857977075502,609.156786205247,524.143352020998,552.57980284933,885.427323434502,1054.18052998992,937.401314352424,493.938139078673,836.422579442652,798.736163273454,752.693324127855,2148.07718045182,9000.36289402284,17232.4334125556,19221.6338490895,7664.26572181773,14774.3733037452,11105.1377781007,14006.3955135634,14421.4605187152,14355.3088265381,15999.5567648718,5089.81483607281,13662.9841758981,10000.8949583097,8843.51981515065,11782.1223817422,10553.790941595,"","[M-H]- 703.283",123,1559.56561769341,15171.6069524932,0.102795018522222,343715.531335234,TRUE
"3040",3040,1081.6810946079,1081.6334159995,1081.68685930501,514.519999237061,513.690991210937,575.851026611328,37,0,6,0,15,49.668719066889,67.3815786981334,185.271325693466,142.545465282165,122.549438476562,130.744916226042,133.163095748518,207.366694437288,200.306092412108,259.012285933312,229.984955620745,265.185755518575,218.66905129287,225.713282513122,219.172539666694,314.175669794902,348.640249178797,177.919791848678,8229.51926455833,7476.93309210241,10040.4797138163,9926.60358860716,9052.0804475103,8559.40442158841,8372.53001694568,7412.60389310039,180.913038786501,179.222242490388,145.254866607487,108.327927233237,149.33762130162,100.683229118586,227.787900781259,137.003826767724,311.455020790713,304.367519304363,249.566798017878,158.8940847098,188.003885600017,119.223172208527,252.72924018853,19883.593003928,16683.4232516913,13262.3659404998,8059.05347916484,6943.62445700169,21830.1359979762,15874.3067099092,14862.7570586102,24458.9866101259,15194.5966782616,6334.00530579686,14144.6784829316,8575.15518479137,19873.7037547734,17008.2729851627,9300.88924709242,"","[M-H]- 1082.69",123,992.251988047294,8633.76930477862,0.114926859060052,307669.943867262,TRUE
"2803",2803,927.735054777813,927.732678735025,927.771646562411,843.546009063721,843.527008972168,869.520004882812,25,0,8,0,16,1115.95012843609,5755.74138072431,4900.19104549951,668.004598728381,358.287761618694,5137.44494954083,1209.85115088671,1336.69830885753,510.406289572695,662.105588176184,799.19846326775,226.35163643832,352.007102391683,2159.73727089353,797.336634367704,305.013552621007,240.215048412482,231.30747941148,66019.3489222554,60208.9698040369,71639.1474208977,60515.0131560241,57536.1495302618,58835.3966242578,62192.8917645177,36388.2641473529,2399.81656657372,340.367360059172,1053.19449990056,886.883505228907,1556.35311730206,655.807222792672,10955.2883054548,4621.36822962926,2574.18946106306,993.001907207072,550.333963388991,1527.42537239566,974.946566740672,583.274242411235,239.460692617286,247061.023731887,842461.049938425,335929.164116442,162293.393285722,241022.245617416,27526.2793466449,243700.929181526,177649.994304858,146237.405444339,390566.582288745,22677.2882465414,62101.9843181836,113542.366783295,321777.183899952,686417.760340707,267559.777685234,"[189][M]-","[M-H]- 928.742",131,10255.3710636163,59166.8976712005,0.173329538428851,4818537.16930213,TRUE
