"node1_mic","node2_mic","pMIC","pLSA","pSparCC","pMENA_PCC","pMENA_SCC","MIC","LSA","SparCC"
"OTU196900219","OTU1969004",0.158,NA,0,NA,NA,0.370506500549505,NA,0.594660502879
"OTU196900221","OTU1969004",0.913,NA,0.4,NA,NA,0.160112494299011,NA,0.471240813202
"OTU196900222","OTU1969004",0.423,NA,0.8,NA,NA,0.236122347961794,NA,0.0961615470598
"OTU196900223","OTU1969004",0.879,NA,0.8,NA,NA,0.160112494299011,NA,-0.0716916003393
"OTU196900224","OTU1969004",0.212,NA,0.2,NA,NA,0.370506500549505,NA,0.452630282903
"OTU196900225","OTU1969004",0.047,NA,0,NA,NA,0.508725674387315,NA,0.332539318214
"OTU196900226","OTU1969004",0.063,NA,0.8,NA,NA,0.508725674387315,NA,0.0893879343639
"OTU196900227","OTU1969004",0.915,NA,0.4,NA,NA,0.160112494299011,NA,-0.206221854976
"OTU196900228","OTU1969004",0.447,NA,0.4,NA,NA,0.256981189242354,NA,0.275441694231
"OTU196900229","OTU1969004",0.779,NA,0.6,NA,NA,0.159262221081593,NA,-0.111956253411
"OTU196900230","OTU1969004",0.301,NA,0,NA,NA,0.257831462459772,NA,0.574599935602
"OTU196900231","OTU1969004",0.053,NA,0,NA,NA,0.508725674387315,NA,0.256597351911
"OTU196900232","OTU1969004",0.73,NA,1,NA,NA,0.160112494299011,NA,0.0462367109173
"OTU196900234","OTU1969004",0.286,NA,0,NA,NA,0.257831462459772,NA,-0.31131030779
"OTU196900235","OTU1969004",0.219,NA,0,NA,NA,0.370506500549505,NA,0.677860817284
"OTU196900236","OTU1969004",0.406,NA,0.4,NA,NA,0.256981189242354,NA,-0.289839407992
"OTU196900237","OTU1969004",0.455,NA,0,NA,NA,0.256981189242354,NA,-0.585929290947
"OTU196900239","OTU1969004",0.476,NA,0,NA,NA,0.256981189242354,NA,0.526469665137
"OTU196900241","OTU1969004",0.217,NA,1,NA,NA,0.370506500549505,NA,0.0490689956135
"OTU196900242","OTU1969004",1,NA,0,NA,NA,0.0753959373497118,NA,-0.545740956761
"OTU196900246","OTU1969004",0.23,NA,0,NA,NA,0.370506500549505,NA,0.56174417272
"OTU196900248","OTU1969004",0.715,NA,0,NA,NA,0.160112494299011,NA,0.329923290106
"OTU196900249","OTU1969004",0.602,NA,0,NA,NA,0.256981189242354,NA,-0.814689674968
"OTU196900250","OTU1969004",0.155,NA,0.2,NA,NA,0.370506500549505,NA,0.753513254411
"OTU196900252","OTU1969004",0.165,NA,0,NA,NA,0.370506500549505,NA,0.542373979228
"OTU196900253","OTU1969004",0.187,NA,0.4,NA,NA,0.370506500549505,NA,0.220831340454
"OTU196900255","OTU1969004",0.289,NA,0,NA,NA,0.257831462459772,NA,-0.501116529077
"OTU196900256","OTU1969004",0.156,NA,0.2,NA,NA,0.321023828688051,NA,0.320438734923
"OTU196900260","OTU1969004",0.204,NA,0,NA,NA,0.370506500549505,NA,0.544266813865
"OTU196900262","OTU1969004",0.061,NA,0,NA,NA,0.508725674387315,NA,0.34970707655
"OTU196900263","OTU1969004",0.011,NA,0.6,NA,NA,0.689391746743088,NA,0.161462529724
"OTU196900264","OTU1969004",0.875,NA,0,NA,NA,0.160112494299011,NA,0.440616954261
"OTU196900265","OTU1969004",0.835,NA,1,NA,NA,0.160112494299011,NA,0.0531541904342
"OTU196900266","OTU1969004",0.142,NA,0.6,NA,NA,0.370506500549505,NA,-0.197295019256
"OTU196900268","OTU1969004",0.06,NA,0.4,NA,NA,0.508725674387315,NA,0.324056507726
"OTU196900269","OTU1969004",0.161,NA,0.4,NA,NA,0.370506500549505,NA,0.161803631535
"OTU196900271","OTU1969004",0.221,NA,0,NA,NA,0.370506500549505,NA,-0.518292799872
"OTU196900274","OTU1969004",0.251,NA,0,NA,NA,0.370506500549505,NA,0.563896923686
"OTU196900276","OTU1969004",0.219,NA,0.8,NA,NA,0.256981189242354,NA,0.106634812615
"OTU196900277","OTU1969004",0.07,NA,0.8,NA,NA,0.508725674387315,NA,0.0507399425421
"OTU196900279","OTU1969004",0.93,NA,0,NA,NA,0.160112494299011,NA,0.572599824056
"OTU196900280","OTU1969004",0.947,NA,0.8,NA,NA,0.151835501362341,NA,-0.133615189006
"OTU196900283","OTU1969004",0.016,NA,0,NA,NA,0.689391746743088,NA,0.374951826223
"OTU196900284","OTU1969004",0.207,NA,0,NA,NA,0.370506500549505,NA,0.480857902916
"OTU196900286","OTU1969004",0.079,NA,0,NA,NA,0.508725674387315,NA,0.719858486872
"OTU196900287","OTU1969004",0.925,NA,0,NA,NA,0.160112494299011,NA,-0.474831530248
"OTU196900288","OTU1969004",0.929,NA,0.2,NA,NA,0.160112494299011,NA,0.429463871885
"OTU196900289","OTU1969004",0.147,NA,0,NA,NA,0.370506500549505,NA,0.701759843922
"OTU196900291","OTU1969004",0.482,NA,0.2,NA,NA,0.256981189242354,NA,0.414768781371
"OTU196900292","OTU1969004",0.889,NA,1,NA,NA,0.151835501362341,NA,-0.00809778520071
"OTU196900293","OTU1969004",0.262,NA,0.2,NA,NA,0.257831462459772,NA,0.146760748807
"OTU196900295","OTU1969004",0.165,NA,0,NA,NA,0.370506500549505,NA,0.632014754419
"OTU196900296","OTU1969004",0.304,NA,1,NA,NA,0.257831462459772,NA,0.0378687980658
"OTU196900297","OTU1969004",0.869,NA,0.2,NA,NA,0.160112494299011,NA,-0.581653202556
"OTU196900302","OTU1969004",0.064,NA,0.6,NA,NA,0.508725674387315,NA,-0.196502868182
"OTU196900303","OTU1969004",0.018,NA,0.6,NA,NA,0.689391746743088,NA,0.256655246864
"OTU196900305","OTU1969004",0.931,NA,0.6,NA,NA,0.160112494299011,NA,-0.187252479653
"OTU196900307","OTU1969004",0.231,NA,0.6,NA,NA,0.370506500549505,NA,0.344556962093
"OTU196900308","OTU1969004",0.161,NA,1,NA,NA,0.370506500549505,NA,-0.0750574915666
"OTU196900310","OTU1969004",0.07,NA,0.4,NA,NA,0.508725674387315,NA,0.374694467324
"OTU196900312","OTU1969004",0.621,NA,0.8,NA,NA,0.174454647914913,NA,-0.123154789075
"OTU196900314","OTU1969004",0.839,NA,1,NA,NA,0.160112494299011,NA,-0.0246432208486
"OTU196900315","OTU1969004",0.746,NA,0.2,NA,NA,0.160112494299011,NA,0.270722313491
"OTU196900316","OTU1969004",0.317,NA,0.8,NA,NA,0.256981189242354,NA,-0.1198868239
"OTU196900317","OTU1969004",0.094,NA,0.2,NA,NA,0.394895099856365,NA,-0.173615612939
"OTU196900318","OTU1969004",0.011,NA,0,NA,NA,0.689391746743088,NA,-0.586801034489
"OTU196900319","OTU1969004",0.425,NA,0.8,NA,NA,0.226000244384916,NA,-0.0365384540524
"OTU196900320","OTU1969004",0.212,0.047416,0.2,NA,NA,0.370506500549505,0.836971,0.41297723124
"OTU196900323","OTU1969004",0.252,NA,0,NA,NA,0.257831462459772,NA,-0.305937218212
"OTU196900327","OTU1969004",0.813,NA,0,NA,NA,0.151835501362341,NA,-0.495225338222
"OTU196900329","OTU1969004",0.259,NA,0.2,NA,NA,0.257831462459772,NA,0.0602880902891
"OTU196900330","OTU1969004",0.064,NA,0,NA,NA,0.508725674387315,NA,0.71839485757
"OTU196900331","OTU1969004",0.067,NA,0.2,NA,NA,0.508725674387315,NA,0.373870868356
"OTU196900332","OTU1969004",0.751,NA,0.4,NA,NA,0.160112494299011,NA,0.215219571344
"OTU196900335","OTU1969004",1,NA,0.4,NA,NA,0.0753959373497118,NA,0.259141871049
"OTU196900336","OTU1969004",0.478,NA,0,NA,NA,0.256981189242354,NA,0.378227754748
"OTU196900337","OTU1969004",0.929,NA,0.8,NA,NA,0.160112494299011,NA,0.0458046186254
"OTU196900338","OTU1969004",0.311,NA,0.4,NA,NA,0.257831462459772,NA,0.264824512411
"OTU196900339","OTU1969004",0.927,NA,0.8,NA,NA,0.160112494299011,NA,-0.0719065411174
"OTU196900340","OTU1969004",0.256,NA,0,NA,NA,0.370506500549505,NA,0.710353090651
"OTU196900341","OTU1969004",0.915,NA,0,NA,NA,0.160112494299011,NA,-0.437788869244
"OTU196900344","OTU1969004",0.153,NA,0,NA,NA,0.370506500549505,NA,0.601683150175
"OTU196900347","OTU1969004",0.948,NA,0.4,NA,NA,0.151835501362341,NA,0.110363397363
"OTU196900348","OTU1969004",0.061,NA,1,NA,NA,0.508725674387315,NA,-0.0101302285588
"OTU196900349","OTU1969004",0.468,NA,0.4,NA,NA,0.256981189242354,NA,0.442095718903
"OTU196900350","OTU1969004",0.014,NA,0.4,NA,NA,0.689391746743088,NA,0.358276699134
"OTU196900351","OTU1969004",0.061,NA,0.6,NA,NA,0.508725674387315,NA,-0.183834437617
"OTU196900352","OTU1969004",0.45,NA,0.2,NA,NA,0.256981189242354,NA,-0.300315803146
"OTU196900353","OTU1969004",0.249,NA,0.2,NA,NA,0.291691997138059,NA,-0.42884731015
"OTU196900354","OTU1969004",1,NA,0,NA,NA,0.0753959373497118,NA,-0.451110436259
"OTU196900355","OTU1969004",0.161,NA,0,NA,NA,0.370506500549505,NA,0.657267567424
"OTU196900356","OTU1969004",0.458,NA,0.2,NA,NA,0.256981189242354,NA,-0.356860295562
"OTU196900357","OTU1969004",0.265,NA,0.2,NA,NA,0.257831462459772,NA,0.338974288915
"OTU196900358","OTU1969004",0.836,NA,0.6,NA,NA,0.160112494299011,NA,0.125217121376
"OTU196900359","OTU1969004",0.073,NA,0.4,NA,NA,0.508725674387315,NA,0.203223550212
"OTU196900361","OTU1969004",0.919,NA,1,NA,NA,0.160112494299011,NA,0.0243401577269
"OTU196900363","OTU1969004",0.871,NA,0.4,NA,NA,0.160112494299011,NA,-0.260517064043
"OTU196900365","OTU1969004",0.405,NA,0.4,NA,NA,0.204204398445214,NA,-0.170596421092
"OTU196900366","OTU1969004",0.276,NA,0,NA,NA,0.257831462459772,NA,-0.747636690439
"OTU196900367","OTU1969004",0.783,NA,0.4,NA,NA,0.159262221081593,NA,-0.220666352519
"OTU196900370","OTU1969004",1,NA,0.2,NA,NA,0.0753959373497118,NA,-0.324982323363
"OTU196900374","OTU1969004",0.018,NA,0,NA,NA,0.517801507414013,NA,0.668866683148
"OTU196900377","OTU1969004",0.923,NA,0,NA,NA,0.160112494299011,NA,-0.495275255993
"OTU196900383","OTU1969004",1,NA,0,NA,NA,0.0753959373497118,NA,-0.413529659007
"OTU196900384","OTU1969004",0.612,NA,0.8,NA,NA,0.174454647914913,NA,-0.0393763885368
"OTU196900386","OTU1969004",0.521,NA,0.6,NA,NA,0.226000244384916,NA,0.237689510942
"OTU196900387","OTU1969004",0.108,NA,0.2,NA,NA,0.370506500549505,NA,-0.333298741525
"OTU196900388","OTU1969004",0.866,NA,0.2,NA,NA,0.139438576795409,NA,0.130474472661
"OTU196900391","OTU1969004",0.067,NA,0.4,NA,NA,0.508725674387315,NA,0.19497305977
"OTU196900392","OTU1969004",0.854,NA,0,NA,NA,0.160112494299011,NA,-0.493782203879
"OTU196900393","OTU1969004",0.311,NA,0.4,NA,NA,0.256981189242354,NA,0.194585822481
"OTU196900398","OTU1969004",0.011,NA,0.4,NA,NA,0.689391746743088,NA,0.296102661008
"OTU196900400","OTU1969004",0.235,NA,0.8,NA,NA,0.370506500549505,NA,0.240682375933
"OTU196900401","OTU1969004",0.081,NA,1,NA,NA,0.508725674387315,NA,0.00879151770686
"OTU196900402","OTU1969004",0.05,NA,0.4,NA,NA,0.402827187811384,NA,0.224326016576
"OTU196900404","OTU1969004",0.143,NA,0,NA,NA,0.370506500549505,NA,-0.362417821989
"OTU196900406","OTU1969004",0.849,NA,0,NA,NA,0.160112494299011,NA,-0.318814645539
"OTU196900408","OTU1969004",0.403,NA,0.8,NA,NA,0.244904709134231,NA,-0.0694877679187
"OTU196900409","OTU1969004",0.455,NA,0.6,NA,NA,0.226000244384916,NA,-0.103156943119
"OTU196900414","OTU1969004",0.889,NA,0.8,NA,NA,0.128085278891394,NA,0.22004763595
"OTU196900418","OTU1969004",0.175,NA,0.2,NA,NA,0.370506500549505,NA,-0.161590927199
"OTU196900424","OTU1969004",0.753,NA,1,NA,NA,0.160112494299011,NA,-0.123002455458
"OTU196900425","OTU1969004",0.523,NA,0.2,NA,NA,0.204204398445214,NA,-0.378979996759
"OTU196900429","OTU1969004",1,NA,0,NA,NA,0.0753959373497118,NA,0.38408194933
"OTU196900431","OTU1969004",0.9,NA,0.8,NA,NA,0.151835501362341,NA,0.123175474204
"OTU196900444","OTU1969004",0.196,NA,1,NA,NA,0.256981189242354,NA,-0.00450882779866
"OTU196900445","OTU1969004",0.979,NA,0.4,NA,NA,0.0926512887915805,NA,-0.224610033998
"OTU196900446","OTU1969004",0.528,NA,0.6,NA,NA,0.226000244384916,NA,-0.131403571241
"OTU196900449","OTU1969004",0.844,NA,0.6,NA,NA,0.160112494299011,NA,-0.135492926451
"OTU196900450","OTU1969004",0.379,NA,0.4,NA,NA,0.256981189242354,NA,-0.260528309564
"OTU196900454","OTU1969004",0.725,NA,0.6,NA,NA,0.160112494299011,NA,-0.193134338908
"OTU196900458","OTU1969004",0.295,NA,0,NA,NA,0.257831462459772,NA,-0.360285559806
"OTU196900464","OTU1969004",0.112,NA,0,NA,NA,0.370506500549505,NA,-0.480849163735
"OTU196900465","OTU1969004",0.763,NA,0.4,NA,NA,0.160112494299011,NA,-0.192708097372
"OTU196900469","OTU1969004",0.226,NA,0.4,NA,NA,0.257831462459772,NA,0.287031919943
"OTU196900475","OTU1969004",0.457,NA,0.8,NA,NA,0.256981189242354,NA,-0.22635295738
"OTU196900476","OTU1969004",0.188,NA,1,NA,NA,0.256981189242354,NA,0.0133078931308
"OTU196900481","OTU1969004",0.525,NA,0.2,NA,NA,0.256981189242354,NA,0.498469909499
"OTU196900488","OTU1969004",0.774,NA,0,NA,NA,0.159262221081593,NA,-0.180492575596
"OTU196900492","OTU1969004",0.236,NA,0,NA,NA,0.257831462459772,NA,-0.507373341255
"OTU196900496","OTU1969004",0.846,NA,0,NA,NA,0.160112494299011,NA,-0.395576615196
"OTU196900499","OTU1969004",1,NA,0,NA,NA,0.0753959373497118,NA,-0.677984667702
"OTU196900500","OTU1969004",0.171,NA,0.6,NA,NA,0.370506500549505,NA,-0.265399916565
"OTU196900507","OTU1969004",0.414,NA,0,NA,NA,0.256981189242354,NA,-0.330882981765
"OTU196900513","OTU1969004",0.801,NA,0,NA,NA,0.160112494299011,NA,-0.445410349043
"OTU196900515","OTU1969004",0.901,NA,0.6,NA,NA,0.12394088673829,NA,-0.234826551785
"OTU196900517","OTU1969004",0.812,NA,0.8,NA,NA,0.159262221081593,NA,0.0687485501919
"OTU196900518","OTU1969004",0.628,NA,0.4,NA,NA,0.174454647914913,NA,-0.25488109996
"OTU196900520","OTU1969004",0.63,NA,1,NA,NA,0.174454647914913,NA,0.101055108637
"OTU196900521","OTU1969004",0.285,NA,0.4,NA,NA,0.257831462459772,NA,-0.476182680027
"OTU196900522","OTU1969004",0.799,NA,0.4,NA,NA,0.159262221081593,NA,-0.04853568104
"OTU196900524","OTU1969004",0.848,NA,1,NA,NA,0.160112494299011,NA,0.0334806863458
"OTU196900527","OTU1969004",0.142,NA,0.4,NA,NA,0.321023828688051,NA,-0.192580345789
"OTU196900528","OTU1969004",0.451,NA,1,NA,NA,0.226000244384916,NA,-0.0735173699187
"OTU196900529","OTU1969004",0.409,NA,0.6,NA,NA,0.256981189242354,NA,0.127638297857
"OTU196900531","OTU1969004",0.155,NA,0.6,NA,NA,0.321023828688051,NA,-0.134699797388
"OTU196900532","OTU1969004",0.311,NA,0.4,NA,NA,0.256981189242354,NA,-0.125787707403
"OTU196900533","OTU1969004",0.631,NA,0.8,NA,NA,0.174454647914913,NA,-0.0668967721667
"OTU196900534","OTU1969004",0.314,NA,0,NA,NA,0.256981189242354,NA,-0.528886284906
"OTU196900537","OTU1969004",0.443,NA,0.6,NA,NA,0.226000244384916,NA,-0.105984335441
"OTU196900538","OTU1969004",0.407,NA,0.6,NA,NA,0.226000244384916,NA,-0.257804128118
"OTU196900539","OTU1969004",0.862,NA,1,NA,NA,0.160112494299011,NA,-0.00604349886461
"OTU196900543","OTU1969004",0.846,NA,0.6,NA,NA,0.160112494299011,NA,-0.100922319033
"OTU196900546","OTU1969004",0.508,NA,0.2,NA,NA,0.204204398445214,NA,-0.39426357066
"OTU196900547","OTU1969004",0.143,NA,0.2,NA,NA,0.321023828688051,NA,-0.211259162692
"OTU196900551","OTU1969004",0.51,NA,0,NA,NA,0.226000244384916,NA,-0.565738529415
"OTU196900558","OTU1969004",0.149,NA,0.4,NA,NA,0.321023828688051,NA,-0.20110403175
"OTU196900559","OTU1969004",0.841,NA,0.6,NA,NA,0.160112494299011,NA,-0.0950598592056
"OTU196900561","OTU1969004",0.2,NA,0.2,NA,NA,0.305958492868041,NA,-0.381611216858
"OTU196900563","OTU1969004",0.146,NA,0.2,NA,NA,0.321023828688051,NA,-0.208712666057
"OTU196900565","OTU1969004",0.139,NA,0.6,NA,NA,0.321023828688051,NA,-0.162524544849
"OTU196900569","OTU1969004",0.927,NA,0,NA,NA,0.160112494299011,NA,-0.757569843791
"OTU196900571","OTU1969004",0.705,NA,0.2,NA,NA,0.160112494299011,NA,-0.353765608534
"OTU196900573","OTU1969004",0.035,NA,0,NA,NA,0.469565211114707,NA,-0.356118427107
"OTU196900578","OTU1969004",0.609,NA,0.8,NA,NA,0.174454647914913,NA,-0.102895922197
"OTU196900580","OTU1969004",0.419,NA,1,NA,NA,0.226000244384916,NA,-0.114780904456
"OTU196900582","OTU1969004",0.856,NA,0,NA,NA,0.160112494299011,NA,-0.645584320262
"OTU196900588","OTU1969004",0.271,NA,0,NA,NA,0.257831462459772,NA,0.433164050795
"OTU196900589","OTU1969004",0.009,NA,0,NA,NA,0.689391746743088,NA,0.351817271912
"OTU196900590","OTU1969004",0.057,NA,0,NA,NA,0.508725674387315,NA,0.585085094909
"OTU196900591","OTU1969004",0.229,NA,0,NA,NA,0.370506500549505,NA,0.249675173032
"OTU196900592","OTU1969004",0.299,NA,0,NA,NA,0.257831462459772,NA,0.523699308185
"OTU196900594","OTU1969004",0.261,NA,0,NA,NA,0.257831462459772,NA,0.382480550679
"OTU196900596","OTU1969004",0.17,NA,0.2,NA,NA,0.370506500549505,NA,0.251865314585
"OTU196900597","OTU1969004",0.072,NA,0.4,NA,NA,0.508725674387315,NA,0.40629935758
"OTU196900598","OTU1969004",0.231,NA,1,NA,NA,0.257831462459772,NA,-0.128611838411
"OTU196900599","OTU1969004",0.626,NA,0,NA,NA,0.174454647914913,NA,0.248434047629
"OTU196900600","OTU1969004",0.634,NA,0.2,NA,NA,0.198117421130403,NA,0.385197099995
"OTU196900601","OTU1969004",0.422,NA,0.2,NA,NA,0.204204398445214,NA,0.335290665603
"OTU196900603","OTU1969004",0.055,NA,0.8,NA,NA,0.508725674387315,NA,0.0913207771418
"OTU196900604","OTU1969004",0.343,NA,0.8,NA,NA,0.256981189242354,NA,0.0343039794724
"OTU196900605","OTU1969004",0.916,NA,0,NA,NA,0.160112494299011,NA,-0.585893835277
"OTU196900606","OTU1969004",0.91,NA,1,NA,NA,0.160112494299011,NA,-0.0518323562961
"OTU196900608","OTU1969004",0.481,NA,0.2,NA,NA,0.256981189242354,NA,0.403092548984
"OTU196900611","OTU1969004",0.346,NA,0.8,NA,NA,0.256981189242354,NA,-0.14519896881
"OTU196900612","OTU1969004",0.138,NA,0.2,NA,NA,0.370506500549505,NA,-0.333863301424
"OTU196900613","OTU1969004",0.574,NA,0.4,NA,NA,0.169584429670438,NA,-0.397410895315
"OTU196900614","OTU1969004",0.871,NA,0.2,NA,NA,0.160112494299011,NA,-0.289734843182
"OTU196900616","OTU1969004",0.724,NA,0.4,NA,NA,0.160112494299011,NA,-0.31803552586
"OTU196900618","OTU1969004",0.832,NA,1,NA,NA,0.160112494299011,NA,0.00380846674649
"OTU196900619","OTU1969004",1,NA,0,NA,NA,0.0753959373497118,NA,-0.465957110082
"OTU196900620","OTU1969004",1,NA,0.6,NA,NA,0.0753959373497118,NA,0.165853392963
"OTU196900623","OTU1969004",0.738,NA,0.4,NA,NA,0.160112494299011,NA,0.191860189229
"OTU196900624","OTU1969004",0.189,NA,0.2,NA,NA,0.296329966157392,NA,0.301609103723
"OTU196900628","OTU1969004",0.422,NA,1,NA,NA,0.204204398445214,NA,0.00138088048796
"OTU196900630","OTU1969004",0.868,NA,1,NA,NA,0.128884118981421,NA,-0.0516574248495
"OTU196900631","OTU1969004",1,NA,0.2,NA,NA,0.0753959373497118,NA,-0.289384800059
"OTU196900635","OTU1969004",0.835,NA,1,NA,NA,0.159262221081593,NA,0.00336693645505
