"","X","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","Gb","QC","Sf","Wb","IE_20171003_01601","IE_20171003_01801","IE_20171003_02301","IE_20171003_02501","IE_20171003_02801","IE_20171003_03401","IE_20171003_03601","IE_20171003_04001","IE_20171003_04101","IE_20171003_04801","IE_20171003_04901","IE_20171003_05101","IE_20171003_05301","IE_20171003_05601","IE_20171003_06201","IE_20171003_06301","IE_20171003_06801","IE_20171003_06901","IE_20171003_01301","IE_20171003_02001","IE_20171003_02601","IE_20171003_03201","IE_20171003_03801","IE_20171003_04401","IE_20171003_05001","IE_20171003_05701","IE_20171003_06401","IE_20171003_07001","IE_20171003_01701","IE_20171003_02201","IE_20171003_02401","IE_20171003_03101","IE_20171003_03301","IE_20171003_04301","IE_20171003_04601","IE_20171003_04701","IE_20171003_05401","IE_20171003_05901","IE_20171003_06101","IE_20171003_06501","IE_20171003_06601","IE_20171003_01401","IE_20171003_01501","IE_20171003_01901","IE_20171003_02101","IE_20171003_02701","IE_20171003_02901","IE_20171003_03001","IE_20171003_03501","IE_20171003_03901","IE_20171003_04201","IE_20171003_04501","IE_20171003_05201","IE_20171003_05501","IE_20171003_05801","IE_20171003_06001","IE_20171003_06701","isotopes","adduct","pcgroup","SD","MEAN","CV"
"3516",3516,1302.1992308076,1302.19570123206,1302.20095408536,371.756000366211,371.116000518799,372.387014007568,7,0,6,1,0,93.402814744506,32.4896850585938,145.602694500703,69.3102895573247,58.8782615661621,66.687483343645,136.703536987305,129.521686571185,96.62890625,106.927131652832,91.3571548461914,139.407468077209,178.660034179688,30.4528999328613,148.208290100098,71.0707855224609,22.3439598083496,27.7466011047363,7434.62687563151,10970.9992096578,8436.93964348973,7975.91276242398,9469.30468621353,11330.5598994177,11539.4623338693,10310.8156483242,79.6644319461193,14.2116737365723,9411.03276722319,11763.2811177869,5044.10476940218,94.7295379638672,5431.74994400144,5269.18973493576,3739.73993411753,985.243460364433,1560.1449099746,400.714726976352,1107.91745635029,699.624576379856,6334.72378444134,2126.91292008162,131.627036333084,1061.31265948982,101.51252746582,1314.27110328735,522.838359997608,775.065095679893,119.805038452148,123.544460098492,91.3612747192383,131.686499693897,765.685996664688,1309.26563327014,55.4385918511285,27.9139731568284,482.680335758254,"","",1928,1593.812071939,9683.57763237847,0.164589176897788
"3517",3517,1302.46857334721,1302.46157187145,1302.50980508634,212.028004608154,209.516000747681,264.100010604858,17,1,8,0,6,841.796323843068,278.097725561545,2392.67959295797,36094.5437241644,1529.66379069389,889.651070987636,808.058704006401,559.819111492352,350.035071019517,673.160731143318,420.283590577479,2749.45070384614,356.364338400604,557.10402344997,985.433511975729,494.708294591358,749.617133836982,822.643459146221,15495.427860949,17764.7908468213,15140.5778336828,15995.3805106313,15040.8752260953,17363.0128468528,21079.3684488625,13818.5192755823,54.4154746315696,85.9114207441453,585.977866116911,861.874241857408,1240.57715880295,1642.24864220992,1712.9273106085,953.654031105064,1149.09493588461,699.167953922667,839.337452451106,1933.01294514774,1864.0953973693,1306.86448842202,1652.81482065774,322319.761381834,2093.07521558149,30011.133038206,36517.1047678631,1012.3041373515,804.953414751428,976.419216629663,112004.390963642,3375.73889147503,478.910769918764,604.931987771549,492.186284233816,21359.399512196,133838.880149779,863.20053641405,1240.81372456968,"","",357,2259.42208190691,16462.2441061847,0.137248729112094
"3518",3518,1302.90681644001,1302.8986227866,1302.95492881572,543.582003479004,542.845995330811,577.029988250732,15,0,0,0,9,329.254052734375,82.959228515625,76.4528748616576,50.383951026015,79.196044921875,75.1353081597222,147.501583895646,109.348266601562,66.6137424045139,134.75506320782,124.585126020759,170.657958984375,81.1130381282419,52.8649088541667,55.4448998041658,95.5092230902778,173.954872363154,85.9135818481445,1383.41766156981,1727.53392228795,1727.28171269596,1409.58884455869,1194.83111480955,1360.50241706148,1238.14328713694,967.179334528123,45.2478515625,31.4263237847222,78.5700480143229,180.308412685711,145.181469726563,168.146322727203,94.8717041015625,98.5185627188533,239.887594445609,176.932621766813,123.54518014027,56.2518307599756,84.3078277397901,103.416796875,213.391284461444,40410.5140329353,24214.926869709,9801.93964810007,1746.49296763726,7689.27069454143,3927.65759338439,42888.0453184359,18753.8883026177,18103.9825861032,20544.2037297413,864.426627003898,22020.7619087093,4218.64601332694,61277.2273508307,25886.5639211069,10613.8044307513,"[289][M+1]-","",236,258.390428177525,1376.05978683106,0.187775582609367
"3519",3519,1302.96950022799,1302.95972928121,1302.99290365759,212.028994560242,209.516000747681,221.777996368408,15,1,8,0,5,452.07626982432,136.74271032773,1180.67623531984,13877.5328377055,454.742391377377,442.596949102978,506.348914486718,453.308483274188,268.667987666558,134.198784565294,205.913015572975,1425.05687170196,343.22875509283,448.546489369435,328.634076900418,294.734822652096,455.602425816748,524.819784422302,17272.8313534744,18402.118656747,16183.299355005,18653.5175439276,19392.1514650178,19543.6980472909,18656.1251839074,17070.2555118789,86.7949759863938,38.2441101074219,158.999320572475,115.877949440697,223.808719928247,231.170105742989,305.457008586886,356.011930374429,212.935412582476,274.076316348587,186.136425092609,233.050453550415,247.008645092137,123.629113874864,192.175408630632,281809.367262194,2788.57453835616,41973.2961638524,48332.0514738009,1040.62616754934,242.280683254357,632.061381084677,157341.11440518,4359.79085081733,159.025980326451,559.682482768781,284.645220680162,31108.7239385595,179674.580258883,515.727285635727,1205.52968195376,"","",357,1186.93427711519,18146.7496396561,0.0654075413329878
"3520",3520,1303.21147106743,1303.20007750138,1303.21489966523,189.257998390198,170.640993118286,193.030005226135,10,9,0,1,0,9031.3258439196,6630.76372971208,6254.15721416946,4179.63574965438,215.935303116429,10956.2725702261,20917.1908624261,466.273722503024,327.074482113489,27258.9808254662,309.948813884519,12603.6298255313,20200.0915209117,251.386770823547,17747.2388581932,307.000909990525,20230.0247892551,265.478959000281,1602.55635092733,2021.16149982276,1410.66879416147,1814.57126954158,1557.77015227343,1651.49380508141,1516.57188004911,1459.41111233229,62.8578186035156,37.7169799804688,576.566983918698,493.798448835771,679.389006287092,1171.1514385941,1588.55916569009,646.918525153813,1752.24150615075,970.757871676237,1076.46328740235,1309.97373423612,1357.42557573497,7673.78772572806,1088.74279447963,226.89560953776,378.707312046335,206.782979329427,177.413932489658,142.407905110793,171.172226655103,478.436128727189,327.808512360381,226.878762227483,253.045457521453,174.839671078604,214.699431808835,438.999092561891,412.219218509526,250.803332253825,239.968350207084,"[290][M]-","",100,201.272611086019,1629.27560802367,0.123535029981922
"3521",3521,1303.46870232523,1303.46054440794,1303.477116372,212.029005966187,211.255001983643,221.777996368408,15,0,8,0,6,309.988548263242,118.003536930541,821.061890746932,3313.46065590779,446.685891442467,316.621305601154,447.119642291218,496.060841532424,197.813936297471,343.602991489694,211.703662781006,782.182346849702,355.294771199377,364.613788793329,514.208174824818,697.692207242621,225.231062495408,237.580647503957,14578.9689758528,15224.7403980718,15095.4599381983,16222.6017022742,14625.2900290552,16810.3642873258,16554.2069528842,15878.4001544594,70.3481792418493,50.2316623263889,307.249891969893,860.954868503536,470.60703431388,956.75022454001,1243.25953625422,784.528281390357,838.142896551173,430.521644832877,523.117552982229,730.929952611319,1038.60521910567,791.783963838696,1209.89556315283,179221.734031814,2436.52723458735,39001.1226740586,43635.5172896407,767.204162197006,580.499621194089,1001.25197435603,146403.48370501,3325.61094695237,324.983835362364,619.68538545486,462.678287696326,28691.8838481598,168721.395616663,289.153108745813,1341.06669050816,"","",357,863.883459752211,15623.7540547652,0.0552929505113867
"3522",3522,1303.51483010187,1303.50343964794,1303.64897910052,324.71799987793,264.100010604858,390.411006240845,24,0,8,11,2,96.3046203695492,105.649108886719,311.074849276183,198.231976202689,136.755294799805,42.6890625,294.87995993346,245.681747944115,145.999596496113,217.100213306917,91.3827134732855,187.25715637207,189.907443565571,188.166108374484,115.935306359703,133.770088749006,129.504783878103,200.648286864437,15153.6576331274,16947.2084577754,20461.9424140966,19939.9585274234,16491.9153437497,21209.3733304739,16554.8593886835,17681.6850044985,81.1628299387172,237.217619044706,22094.6755779488,79998.9736873857,58334.9839492731,30065.7122814939,1353.58675314747,56497.2755473573,1077.95241139038,146848.01292843,123730.300135016,93205.7984886756,39204.6926755424,87167.1154499687,47602.5936354208,7283.71148771606,464.840030170977,393.164933238178,420.272784700448,416.321895950474,345.744755634107,777.026238198392,11296.7042765323,542.165348678827,438.992308903858,533.061632795259,564.454320399763,648.707433049101,883.116246212688,309.504294125871,531.429836996365,"","",1124,2196.57267808934,18055.0750124786,0.121659570872522
"3523",3523,1303.84838983066,1303.83590427161,1303.87389169941,324.717499847412,321.576989059448,356.285991668701,24,0,8,11,0,235.411254680081,156.23262162642,291.666663284957,234.040514779743,229.007570846853,190.426396943502,224.455137528056,193.682859560475,274.962964058092,377.500265389448,245.42923856643,156.936174399219,227.045621004972,376.539669409394,262.196358324339,247.817955269168,237.25181240961,336.458942525343,32306.6105051246,48035.3750239033,47178.9017336816,44050.7664358849,43023.6449672654,45111.5320437308,40454.462928457,40437.7733321115,144.264169879766,140.519126233391,46972.1669356525,181329.704521261,127725.383170218,32735.9687805176,1822.47806772573,121119.784215581,1331.67360556185,331001.108085888,281813.029529948,210662.266326249,86176.0401230327,195784.929569096,99352.7104404643,487.239271056373,791.647686531683,461.347387920472,330.405726854224,382.51024535074,287.422054745816,739.766401413197,630.631104201078,723.812912986868,269.338883166709,450.684407779016,747.057356460951,851.162544900382,1303.33667375934,335.528453102589,484.019591699354,"","",1125,4990.40519790935,42574.8833712699,0.117214770840146
"3524",3524,1304.18203929771,1303.99432967058,1304.20190463713,324.71700668335,263.464006652832,356.285991668701,23,0,8,11,2,181.735155461822,106.211669921875,358.49750406491,111.048961961331,66.2643839262256,154.328449903225,133.435297185724,189.386770146744,131.198938686909,269.937403347487,118.349626346921,234.497034344536,70.67724609375,43.8076171875,178.038680400001,158.087231730756,365.200997381525,165.606963820755,40295.6635897482,59943.0395896621,56701.4102926478,54858.9778136089,54675.3231033937,54696.6822682042,53321.6930339858,50563.9696489088,60.7691225862469,116.7802734375,57840.1118666717,231329.952320758,160553.384590074,119494.235774155,545.446219930595,158702.830918007,1195.55592277892,422668.298898236,358070.387100354,261999.665435494,109977.860940116,242537.610126678,126072.280363962,380.906524566934,7921.71653963731,191.142933238636,348.975653677586,75.6490423029119,275.514498385601,13432.5653053522,137.65240457654,182.242839739404,139.170362443642,203.275812005997,128.654064523056,639.867396983233,182.872929409333,227.435404495082,254.007132926024,"","",1126,5835.1860662726,53132.0949175199,0.109824129376621
"3525",3525,1304.20238407916,1304.18787737432,1304.20788828367,189.887003898621,168.124995231628,193.030005226135,11,11,0,0,0,15107.114931998,7551.29965260625,6504.45820963383,4892.96078715473,313.385330039034,14182.0648282411,27342.737572515,386.454998675676,231.500415505742,28509.7809191272,218.681514797034,16214.1782197282,22306.0734814148,211.496387897991,24845.2096363757,8971.26964653454,20078.8944318282,291.1488349896,2235.03382310923,2895.85417655279,2508.30243057199,1992.881843924,1628.04032880956,1922.18818765699,2222.00009241448,1693.4836960086,68.515022277832,30.8022003173828,852.630010285357,754.09578630757,899.931022921577,887.815668509031,2042.51677014306,899.357190350129,1369.4305054713,898.734955631391,677.279808367311,837.733014779224,1719.84906849925,1516.34496425822,1348.59212910702,287.551260523808,300.905547910585,275.711505443168,156.237289799426,204.761619870339,179.533211118115,402.908318106638,192.324762751504,226.804316470865,748.145293659608,194.088348518126,234.330947211436,276.530232805526,417.641513190402,375.490581963095,143.43994927383,"[290][M+1]-","",100,423.121262718447,2137.22307238095,0.197977117216441
"3526",3526,1304.51608373409,1304.50395678457,1304.55068066168,324.722009124756,324.628008041382,356.285991668701,21,0,8,11,1,316.60034706203,101.141199747721,372.903952587253,256.543140746498,149.306917537258,352.715137514441,164.035775367509,200.755525589921,155.785210652277,164.322956146314,154.47032048152,196.973445312478,90.1625351150605,155.981667258523,144.888537780561,247.205613883284,131.515652829781,123.251647331837,38931.583619602,55584.2594096888,51071.5660227708,51503.1658251211,48919.4028816745,50762.5996273229,49327.8401835356,46093.0442057736,107.790176066655,97.1162439760413,54129.6159059554,208186.285773311,149643.88318635,126942.853748115,1382.69914451817,142581.797507387,818.916383865924,375440.446746977,320221.071029347,242230.74575257,99446.9310461357,223651.039691963,136329.315903274,1175.41884448659,1034.62221416696,961.501614793712,551.068620150909,577.87380515801,379.208547971,22524.439815517,2433.62685620785,1219.13227162596,308.177630836864,561.044767963886,625.802857437171,1212.73331641711,1942.51744272262,419.870475746691,834.503848502412,"","",1127,4883.63376716883,49024.1827219362,0.0996168318576297
