"","Gb1","Gb2","Gb3","Gb4","Gb5","Gb6","Gb7","Gb8","Gb9","Gb10","Gb11","Gb12","Gb13","Gb14","shallow_mean","deep_mean","ttest_pval","XOTU","inc_dec_estimate","inc_dec_p_val","classification"
"X196900363",0,0.394124847001224,0,0.673194614443084,0.414932680538556,0.214198286413709,0.582619339045288,0.603427172582619,1,0.833537331701346,0,0,0,0,0.471603427172583,0,0.0172702188814548,"X196900363",-0.389898859410091,0.168161414170255,"dec.trend"
"X196900418",0.414772727272727,0.294318181818182,0,0,0.246590909090909,0.268181818181818,0.347727272727273,0.604545454545454,1,0.339772727272727,0,0,0,0,0.351590909090909,0,0.0356551046543715,"X196900418",-0.388987094848638,0.169245867455463,"dec.trend"
"X196900425",0,0,0,0,0.156074014481094,0,0,0,1,0,0.658889782783588,0.386967015285599,0.440064360418343,0.607401448109413,0.115607401448109,0.523330651649236,0.0300275446521417,"X196900425",0.647109526532122,0.0123657693596086,"increasing"
"X196900431",0.441661923733637,0.182697780307342,0,0,0,0.310756972111554,0.260102447353443,0,0.457029026750142,0,1,0,0,0.673306772908366,0.165224815025612,0.418326693227092,0.179696852445983,"X196900431",0.338054575746684,0.237140579317646,"inc.trend"
"X196900449",0.591954022988506,0,0,1,0.441570881226054,0.198275862068966,0.466475095785441,0,0.971264367816092,0.885057471264368,0.496168582375479,0.511494252873563,0,0.802681992337165,0.455459770114943,0.452586206896552,0.990165187584279,"X196900449",0.113924080684648,0.698171979585943,"inc.trend"
"X196900481",0.514109347442681,0.37037037037037,0.692239858906526,1,0.373897707231041,0.181657848324515,0.477072310405644,0.940035273368607,0,0.50352733686067,0.290123456790123,0,0,0,0.505291005291005,0.0725308641975309,0.0219701390595126,"X196900481",-0.623562071905003,0.0171816935756207,"decreasing"
"X196900488",0,0,0,0,0.619834710743802,0,0,0,1,0,0.59504132231405,0.305785123966942,0,0.523415977961432,0.16198347107438,0.356060606060606,0.344973533305273,"X196900488",0.342043954372056,0.231298599069352,"inc.trend"
"X196900521",0,0,0,1,0.246336996336996,0.495421245421245,0.470695970695971,0,0.893772893772894,0,0,0.473443223443223,0.402930402930403,0.615384615384615,0.310622710622711,0.37293956043956,0.775895170897598,"X196900521",0.166460996131709,0.569516817670062,"inc.trend"
"X196900591",0.732142857142857,0.339285714285714,1,0,0.148496240601504,0,0.602443609022556,0.328947368421053,0,0.274436090225564,0.56203007518797,0.37781954887218,0.43703007518797,0.555451127819549,0.342575187969925,0.483082706766917,0.442008723490335,"X196900591",0.106647919156238,0.716699329276406,"inc.trend"
"X196900596",0.404804270462633,0.26067615658363,0.672597864768683,0,0,0,0.395907473309609,0.537366548042705,0.725978647686833,0.252669039145907,1,0.604092526690391,0.724199288256228,0.903914590747331,0.325,0.808051601423488,0.00700074524303975,"X196900596",0.696469213983114,0.00565158139268959,"increasing"
"X196900597",0.295194508009153,0.493516399694889,0.668192219679634,0.324942791762014,0.260869565217391,0.312738367658276,0.608695652173913,0.761250953470633,1,0.395118230358505,0.278413424866514,0,0,0,0.512051868802441,0.0696033562166285,0.00556824122819079,"X196900597",-0.573893943911524,0.0318724368467705,"decreasing"
"X196900207",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.548626727922509,"X196900207",-0.284650946365053,0.323949618562548,"dec.trend"
"X196900251",0,0.46167097329888,0,0,0,0,0,0,0,0,0,0,1,0,0.046167097329888,0.25,0.242327123234928,"X196900251",0.285368680439472,0.322677611767614,"inc.trend"
"X196900284",0.330082520630158,0.261815453863466,0.531882970742686,0.718679669917479,0,0.207801950487622,0.497374343585896,0.67966991747937,1,0.49662415603901,0,0,0,0,0.472393098274569,0,0.0075516909553014,"X196900284",-0.529978444018286,0.0512560099346018,"dec.trend"
"X196900327",0,0.335189309576837,0,0,0.262806236080178,0,0.423162583518931,0.562360801781737,1,0,0,0,0.626948775055679,0,0.258351893095768,0.15673719376392,0.611826788110736,"X196900327",0.00456398044972318,0.987645591204574,"inc.trend"
"X196900329",0.421821305841924,0.458762886597938,0,0.724226804123711,0.15893470790378,0,0.56872852233677,0.478522336769759,1,0.481099656357388,0,0,0,0,0.429209621993127,0,0.0200625086771924,"X196900329",-0.473821976689022,0.0869806873235726,"dec.trend"
"X196900359",0.0704101776705418,0.264531695547269,0.221539811362141,0,0.332529063391095,0,0.31300723842948,0.978065365211669,1,0,0.500767712217592,0,0.0919061197631059,0,0.31800833516122,0.148168457995174,0.424881042865034,"X196900359",-0.11498034190794,0.69549508241318,"dec.trend"
"X196900391",0.528813559322034,0.416949152542373,1,0,0.267796610169492,0.310169491525424,0.652542372881356,0.63728813559322,0.988135593220339,0.608474576271186,0,0,0,0,0.541016949152542,0,0.00536365687154037,"X196900391",-0.580997663949554,0.0293419472324197,"decreasing"
"X196900404",0,0.610588235294118,0,0,0.305882352941176,0.249411764705882,0.523529411764706,0.571764705882353,1,0,0.496470588235294,0.545882352941176,0,0.603529411764706,0.326117647058824,0.411470588235294,0.668640371345414,"X196900404",0.221342962614054,0.446965962886583,"inc.trend"
"X196900513",0,0,0,0,0.291381668946648,0,0,0.755129958960328,1,0,0,0.456908344733242,0.590971272229822,0.651162790697674,0.204651162790698,0.424760601915185,0.312861186235383,"X196900513",0.457529072298481,0.0999758229828969,"inc.trend"
"X196900524",0,0,0,1,0.302301255230126,0,0,0.365062761506276,0,0.327405857740586,0.648535564853556,0.27510460251046,0,0.643305439330544,0.199476987447699,0.39173640167364,0.330151124669843,"X196900524",0.286594150298875,0.320512317833453,"inc.trend"
"X196900534",0,0.322815533980583,0,0,0.218446601941748,0.271844660194175,0.512135922330097,0,1,0,0,0,0,0,0.23252427184466,0,0.187189415840283,"X196900534",-0.251324413682717,0.386089157181926,"dec.trend"
"X196900543",0,0.483965014577259,0,0.978134110787172,0.346938775510204,0,0,0.534985422740525,0,0,0.768221574344023,0.41399416909621,0.485422740524781,1,0.234402332361516,0.666909620991254,0.0439505885161011,"X196900543",0.483440177523125,0.0798907586123475,"inc.trend"
"X196900559",0,0.299895506792059,0.522466039707419,0,0.318704284221526,0,0.507836990595611,0.530825496342738,1,0.523510971786834,0,0.22675026123302,0,0,0.370323928944619,0.056687565308255,0.0833262567882626,"X196900559",-0.278293104817358,0.335340689318503,"dec.trend"
"X196900582",0,0.474931631722881,0,0,0.317228805834093,0,0.454876937101185,1,0.889699179580675,0.415679124886053,0,0.249772105742935,0.661804922515953,0.474931631722881,0.355241567912489,0.346627164995442,0.967618440009317,"X196900582",0.218495592994198,0.452981707633456,"inc.trend"
"X196900589",0.53480699439129,0.475750577367206,1,0.322335862751567,0.235895743978885,0.182448036951501,0.424942263279446,0.454305509732761,0.692510722533817,0.424612339161993,0,0,0,0,0.474760805014847,0,0.00196615465009369,"X196900589",-0.723972621705121,0.00341572479335337,"decreasing"
"X196900618",0,0.183396226415094,0.403018867924528,1,0.126792452830189,0.356981132075472,0.330566037735849,0.663396226415094,0,0.254339622641509,0.378867924528302,0,0.489811320754717,0,0.331849056603774,0.217169811320755,0.524086894176276,"X196900618",-0.190550297488997,0.514064612017657,"dec.trend"
"X196900170",0,0.879518072289157,0,0,0,0,0,1,0,0,0,0,0,0,0.187951807228916,0,0.373967621600399,"X196900170",-0.253792234902839,0.381284274775466,"dec.trend"
"X196900238",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.548626727922509,"X196900238",-0.284650946365053,0.323949618562548,"dec.trend"
"X196900248",1,0.764820213799806,0,0.468415937803693,0.397473275024295,0,0,0,0,0,0,0,0,0,0.263070942662779,0,0.196774212133819,"X196900248",-0.563574529130352,0.0358324859818529,"decreasing"
"X196900315",0,0.709349593495935,1,0,0.380081300813008,0,0,0,0,0,0,0,0,0,0.208943089430894,0,0.288030300268501,"X196900315",-0.435905786618429,0.11921442661279,"dec.trend"
"X196900317",0,0,0,1,0.132302405498282,0.165807560137457,0.251718213058419,0,0,0.356529209621993,0,0,0,0,0.190635738831615,0,0.255044362656509,"X196900317",-0.295735091052688,0.30462264696411,"dec.trend"
"X196900351",0,0,0,1,0.508532423208191,0,0.46188850967008,0,0,0.569965870307167,0.40386803185438,0.440273037542662,0,0.679180887372014,0.254038680318544,0.380830489192264,0.540625961631626,"X196900351",0.226903745201592,0.435332336760105,"inc.trend"
"X196900353",0,0.3272921108742,0,0,0.233475479744136,0,0.556503198294243,0,0,0,0,0.314498933901919,0.834754797441365,1,0.111727078891258,0.537313432835821,0.0275172711542959,"X196900353",0.626622334469616,0.0164862276705361,"increasing"
"X196900365",0,0,0,0,0,0,0.530638852672751,0,0,0,0,0.398956975228162,0,1,0.0530638852672751,0.34973924380704,0.0957428623424394,"X196900365",0.536353993091144,0.0480141755710948,"increasing"
"X196900367",0,0,0,0,0,0,0,0,0.665301944728761,0,1,0.454452405322416,0.683725690890481,0.375639713408393,0.0665301944728761,0.628454452405322,0.00138706691559402,"X196900367",0.753640547733945,0.00185308708346999,"increasing"
"X196900382",0,0.524475524475524,0,0,0,0,0,0,0,0,0,0,1,0,0.0524475524475524,0.25,0.269330309248373,"X196900382",0.262696201558347,0.364215606895524,"inc.trend"
"X196900387",0,0.531135531135531,0,0,0,0,0,0,0,1,0,0.556776556776557,0.912087912087912,0.908424908424908,0.153113553113553,0.594322344322344,0.0638591333220151,"X196900387",0.604027613893824,0.0221596523896412,"increasing"
"X196900392",0,0.26882745471878,0,0,0.225929456625357,0,0.63393708293613,0.320305052430887,1,0,0,0.218303145853194,0.50047664442326,0.515729265967588,0.244899904671115,0.30862726406101,0.740418162344138,"X196900392",0.275469507575167,0.340470437928758,"inc.trend"
"X196900409",0,0,0,0,0,0,0,0,0,0,1,0.302685950413223,0.884297520661157,0.957644628099174,0,0.786157024793388,3.08183829789579e-06,"X196900409",0.885463560135743,2.53571980110955e-05,"increasing"
"X196900424",0,0,0,0,0,0.361344537815126,0.554621848739496,0,1,0,0,0,0,0,0.191596638655462,0,0.299660127153701,"X196900424",-0.143910308914495,0.623547781165821,"dec.trend"
"X196900445",0,0,0,0,0,0,0,0.336276083467095,0.821027287319422,0,0.327447833065811,0.708667736757624,0.596308186195827,1,0.115730337078652,0.658105939004815,0.0055263415837102,"X196900445",0.794434270287455,0.000688323269324823,"increasing"
"X196900473",0,0,0,1,0,0,0,0,0,0.482367758186398,0,0,0,0,0.14823677581864,0,0.405359526690073,"X196900473",-0.205682276707954,0.480536291714631,"dec.trend"
"X196900476",0,0,0,0.881493506493506,0,1,0,0,0,0.712662337662338,0,0,0,0,0.259415584415584,0,0.254644357630039,"X196900476",-0.271401562706235,0.347937035999852,"dec.trend"
"X196900515",0,0,0,0,0.543478260869565,0,0,0,0.835038363171355,0,0,1,0,0.829923273657289,0.137851662404092,0.457480818414322,0.171288039203508,"X196900515",0.450550769994073,0.10593163662038,"inc.trend"
"X196900539",0,0,0,0.201128443411882,0.105874543644208,0,0,0.194822436110189,0,0,0.270162628609359,0.211085297046133,0.461002323265848,1,0.0501825423166279,0.485562562230335,0.00255603487261824,"X196900539",0.776342471503376,0.00109452073524882,"increasing"
"X196900546",0,0,0,0,0.269654088050314,0,0,0,1,0,0.489779874213836,0.364779874213836,0.392295597484277,0.598270440251572,0.126965408805031,0.46128144654088,0.0670416071113314,"X196900546",0.588719210427899,0.0267645413248407,"increasing"
"X196900588",1,0.480603448275862,0.233682266009852,0.766933497536946,0,0.120689655172414,0.335899014778325,0.212746305418719,0.710899014778325,0.27493842364532,0,0,0,0,0.413639162561576,0,0.0264167306187322,"X196900588",-0.631474436329723,0.0154276827177868,"decreasing"
"X196900619",0,0.202838063439065,0,0,0.209515859766277,0.31135225375626,0.548414023372287,0.540066777963272,1,0.651085141903172,0.326377295492487,0.353923205342237,0,0,0.346327212020033,0.170075125208681,0.347680344758812,"X196900619",-0.0403346566224996,0.891108304964476,"dec.trend"
"X196900299",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.548626727922509,"X196900299",-0.284650946365053,0.323949618562548,"dec.trend"
"X196900373",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.116756066492439,"X196900373",0.340195410949877,0.233994434121185,"inc.trend"
"X196900384",0,0,0,0,0,0,0,0,0,0,0.990936555891239,0.607250755287009,1,0,0,0.649546827794562,0.000540769338401852,"X196900384",0.699560828436126,0.00535486932619508,"increasing"
"X196900446",0,0.462562396006656,0,0.753743760399334,0.341098169717138,0.369384359400998,1,0,0,0,0,0,0,0,0.292678868552413,0,0.140368569316572,"X196900446",-0.431722208869489,0.123207471277449,"dec.trend"
"X196900461",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0.548626727922509,"X196900461",-0.0389157683265813,0.89491921662938,"dec.trend"
"X196900494",0,0,0,0,0,0,0,0,0,0,0.939393939393939,0,1,0,0,0.484848484848485,0.012725260523982,"X196900494",0.573435561345973,0.0320411072220114,"increasing"
"X196900527",0,0,0,0,0,0,0,0,0,0,0,0.358999037536092,1,0.546679499518768,0,0.476419634263715,0.00223140776283029,"X196900527",0.754495587536219,0.00181850992094744,"increasing"
"X196900533",0,0,0,0,0,0,0,0.289077828646174,0,0,0.623937213865271,0,1,0,0.0289077828646174,0.405984303466318,0.0300087972789309,"X196900533",0.549036775266415,0.0420130440329722,"increasing"
"X196900592",0.856655290102389,0.394766780432309,1,0.532423208191126,0.301478953356086,0,0.390216154721274,0.566552901023891,0,0.465301478953356,0,0,0,0,0.450739476678043,0,0.0176546455392444,"X196900592",-0.694397713288402,0.00585745600383687,"decreasing"
"X196900614",0,0.350184956843403,0,0.627620221948212,0.298397040690506,0,0.517879161528977,0.569667077681874,0.980271270036991,1,0,0.448828606658446,0,0,0.434401972872996,0.112207151664612,0.139779100624656,"X196900614",-0.191478306390615,0.51197851548644,"dec.trend"
"X196900152",0.331466965285554,0.268756998880179,1,0,0,0.230683090705487,0,0,0,0.413213885778276,0,0,0,0,0.22441209406495,0,0.19179235760843,"X196900152",-0.442156174192599,0.113414088724262,"dec.trend"
"X196900188",0,0,1,0.660443407234539,0,0.266044340723454,0,0,0.79463243873979,0,0,0,0,0,0.272112018669778,0,0.20268308777801,"X196900188",-0.363511998678698,0.201396762576715,"dec.trend"
"X196900206",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.548626727922509,"X196900206",-0.284650946365053,0.323949618562548,"dec.trend"
"X196900256",0,0.493464052287582,0,0,0,0,0,1,0,0,0.663398692810457,0,0,0,0.149346405228758,0.165849673202614,0.93510156898255,"X196900256",0.00890085517212559,0.97590828813367,"inc.trend"
"X196900369",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.116756066492439,"X196900369",0.513180042858539,0.060554741029776,"inc.trend"
"X196900376",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0.548626727922509,"X196900376",-0.185225199987645,0.526108713288703,"dec.trend"
"X196900388",0.770992366412214,0,0,0,0.493638676844784,0,0,0,0,0,0,0.536895674300254,0,1,0.1264631043257,0.384223918575064,0.222468324463279,"X196900388",0.288337574472057,0.317446098917324,"inc.trend"
"X196900410",0,0,0,0,0,0,0,0,0,0,0,0,0.954887218045113,1,0,0.488721804511278,0.0126946352735304,"X196900410",0.699949854454665,0.00531841233708024,"increasing"
"X196900414",0.53410740203193,0,0,0.923076923076923,0.277213352685051,0,0.782293178519594,0,0,1,0.943396226415094,0,0,0,0.35166908563135,0.235849056603774,0.659738307680608,"X196900414",-0.112359084613559,0.702144165923865,"dec.trend"
"X196900420",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.116756066492439,"X196900420",0.340195410949877,0.233994434121185,"inc.trend"
"X196900495",0,0,0,0,0,0,0,0,0,0,0,0.344856661045531,0,1,0,0.336214165261383,0.032856557537584,"X196900495",0.617455736163223,0.0186357557942625,"increasing"
"X196900505",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.116756066492439,"X196900505",0.340195410949877,0.233994434121185,"inc.trend"
"X196900509",0,0,0,0,0,0,0,0,0,0,0,0.514505119453925,1,0,0,0.378626279863481,0.020543786164774,"X196900509",0.57108529024587,0.0329163632560336,"increasing"
"X196900514",0,0,0,0,0,0,0,0.480093676814988,1,0,0,0,0,0,0.148009367681499,0,0.405718220369022,"X196900514",-0.0694344309980456,0.813540429745081,"dec.trend"
"X196900517",0,0,0,0,0,0,0,0,0,0,1,0.340689655172414,0,0.630344827586207,0,0.492758620689655,0.00204040143012237,"X196900517",0.681698842579168,0.00725049286873885,"increasing"
"X196900520",1,0,0,0,0.671905697445973,0,0.677799607072692,0,0,0,0,0,0,0,0.234970530451866,0,0.260742213685767,"X196900520",-0.395501168334486,0.161597427993013,"dec.trend"
"X196900522",0,0,0,0,0,0,0,0,0,0,0.882583170254403,0.428571428571429,0,1,0,0.577788649706458,0.00108484875157453,"X196900522",0.741744684517436,0.0023906073960691,"increasing"
"X196900537",0,0,0,0,0,0,0,0,0,0,1,0.382093316519546,0.873896595208071,0.727616645649433,0,0.745901639344262,6.58170307235673e-07,"X196900537",0.884546944955834,2.65447502688048e-05,"increasing"
"X196900538",0,0,0,0,0.227988878591288,0,0,0,0,0,0.298424467099166,0,0.664504170528267,1,0.0227988878591288,0.490732159406858,0.00441176918908425,"X196900538",0.746094382549191,0.00218142016079595,"increasing"
"X196900590",1,0.886737657308809,0.63891577928364,0.363988383349468,0,0.333978702807357,0.671829622458858,0.498547918683446,0,0,0,0,0,0,0.439399806389158,0,0.0373067737948633,"X196900590",-0.706285983782213,0.00475144397328489,"decreasing"
"X196900594",0.487544483985765,0.385231316725979,1,0,0.2144128113879,0,0.317615658362989,0.395017793594306,0,0.761565836298932,0,0,0,0,0.356138790035587,0,0.0591304483348592,"X196900594",-0.501417778252137,0.0677485431952256,"dec.trend"
"X196900598",0.248057713651498,0.179245283018868,0,0,0.133185349611543,0,0.247502774694784,0.251387347391787,1,0,0,0.264150943396226,0,0,0.205937846836848,0.0660377358490566,0.39549246190439,"X196900598",-0.141262819436647,0.63001508731341,"dec.trend"
"X196900603",0.489570552147239,0,0,0,0,0,0.771779141104294,0.450306748466258,1,0.392638036809816,0.530061349693252,0.406134969325153,0,0,0.310429447852761,0.234049079754601,0.717306257814857,"X196900603",0.0210983862949392,0.942928359399006,"inc.trend"
"X196900608",0.329787234042553,0.274468085106383,1,0,0,0.346808510638298,0.425531914893617,0.527659574468085,0,0.825531914893617,0,0,0,0,0.372978723404255,0,0.0548457616383279,"X196900608",-0.456964396049117,0.100448942160504,"dec.trend"
"X196900620",0,0,1,0,0.255905511811024,0,0,0.37007874015748,0,0,0.431102362204724,0.431102362204724,0.663385826771654,0.683070866141732,0.16259842519685,0.552165354330709,0.0413305791555041,"X196900620",0.496939513536878,0.0706411683495972,"inc.trend"
"X196900631",0,0,0,0.807817589576547,0.457654723127036,0.322475570032573,0.739413680781759,0.618892508143323,1,0.706840390879479,0,0,0,0,0.465309446254072,0,0.0302369005279441,"X196900631",-0.341313365059142,0.23236175953473,"dec.trend"
"X196900169",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0.116756066492439,"X196900169",0.436387799721516,0.118760091191382,"inc.trend"
"X196900212",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1,0,0.548626727922509,"X196900212",0.00715957755563218,0.980620455504283,"inc.trend"
"X196900272",0,0,0,0,0,0,0,0,0,0,0.740601503759398,0,1,0,0,0.43515037593985,0.0142273695630094,"X196900272",0.574702390528145,0.0315765622463098,"increasing"
"X196900304",0,0,0,0,0,0,0.639254385964912,0,1,0,0,0,0,0,0.163925438596491,0,0.386332490218897,"X196900304",-0.0904891522395005,0.758353343900069,"dec.trend"
"X196900306",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.548626727922509,"X196900306",-0.249892352103033,0.388892044312315,"dec.trend"
"X196900332",0,0,0,0,0,0,0,0,0,0,0.478187919463087,0.75,0,1,0,0.557046979865772,0.000867996277863036,"X196900332",0.760701877248496,0.00158259341433741,"increasing"
"X196900375",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.116756066492439,"X196900375",0.513180042858539,0.060554741029776,"inc.trend"
"X196900381",0,0,0,0,0.739285714285714,0,0,0,0,0,1,0,0,0,0.0739285714285714,0.25,0.373127367185048,"X196900381",0.168810369967971,0.56400177762797,"inc.trend"
"X196900386",0.604961832061069,0.463740458015267,0,1,0,0,0.986641221374046,0,0,0,0,0.511450381679389,0,0,0.305534351145038,0.127862595419847,0.455191607943886,"X196900386",-0.321416539542891,0.262471518497527,"dec.trend"
"X196900393",0.582142857142857,0,0,1,0.676785714285714,0,0,0,0,0.851785714285714,0,0,0,0,0.311071428571429,0,0.169766238662249,"X196900393",-0.374856355569672,0.186636214795585,"dec.trend"
"X196900408",0,0.438356164383562,1,0,0.327245053272451,0.336377473363775,0,0,0,0,0,0,0.788432267884323,0,0.210197869101979,0.197108066971081,0.950068309835765,"X196900408",-0.123828430288179,0.67320315482016,"dec.trend"
"X196900518",0,0,0,0,0,0,0,0,0,0,0.574,0.9015,1,0,0,0.618875,0.000571002662334111,"X196900518",0.706039057147793,0.00477261292232569,"increasing"
"X196900528",0,0,0,0,0,0,0,0,0,0,0.396368190356919,0.39073262366938,0.531621790857858,1,0,0.579680651221039,1.8707479717957e-05,"X196900528",0.894879887190589,1.5477821017171e-05,"increasing"
"X196900531",0,0,0,0,0,0,0,0,0,0,0,0.405660377358491,0.52122641509434,1,0,0.481721698113208,0.00190206973843915,"X196900531",0.78971073863662,0.000780205744291492,"increasing"
"X196900551",0,0.718987341772152,0,0,0.531645569620253,0,0.832911392405063,0,0,0,0,0.612658227848101,1,0,0.208354430379747,0.403164556962025,0.409867001547472,"X196900551",0.188369828976768,0.518981200708552,"inc.trend"
"X196900600",0.598066298342541,0.67817679558011,0,0.998618784530387,0,1,0.553867403314917,0.866022099447514,0,0,0,0,0,0,0.469475138121547,0,0.0546734867197533,"X196900600",-0.578245504250126,0.0303038707304578,"decreasing"
"X196900604",0.994708994708995,0.78042328042328,0,0,0.735449735449735,0.85978835978836,0.923280423280423,1,0,0,0,0,0,0,0.529365079365079,0,0.0454578839508341,"X196900604",-0.581155655147078,0.0292874262581167,"decreasing"
"X196900611",0,0.260869565217391,0,0.828502415458937,0,0.567632850241546,0.552334943639291,0.462962962962963,0,0,0,0,1,0,0.267230273752013,0.25,0.938353664340062,"X196900611",-0.0148109016486286,0.959921080936605,"dec.trend"
"X196900612",0,0.398467432950192,0,0,0.270753512132823,0.241379310344828,0.389527458492976,0,1,0,0.395913154533844,0,0,0,0.230012771392082,0.098978288633461,0.464353261213829,"X196900612",-0.1412930712472,0.629941047579268,"dec.trend"
"X196900166",0,0.558966074313409,1,0,0,0.693053311793215,0,0,0,0,0,0,0,0,0.225201938610662,0,0.267440697981643,"X196900166",-0.432950803287568,0.122025567220371,"dec.trend"
"X196900281",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.548626727922509,"X196900281",-0.311326146612651,0.27859253733078,"dec.trend"
"X196900374",0.45203488372093,0,0.995639534883721,0,0,0,0,0,1,0,0,0,0,0,0.244767441860465,0,0.278825548557437,"X196900374",-0.310529314873304,0.279889948078039,"dec.trend"
"X196900402",0.597809076682316,0.422535211267606,0,0,0,0,0,0,1,0,0,0,0,0,0.202034428794992,0,0.287101468164652,"X196900402",-0.298289251066439,0.300265518489739,"dec.trend"
"X196900426",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.116756066492439,"X196900426",0.513180042858539,0.060554741029776,"inc.trend"
"X196900438",0,0,0,0,0,0,0,0,0,0,1,0.435139573070608,0,0,0,0.358784893267652,0.0250886502346497,"X196900438",0.469138310373145,0.0905878385910088,"inc.trend"
"X196900526",0,0,0,0,0,0,0,0,0,0,0,0.543103448275862,0,1,0,0.385775862068966,0.0192912808670374,"X196900526",0.644095308340967,0.0129162722351685,"increasing"
"X196900532",0,0,0,0,0,0,0,0,0,0,0.126935483870968,0.245322580645161,0.369838709677419,1,0,0.435524193548387,0.00260776974534577,"X196900532",0.778288056278156,0.00104337170137614,"increasing"
"X196900547",0,0,0,0,0,0,0,0,0,0,0,0.573226544622426,0.726544622425629,1,0,0.574942791762014,0.000604656065241256,"X196900547",0.821633853928097,0.000312834795773361,"increasing"
"X196900561",0,0,0,0,0,0.233196159122085,0.390946502057613,0,1,0,0,0,0.545953360768176,0,0.16241426611797,0.136488340192044,0.890575278983063,"X196900561",0.10391570087211,0.723694589372949,"inc.trend"
"X196900565",0,0,0,0,0,0,0,0,0,0,0,0.568643379366369,0.476035743298132,1,0,0.511169780666125,0.0012042672735686,"X196900565",0.797560498828255,0.000632439831141096,"increasing"
"X196900571",0,0,0,0,0.318936877076412,0,0.705980066445183,0,1,0,0,0.340531561461794,0,0,0.202491694352159,0.0851328903654485,0.55446551608185,"X196900571",-0.0396358733862559,0.892984859044305,"dec.trend"
"X196900573",0,0,0,0,0.138461538461538,0,0,0,0,0,0,0.318461538461538,0.423076923076923,1,0.0138461538461538,0.435384615384615,0.00566704092343937,"X196900573",0.740837241509732,0.00243618277122671,"increasing"
"X196900580",0,0,0,0,0,0,0,0,0,0,0.329490291262136,0.195388349514563,0.804611650485437,1,0,0.582372572815534,0.000238836034503841,"X196900580",0.850553939722776,0.000115636497225608,"increasing"
"X19690097",0,0,0,0,0,0,0,0,0,0,0,0,0.587174864795261,1,0,0.396793716198815,0.0176772098077684,"X19690097",0.686967684480444,0.00664438518613978,"increasing"
"X196900232",0,0.700440528634361,0,0,0.418502202643172,0,0,1,0,0,0,0,0,0,0.211894273127753,0,0.282673240256616,"X196900232",-0.29251734797688,0.310163320607787,"dec.trend"
"X196900278",1,0,0,0,0,0.222938144329897,0,0,0,0,0,0,0,0,0.12229381443299,0,0.464952124044583,"X196900278",-0.349935140503953,0.220006658984391,"dec.trend"
"X196900362",0,0,0,1,0,0,0,0.658210947930574,0,0,0,0,0,0,0.165821094793057,0,0.384715204005075,"X196900362",-0.237289584968925,0.414017582364815,"dec.trend"
"X196900421",0,0,0,0,0,0,0,0,0,0,0,0.415478615071283,0,1,0,0.353869653767821,0.0265092166573682,"X196900421",0.629583984364515,0.0158337583892751,"increasing"
"X196900444",0,0,0,1,0.276368491321762,0,0,0,0,0,0,0.365821094793057,0,0,0.127636849132176,0.0914552736982644,0.836880412248554,"X196900444",-0.13815781943433,0.637631480367419,"dec.trend"
"X196900506",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0.116756066492439,"X196900506",0.436387799721516,0.118760091191382,"inc.trend"
"X196900535",0,0,0,0,0,0,0,0,0,0,0,1,0,0.931972789115646,0,0.482993197278912,0.0127434345582861,"X196900535",0.638519574868546,0.0139838527707117,"increasing"
"X196900540",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.116756066492439,"X196900540",0.513180042858539,0.060554741029776,"inc.trend"
"X196900552",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.116756066492439,"X196900552",0.340195410949877,0.233994434121185,"inc.trend"
"X196900554",0,0,0,0,0,0,0,0,0,0,0,0.986206896551724,0,1,0,0.496551724137931,0.0126612677075985,"X196900554",0.643703097063798,0.0129892606988255,"increasing"
"X196900558",0,0,0,0,0,0,0,0,0,0,0,0.376666666666667,1,0.946666666666667,0,0.580833333333333,0.00147621814443281,"X196900558",0.793054729521985,0.000714209580193823,"increasing"
"X196900563",0,0,0,0,0,0,0,0,0,0,0,0.295341922695738,1,0.938553022794846,0,0.558473736372646,0.00230012984411706,"X196900563",0.77763026387421,0.00106044657781661,"increasing"
"X196900578",0,0,0,0,0,0,0,0,0,0,0.672818791946309,0,0.786912751677852,1,0,0.61493288590604,0.000423036000101249,"X196900578",0.816837648957655,0.000362791362611949,"increasing"
