"","XOTU","inc_dec_estimate","inc_dec_p_val","fdr","classification"
"344","X196900516",0.569560775655769,0.0266677382586801,0.16840859366098,"increasing"
"345","X196900519",0.373285827724068,0.170543378371087,0.389289161674624,"inc.trend"
"346","X196900536",0.487262523396776,0.0654370268214569,0.259311118468903,"inc.trend"
"347","X196900550",0.486351467867502,0.0660178682912972,0.259311118468903,"inc.trend"
"348","X196900555",0.717327880327332,0.00260909847256904,0.050116433160597,"increasing"
"349","X19690017",-0.225085951120758,0.419922432167383,0.588401949024813,"dec.trend"
"350","X196900165",-0.58846929870339,0.0210158307025902,0.158938426258472,"decreasing"
"351","X196900273",-0.537373024439796,0.0388435469850269,0.208219478605784,"decreasing"
"352","X196900298",-0.330702832389074,0.228614696863721,0.4319318657958,"dec.trend"
"353","X196900309",-0.329540526054781,0.230353573838412,0.433440806283706,"dec.trend"
"354","X196900321",-0.359969462374331,0.187532510405782,0.391187725326089,"dec.trend"
"355","X196900334",-0.36643421146056,0.179153087655434,0.389289161674624,"dec.trend"
"356","X196900379",-0.0438388359277388,0.876718416365082,0.929601429900613,"dec.trend"
"357","X196900385",-0.0716682997013814,0.799638286901355,0.883311337047259,"dec.trend"
"358","X196900389",-0.312750385341313,0.256392623248271,0.439297497556914,"dec.trend"
"359","X196900403",0.0517052776327874,0.854796582989597,0.914295185053838,"inc.trend"
"360","X196900405",-0.183217632329269,0.513365094814404,0.687688359086088,"dec.trend"
"361","X196900411",-0.315029822013446,0.252756525080415,0.43640733356581,"dec.trend"
"362","X196900415",-0.315029822013446,0.252756525080415,0.43640733356581,"dec.trend"
"363","X196900428",0.0640298330667674,0.82065388310351,0.892267547430939,"inc.trend"
