Gb1_RT;Gb1;Gb10_RT;Gb10;Gb12_RT;Gb12;Gb13_RT;Gb13;Gb14_RT;Gb14;Gb15_RT;Gb15;Gb16_RT;Gb16;Gb17_RT;Gb17;Gb18_RT;Gb18;Gb19_RT;Gb19;Gb2_RT;Gb2;Gb20_RT;Gb20;Gb21_RT;Gb21;Gb3_RT;Gb3;Gb7_RT;Gb7;Gb8_RT;Gb8;Gb9_RT;Gb9
4.376;15072467;4.377;14703288;4.377;11942341;4.377;13401787;4.377;14203459;4.377;14831621;4.377;3219154;4.377;14331168;4.377;13425146;4.377;14410448;4.376;14318257;4.377;14046535;4.377;14281211;4.377;14233978;4.376;14621371;4.377;14566217;4.376;14070024
4.387;15112557;4.387;14762305;4.387;12631781;4.387;13612214;4.387;14424912;4.387;14896772;4.387;3484751;4.387;14399313;4.387;13775070;4.387;14601752;4.387;14397719;4.388;14239153;4.387;14340348;4.388;14395535;4.387;14763650;4.387;14626819;4.387;14209736
4.397;15112912;4.398;14864004;4.398;13039530;4.398;13714874;4.397;14733171;4.398;15016046;4.398;3888384;4.398;14410466;4.397;13834055;4.398;14741245;4.398;14526075;4.398;14349353;4.398;14372499;4.398;14418353;4.397;14808039;4.398;14543757;4.397;14320652
4.408;15174220;4.408;14918594;4.408;13403829;4.408;13848731;4.408;14700592;4.408;15078824;4.408;4236147;4.408;14430830;4.408;13910603;4.408;14853573;4.408;14492866;4.409;14473615;4.408;14459476;4.409;14546283;4.408;14864682;4.408;14502726;4.408;14244437
4.418;15117438;4.418;14921738;4.419;13584121;4.419;13813907;4.418;14821234;4.419;15161591;4.419;4721510;4.419;14459244;4.418;14027407;4.419;14852386;4.419;14517561;4.419;14498800;4.419;14424346;4.419;14553904;4.418;14805546;4.419;14471807;4.418;14239700
4.429;15185000;4.429;14813557;4.429;13758797;4.429;13842525;4.429;14846452;4.429;15151178;4.429;5016584;4.429;14443564;4.429;13950393;4.429;14733503;4.429;14536790;4.430;14565961;4.429;14434023;4.430;14593439;4.429;14788243;4.429;14414466;4.429;14205476
4.439;15103316;4.439;14818352;4.440;13869048;4.440;13897350;4.439;14816056;4.440;15084179;4.440;5255142;4.440;14417791;4.439;13961122;4.440;14771467;4.439;14504194;4.440;14486182;4.439;14317802;4.440;14442954;4.439;14779375;4.440;14396343;4.439;14244244
4.450;15004489;4.450;14758339;4.450;13890247;4.450;13905792;4.450;14645209;4.450;14995776;4.450;5398458;4.450;14319520;4.450;13995541;4.450;14709352;4.450;14471967;4.451;14412437;4.450;14325528;4.450;14431896;4.450;14673895;4.450;14357499;4.450;14145027
4.460;14966855;4.460;14748640;4.461;13745421;4.461;13841571;4.460;14645908;4.461;14949762;4.461;5443137;4.461;14267274;4.460;13951429;4.460;14589344;4.460;14293698;4.461;14320908;4.460;14206833;4.461;14376701;4.460;14693788;4.461;14354941;4.460;14103988
4.470;14746894;4.471;14588532;4.471;13658699;4.471;13770017;4.471;14465256;4.471;14913599;4.471;5442519;4.471;14176461;4.471;13912221;4.471;14520943;4.471;14232893;4.472;14251583;4.471;14230163;4.471;14240462;4.471;14578733;4.471;14237439;4.470;14101499
4.481;14700006;4.481;14495234;4.482;13528071;4.482;13659203;4.481;14319171;4.482;14774659;4.482;5209268;4.482;14110787;4.481;13769868;4.481;14461170;4.481;14127450;4.482;14092313;4.481;14153025;4.482;14225850;4.481;14416506;4.481;14154723;4.481;14017538
4.491;14615480;4.492;14387894;4.492;13405788;4.492;13553157;4.492;14140374;4.492;14579243;4.492;4956972;4.492;14026522;4.492;13723444;4.492;14399889;4.492;14058425;4.492;14010307;4.492;13996883;4.492;14152295;4.492;14443728;4.492;14135007;4.491;13870944
4.502;14404943;4.502;14268840;4.502;13176746;4.503;13357542;4.502;14026518;4.502;14448523;4.503;4651401;4.503;13973188;4.502;13608546;4.502;14301884;4.502;13977243;4.503;13896208;4.502;13974457;4.503;14014390;4.502;14250774;4.502;13954063;4.502;13796218
4.512;14260651;4.513;14134724;4.513;12923638;4.513;13238338;4.513;13816470;4.513;14347275;4.513;4287589;4.513;13838993;4.513;13429889;4.513;14239554;4.513;13830967;4.513;13699320;4.513;13737184;4.513;13828422;4.512;14108410;4.513;13837195;4.512;13745611
4.523;14069189;4.523;14005182;4.523;12585815;4.523;12999971;4.523;13577084;4.523;14165701;4.524;3988639;4.524;13710310;4.523;13336321;4.523;14058165;4.523;13718262;4.524;13438549;4.523;13680373;4.524;13683173;4.523;13974610;4.523;13772048;4.523;13600626
4.533;13900767;4.534;13801482;4.534;12218201;4.534;12792692;4.534;13292452;4.534;13938569;4.534;3793063;4.534;13579160;4.534;13130215;4.534;14013711;4.534;13510090;4.534;13107808;4.534;13465188;4.534;13496840;4.533;13877720;4.534;13631006;4.533;13488883
4.544;13656497;4.544;13542268;4.544;11885648;4.544;12492333;4.544;12906725;4.544;13768937;4.545;3483876;4.545;13352663;4.544;12955082;4.544;13857220;4.544;13399152;4.545;12838244;4.544;13363804;4.545;13331332;4.544;13647296;4.544;13515604;4.544;13263136
4.554;13486509;4.555;13476378;4.555;11374851;4.555;12177515;4.555;12583319;4.555;13502964;4.555;3296249;4.555;13134619;4.555;12789157;4.555;13657535;4.555;13181040;4.555;12516482;4.555;13214686;4.555;13147629;4.554;13484585;4.555;13394045;4.554;13077224
4.576;12902191;4.577;12950345;4.577;10304112;4.577;11351056;4.576;11615936;4.577;12784417;4.577;2810820;4.577;12852804;4.576;12282446;4.577;13306168;4.577;12674810;4.577;11535687;4.577;12881211;4.577;12654360;4.576;13121504;4.577;13045580;4.576;12761034
4.587;12566252;4.587;12714951;4.587;9739638;4.587;10911616;4.587;11165751;4.587;12388552;4.587;2742673;4.587;12749283;4.587;11982976;4.587;13138308;4.587;12360318;4.588;11170552;4.587;12652286;4.588;12403430;4.587;12998044;4.587;12892266;4.587;12491638
4.597;12229593;4.597;12443732;4.598;9056046;4.598;10409403;4.597;10576835;4.598;11870283;4.598;2648916;4.598;12422995;4.597;11664917;4.598;12956470;4.598;12005104;4.598;10598196;4.598;12342066;4.598;12068359;4.597;12690956;4.598;12721504;4.597;12169156
4.608;11758131;4.608;12005066;4.608;8383121;4.608;9861766;4.608;9970894;4.608;11255379;4.608;2513299;4.608;12149810;4.608;11252828;4.608;12639209;4.608;11610223;4.609;10001635;4.608;11933787;4.609;11634568;4.608;12468043;4.608;12381856;4.608;11864131
4.618;11374517;4.618;11573481;4.619;7618486;4.619;9212749;4.618;9355945;4.619;10671475;4.619;2387770;4.619;11815360;4.618;10786997;4.619;12345734;4.619;11031661;4.619;9519077;4.619;11527144;4.619;11151629;4.618;12175881;4.619;12106589;4.618;11482055
4.629;10917701;4.629;11167448;4.629;6957695;4.629;8593686;4.629;8798384;4.629;10077746;4.629;2371274;4.629;11467190;4.629;10382042;4.629;11987799;4.629;10603398;4.630;8891641;4.629;11095920;4.629;10682702;4.629;11891312;4.629;11806208;4.629;11151883
4.639;10606026;4.639;10780850;4.640;6385536;4.640;8011856;4.639;8265897;4.640;9451145;4.640;2259584;4.640;11083809;4.639;9849891;4.640;11611535;4.640;10081141;4.640;8341069;4.639;10656469;4.640;10248553;4.639;11554688;4.640;11540328;4.639;10720375
4.649;10221649;4.650;10506822;4.650;5906218;4.650;7515615;4.650;7802253;4.650;9010993;4.650;2252880;4.650;10783301;4.650;9377343;4.650;11248743;4.650;9621720;4.651;7974642;4.650;10276488;4.650;9891970;4.650;11308191;4.650;11325468;4.649;10388261
4.660;9992086;4.660;10128515;4.661;5558198;4.661;7146353;4.660;7346968;4.661;8647510;4.661;2223234;4.661;10459241;4.660;8927694;4.660;10967960;4.661;9286789;4.661;7647052;4.660;9991461;4.661;9530697;4.660;11004134;4.661;11058947;4.660;9988246
4.670;9789636;4.671;9922316;4.671;5319414;4.671;6828137;4.671;7084479;4.671;8358212;4.671;2230195;4.671;10280935;4.671;8622115;4.671;10690941;4.671;8970352;4.672;7327425;4.671;9688884;4.671;9240411;4.671;10764989;4.671;10913522;4.670;9769448
4.681;9698490;4.681;9722043;4.681;5200495;4.682;6547166;4.681;6830903;4.682;8222049;4.682;2282338;4.682;10078568;4.681;8348547;4.681;10528327;4.681;8728920;4.682;7165097;4.681;9474946;4.682;9083069;4.681;10619396;4.681;10815588;4.681;9571529
4.691;9501870;4.692;9656601;4.692;5212022;4.692;6476462;4.692;6717588;4.692;8074130;4.692;2278254;4.692;9992180;4.692;8135681;4.692;10358605;4.692;8605538;4.692;6968802;4.692;9366877;4.692;8844546;4.692;10431999;4.692;10696080;4.691;9470382
4.702;9444123;4.702;9565662;4.702;5274576;4.703;6472899;4.702;6635605;4.703;8032315;4.703;2311243;4.703;9798880;4.702;7912065;4.702;10280703;4.702;8510615;4.703;6814889;4.702;9345524;4.703;8743329;4.702;10240892;4.702;10650568;4.702;9384401
4.712;9320265;4.713;9520693;4.713;5446649;4.713;6395719;4.713;6500955;4.713;8094912;4.713;2392103;4.713;9696373;4.713;7763959;4.713;10176133;4.713;8532704;4.713;6742330;4.713;9215706;4.713;8669605;4.712;10140712;4.713;10526042;4.712;9264145
4.723;9160268;4.723;9478647;4.723;5506739;4.723;6447243;4.723;6453306;4.724;8040826;4.724;2489778;4.724;9550205;4.723;7722643;4.723;10153096;4.723;8503354;4.724;6669011;4.723;9198400;4.724;8544459;4.723;10020886;4.723;10393840;4.723;9159290
4.733;9023513;4.734;9398021;4.734;5593865;4.734;6515705;4.734;6329791;4.734;8094522;4.734;2473904;4.734;9443824;4.734;7599800;4.734;10127317;4.734;8450735;4.734;6520964;4.734;9207071;4.734;8465418;4.733;9863051;4.734;10349973;4.733;9093584
4.744;8935910;4.744;9323395;4.744;5485908;4.744;6479244;4.744;6126589;4.745;7947916;4.745;2539609;4.745;9232869;4.744;7447405;4.744;10057693;4.744;8486687;4.745;6260791;4.744;9150847;4.745;8488511;4.744;9718453;4.744;10258044;4.744;9040794
4.754;8575517;4.755;9121475;4.755;5331238;4.755;6363478;4.755;5872862;4.755;7795224;4.755;2622534;4.755;9042289;4.755;7306105;4.755;9923783;4.755;8375688;4.755;5970979;4.755;9036506;4.755;8293416;4.754;9539472;4.755;10103987;4.754;8999554
4.765;8236192;4.765;8896354;4.765;5178189;4.765;6235664;4.765;5586213;4.765;7603609;4.766;2559243;4.765;8848298;4.765;7183107;4.765;9714441;4.765;8225043;4.766;5627277;4.765;8836780;4.766;7920657;4.765;9239013;4.765;9887871;4.765;8890045
4.775;7836990;4.776;8525989;4.776;4887417;4.776;6005001;4.776;5253602;4.776;7192271;4.776;2555281;4.776;8441251;4.775;6867791;4.776;9511710;4.776;7989855;4.776;5334556;4.776;8632727;4.776;7592477;4.775;8968020;4.776;9537009;4.775;8560829
4.786;7385378;4.786;8093850;4.786;4704447;4.786;5607518;4.786;4987938;4.786;6838090;4.787;2485327;4.786;8028532;4.786;6580655;4.786;9217882;4.786;7600985;4.787;4926910;4.786;8185826;4.787;7224359;4.786;8535793;4.786;9244133;4.786;8286591
4.796;6962621;4.797;7660757;4.797;4392800;4.797;5403673;4.796;4700897;4.797;6461731;4.797;2451748;4.797;7544046;4.796;6173447;4.797;8807867;4.797;7206625;4.797;4629891;4.797;7834126;4.797;6780487;4.796;8054217;4.797;8824733;4.796;7913921
4.807;6569628;4.807;7160697;4.807;3994029;4.807;5065125;4.807;4521965;4.807;6134714;4.807;2413624;4.807;7099346;4.807;5736387;4.807;8360887;4.807;6761770;4.808;4415230;4.807;7424349;4.808;6320492;4.807;7600620;4.807;8527062;4.807;7388902
4.829;5933670;4.829;6481665;4.829;3472361;4.829;4596492;4.829;4290209;4.829;5598422;4.829;2444743;4.829;6112624;4.829;4991454;4.829;7493390;4.829;5918851;4.830;4174755;4.829;6613040;4.829;5588594;4.829;6792778;4.829;7618308;4.829;6462956
4.839;5699069;4.839;6219371;4.840;3417663;4.840;4378772;4.839;4173177;4.840;5392581;4.840;2471170;4.840;5756928;4.839;4766189;4.840;7128725;4.840;5633478;4.840;4136840;4.839;6419994;4.840;5319666;4.839;6446510;4.840;7301720;4.839;6188026
4.849;5669686;4.850;5973123;4.850;3363635;4.850;4162401;4.850;4099705;4.850;5206083;4.850;2636266;4.850;5528566;4.850;4570943;4.850;6821611;4.850;5383706;4.851;4153678;4.850;6082023;4.850;5078785;4.850;6114132;4.850;6993317;4.849;5896834
4.860;5445006;4.860;5750073;4.861;3367179;4.861;4050320;4.860;4169293;4.861;5129203;4.861;2719711;4.861;5331436;4.860;4381531;4.861;6515232;4.861;5125320;4.861;4057365;4.860;5853599;4.861;4952239;4.860;5932508;4.860;6796169;4.860;5637081
4.870;5506887;4.871;5616750;4.871;3494879;4.871;3916906;4.871;4116969;4.871;5104608;4.871;2843398;4.871;5204840;4.871;4286178;4.871;6291172;4.871;4964185;4.872;4072022;4.871;5648467;4.871;4839776;4.871;5672348;4.871;6588100;4.870;5493239
4.881;5397810;4.881;5488340;4.882;3532427;4.882;3898922;4.881;4243576;4.882;5052583;4.882;3006963;4.882;5082926;4.881;4198315;4.882;6103782;4.881;4821351;4.882;4090253;4.881;5513712;4.882;4772852;4.881;5522176;4.881;6378837;4.881;5339282
4.891;5380374;4.892;5416223;4.892;3627263;4.892;3770611;4.892;4276179;4.892;5047499;4.892;3137111;4.892;4954286;4.892;4150132;4.892;5922999;4.892;4751623;4.892;4157152;4.892;5376496;4.892;4688220;4.892;5470214;4.892;6135790;4.891;5130018
4.902;5483129;4.902;5298958;4.903;3740919;4.903;3747467;4.902;4233475;4.903;5047836;4.903;3246530;4.903;4883041;4.902;4097352;4.903;5900527;4.902;4694711;4.903;4178928;4.902;5272197;4.903;4683883;4.902;5280920;4.902;6011315;4.902;4986935
4.912;5507311;4.913;5316310;4.913;3839201;4.913;3814513;4.913;4314355;4.913;5057789;4.913;3297287;4.913;4793498;4.913;4072716;4.913;5743605;4.913;4674993;4.913;4240139;4.913;5067519;4.913;4659398;4.912;5162011;4.913;5822312;4.912;4973171
4.923;5382933;4.923;5232594;4.924;3906604;4.923;3841113;4.923;4349449;4.924;5037696;4.924;3488890;4.924;4871145;4.923;4046406;4.923;5818496;4.923;4668145;4.924;4320463;4.923;5052766;4.924;4611700;4.923;5136052;4.923;5650636;4.923;4973976
4.933;5363280;4.934;5202679;4.934;3967028;4.934;3798531;4.934;4447660;4.934;5084106;4.934;3565585;4.934;4784358;4.934;4007282;4.934;5764057;4.934;4621946;4.934;4427447;4.934;5081615;4.934;4636767;4.933;4982559;4.934;5492605;4.933;4892822
4.944;5430215;4.944;5204854;4.944;3976298;4.944;3938513;4.944;4467540;4.945;5076674;4.945;3665398;4.944;4838882;4.944;4040115;4.944;5761829;4.944;4581051;4.945;4404540;4.944;4981369;4.945;4598447;4.944;4929855;4.944;5501710;4.944;4771839
4.954;5442210;4.955;5195727;4.955;4016543;4.955;3951761;4.955;4442042;4.955;5067234;4.955;3743690;4.955;4743204;4.955;3967590;4.955;5796732;4.955;4565020;4.955;4460852;4.955;4950520;4.955;4595865;4.954;4870758;4.955;5510938;4.954;4734828
4.965;5351691;4.965;5217260;4.965;3882181;4.965;3868220;4.965;4500575;4.965;5043285;4.966;3859544;4.965;4772015;4.965;3960471;4.965;5884402;4.965;4569512;4.966;4435463;4.965;4876815;4.966;4694105;4.965;4899016;4.965;5402498;4.965;4720769
4.975;5382367;4.976;5106140;4.976;3783693;4.976;3998109;4.976;4428644;4.976;5002206;4.976;3881454;4.976;4707099;4.976;3970772;4.976;5803379;4.976;4506567;4.976;4383427;4.976;4823788;4.976;4679686;4.975;4906489;4.976;5386709;4.975;4696650
4.986;5352877;4.986;5129517;4.986;3547941;4.986;4009440;4.986;4311094;4.986;4929288;4.986;3861339;4.986;4638600;4.986;3971560;4.986;5868304;4.986;4542986;4.987;4461161;4.986;4791169;4.987;4706572;4.986;4775484;4.986;5278519;4.986;4667070
4.996;5351214;4.997;5086924;4.997;3237220;4.997;4071192;4.996;4111273;4.997;4849815;4.997;3842095;4.997;4610196;4.997;3930833;4.997;5956387;4.997;4594455;4.997;4465502;4.997;4688761;4.997;4677812;4.996;4648077;4.997;5195208;4.996;4641549
5.007;5346209;5.007;5113563;5.007;3054972;5.007;3899706;5.007;3837798;5.007;4862343;5.007;3619957;5.007;4545491;5.007;3906571;5.007;6090564;5.007;4571693;5.008;4356157;5.007;4723072;5.008;4752233;5.007;4647205;5.007;5310063;5.007;4629236
5.017;5383552;5.017;5048928;5.018;2982968;5.018;3685486;5.017;3563407;5.018;4699670;5.018;3290119;5.018;4568901;5.018;3844066;5.018;6201664;5.018;4606730;5.018;4152897;5.018;4825276;5.018;4679268;5.017;4683302;5.018;5214262;5.017;4634507
5.028;5606183;5.028;4934750;5.028;2991100;5.028;3448792;5.028;3422376;5.028;4811663;5.028;2992680;5.028;4703725;5.028;3671606;5.028;6504430;5.028;4548651;5.029;3920439;5.028;5094235;5.029;4684096;5.028;4941730;5.028;5211391;5.028;4589706
5.038;6065941;5.038;4849611;5.039;3121312;5.039;3303568;5.038;3490120;5.039;4988766;5.039;2692455;5.039;4920984;5.039;3553312;5.039;6795493;5.039;4514564;5.039;3668703;5.038;5395854;5.039;4718058;5.038;5203706;5.039;5176565;5.038;4587890
5.048;6591994;5.049;4797140;5.049;3276185;5.049;3257387;5.049;3618746;5.049;5301067;5.049;2657753;5.049;5387627;5.049;3540681;5.049;7246798;5.049;4408228;5.050;3560704;5.049;5765277;5.049;4615039;5.049;5492674;5.049;5243241;5.048;4563967
5.059;7046336;5.059;4929676;5.060;3477829;5.060;3258391;5.059;3781115;5.060;5791881;5.060;2679910;5.060;5845447;5.060;3746706;5.060;7423682;5.060;4317496;5.060;3708999;5.059;6146519;5.060;4526751;5.059;5849624;5.060;5539718;5.059;4514464
5.081;7682979;5.081;5532582;5.082;3910836;5.082;3836222;5.081;4070345;5.082;6464486;5.082;2934086;5.082;6580798;5.082;4227782;5.082;7914389;5.081;4926343;5.082;4229294;5.081;6755636;5.082;4610957;5.081;6465544;5.081;6415262;5.081;4659408
5.091;7923539;5.092;5914478;5.092;4158053;5.092;4190479;5.092;4314080;5.092;6792767;5.092;2920846;5.092;6781486;5.092;4604859;5.092;8055933;5.092;5329147;5.092;4410863;5.092;6877559;5.092;4978236;5.091;6572646;5.092;6924635;5.091;4923918
5.102;8148404;5.102;6161623;5.103;4228859;5.102;4304670;5.102;4445731;5.103;7045079;5.103;2982262;5.103;7050496;5.103;4902830;5.102;7957392;5.102;5637612;5.103;4663751;5.102;6955158;5.103;5371321;5.102;6704350;5.103;7507938;5.102;5258111
5.112;8397620;5.113;6560915;5.113;4368793;5.113;4621459;5.113;4616807;5.113;7126091;5.113;2980356;5.113;7222276;5.113;5199037;5.113;8039882;5.113;6145070;5.113;4887806;5.113;7095642;5.113;5709728;5.112;6723195;5.113;8060028;5.112;5758524
5.123;8581022;5.123;6695407;5.124;4459053;5.123;4718125;5.123;4693356;5.124;7219672;5.124;2970107;5.124;7449873;5.124;5328516;5.123;8124017;5.123;6412091;5.124;5040458;5.123;7158843;5.124;6241179;5.123;6819855;5.123;8351324;5.123;6223095
5.133;8893636;5.134;6915526;5.134;4554124;5.134;4917395;5.134;4884066;5.134;7359982;5.134;3062911;5.134;7650247;5.134;5567419;5.134;8130269;5.134;6735817;5.134;5296783;5.134;7304599;5.134;6644283;5.133;6931296;5.134;8687183;5.133;6616531
5.144;9092483;5.144;6986461;5.145;4540904;5.144;5111482;5.144;4944277;5.144;7356836;5.145;3085535;5.144;7735012;5.144;5720749;5.144;8243905;5.144;6952427;5.145;5638543;5.144;7476851;5.145;6898135;5.144;7001374;5.144;8989227;5.144;7083629
5.154;9581364;5.155;7126341;5.155;4649449;5.155;5276637;5.155;5162479;5.155;7350583;5.155;3101521;5.155;7882588;5.155;5901992;5.155;8236581;5.155;7231261;5.155;5941392;5.155;7660382;5.155;7349896;5.154;7046399;5.155;9081565;5.154;7394876
5.165;9942101;5.165;7347836;5.166;4685758;5.165;5421025;5.165;5386702;5.165;7546016;5.166;3132147;5.165;7897395;5.165;6134148;5.165;8366964;5.165;7553844;5.166;6250685;5.165;7753840;5.166;7735934;5.165;7044907;5.165;9478190;5.165;7802969
5.175;10275179;5.176;7625351;5.176;4682285;5.176;5711012;5.175;5491475;5.176;7650646;5.176;3176386;5.176;8163401;5.176;6198832;5.176;8465397;5.176;7872640;5.176;6564415;5.176;7959557;5.176;8109010;5.175;7087187;5.176;9621428;5.175;8070449
5.186;10576796;5.186;8036884;5.186;4617931;5.186;6020242;5.186;5687421;5.186;7901963;5.186;3227262;5.186;8420775;5.186;6311645;5.186;8644327;5.186;8336829;5.187;6925813;5.186;8192876;5.187;8433290;5.186;7234681;5.186;9812825;5.186;8443766
5.196;10858053;5.196;8202656;5.197;4757684;5.197;6339280;5.196;5882878;5.197;8249695;5.197;3269411;5.197;8491093;5.197;6540468;5.197;8903016;5.197;8556286;5.197;7394904;5.197;8340050;5.197;8708311;5.196;7398092;5.197;9987969;5.196;8646066
5.207;10910444;5.207;8588195;5.207;4788153;5.207;6584866;5.207;5962445;5.207;8483738;5.207;3249375;5.207;8797566;5.207;6628832;5.207;9234355;5.207;8850766;5.208;7690235;5.207;8481135;5.208;9048014;5.207;7440166;5.207;10188855;5.207;8840069
5.217;10967153;5.217;8772959;5.218;4793810;5.218;6906613;5.217;5937709;5.218;8609585;5.218;3309332;5.218;8944151;5.218;6697170;5.218;9617136;5.218;9098942;5.218;8017453;5.218;8464290;5.218;9174603;5.217;7703616;5.218;10309789;5.217;9033955
5.228;10878845;5.228;8733125;5.228;4742255;5.228;7152868;5.228;5901060;5.228;8707120;5.228;3324082;5.228;9082509;5.228;6736496;5.228;10233780;5.228;9174990;5.229;8305946;5.228;8435925;5.229;9281368;5.228;7676838;5.228;10392848;5.228;9052658
5.238;10728854;5.238;8726520;5.239;4760952;5.239;7378518;5.238;5849573;5.239;8580904;5.239;3418746;5.239;9075275;5.239;6974094;5.239;10561229;5.239;9051727;5.239;8499624;5.238;8339477;5.239;9235113;5.238;7580993;5.239;10505592;5.238;9212316
5.248;10497961;5.249;8668569;5.249;4650387;5.249;7571506;5.249;5724978;5.249;8562119;5.249;3539748;5.249;9010685;5.249;6885804;5.249;10749759;5.249;8947710;5.250;8570610;5.249;8053995;5.249;9157313;5.249;7624809;5.249;10716202;5.248;9125865
5.259;10215355;5.259;8474741;5.260;4515761;5.260;7806160;5.259;5600864;5.260;8363386;5.260;3656856;5.260;8862398;5.260;6971947;5.260;10910856;5.260;8831401;5.260;8666336;5.259;7989751;5.260;9364929;5.259;7433465;5.260;10783503;5.259;9077952
5.269;9848545;5.270;8220278;5.270;4460708;5.270;7898855;5.270;5544483;5.270;8019764;5.270;3601052;5.270;8796972;5.270;7011891;5.270;10857701;5.270;8506866;5.271;8737200;5.270;7851166;5.270;9276963;5.270;7375665;5.270;10806341;5.269;8949307
5.280;9475302;5.280;8017526;5.281;4418035;5.281;7920759;5.280;5637762;5.281;7788253;5.281;3682944;5.281;8610497;5.281;7109086;5.281;10652719;5.280;8460439;5.281;8583315;5.280;7762286;5.281;9434102;5.280;7114844;5.281;10857248;5.280;8797047
5.290;9257416;5.291;7871532;5.291;4526575;5.291;7928008;5.291;5653082;5.291;7408041;5.291;3621845;5.291;8521128;5.291;6972115;5.291;10341895;5.291;8164241;5.291;8507930;5.291;7707784;5.291;9610425;5.291;6980261;5.291;11044915;5.290;8841178
5.301;9049741;5.301;7693555;5.302;4583141;5.301;7856697;5.301;5885070;5.302;7090098;5.302;3633751;5.302;8336499;5.302;7019458;5.301;10193037;5.301;8127254;5.302;8417666;5.301;7826629;5.302;9927079;5.301;6854265;5.302;10955079;5.301;8993966
