Wb1_RT;Wb1;Wb10_RT;Wb10;Wb11_RT;Wb11;Wb12_RT;Wb12;Wb13_RT;Wb13;Wb14_RT;Wb14;Wb15_RT;Wb15;Wb16_RT;Wb16;Wb17_RT;Wb17;Wb2_RT;Wb2;Wb3_RT;Wb3;Wb4_RT;Wb4;Wb5_RT;Wb5;Wb6_RT;Wb6;Wb7_RT;Wb7;Wb8_RT;Wb8
4.555;11664546;4.555;13104722;4.555;9355121;4.555;15337887;4.555;18202050;4.555;19034530;4.555;13771774;4.555;16180664;4.555;17104856;4.555;19390154;4.555;15920967;4.555;16844244;4.555;11388532;4.555;18214184;4.555;18580472;4.555;17039632
4.577;10331411;4.577;12248279;4.577;8261351;4.577;13741000;4.577;16262843;4.577;17525178;4.577;12950887;4.577;15180381;4.577;15577510;4.577;18296286;4.576;14331332;4.577;15024563;4.576;10029475;4.577;17363916;4.577;16998418;4.577;15872626
4.588;9305085;4.587;11246584;4.587;7441456;4.588;12344920;4.587;14785875;4.588;16220044;4.588;11814968;4.587;13946525;4.587;14577344;4.587;17428058;4.587;12991017;4.587;13812179;4.587;8932561;4.587;16352406;4.587;15946651;4.587;14967977
4.598;8178878;4.598;10048372;4.598;6537969;4.598;10730836;4.598;13013982;4.598;14383900;4.598;10707865;4.597;12492258;4.598;12928195;4.598;16109145;4.597;11470805;4.597;12387067;4.597;8105202;4.598;15244525;4.598;14486196;4.598;13918395
4.609;7079483;4.608;8945401;4.608;5655075;4.609;8989727;4.608;11214540;4.609;12658803;4.609;9745060;4.608;10842231;4.608;11270602;4.608;14634407;4.608;10297826;4.608;11010890;4.608;7423629;4.608;14019017;4.608;12901372;4.608;13090766
4.619;6305768;4.619;8120048;4.619;5228656;4.619;7746581;4.619;9930183;4.619;10927066;4.619;8889748;4.618;9190223;4.619;9738675;4.619;13330075;4.618;9483379;4.618;9868308;4.618;6697778;4.619;12779242;4.619;11913801;4.619;12280282
4.629;5662008;4.629;7395465;4.629;4794080;4.630;6715339;4.629;9049878;4.629;9422724;4.630;8498098;4.629;7942962;4.629;8485253;4.629;11925471;4.629;8725845;4.629;8933876;4.629;6350901;4.629;11948358;4.629;10877820;4.629;11334064
4.640;5100555;4.640;6865705;4.640;4610148;4.640;6119921;4.640;8495459;4.640;8323132;4.640;8145602;4.639;6871383;4.640;7373243;4.640;10814448;4.639;8265824;4.639;8119491;4.639;6051020;4.640;11024789;4.640;9938904;4.640;10807598
4.650;4742383;4.650;6583525;4.650;4785763;4.650;5658803;4.650;8242477;4.650;7424191;4.651;8084223;4.650;6297862;4.650;6578481;4.650;10079440;4.650;7908214;4.650;7407685;4.650;5899682;4.650;10271191;4.650;9214877;4.650;10433164
4.661;4463328;4.661;6249734;4.661;4882324;4.661;5345258;4.661;8366931;4.661;6878311;4.661;8088126;4.660;5857479;4.661;5850534;4.661;9178296;4.660;7764728;4.660;6814201;4.660;5700834;4.660;9413424;4.661;8677892;4.661;10135284
4.671;4356970;4.671;6055123;4.671;4973845;4.672;5263597;4.671;8570149;4.671;6641171;4.672;8145738;4.671;5620253;4.671;5263383;4.671;8376005;4.671;7418421;4.671;6213549;4.671;5575928;4.671;8780169;4.671;8180682;4.671;9645513
4.682;4217762;4.682;5852133;4.681;5192363;4.682;5195178;4.682;8799025;4.682;6396891;4.682;8265936;4.681;5519958;4.681;4778001;4.682;7667780;4.681;7412005;4.681;5781255;4.681;5571124;4.681;8036755;4.682;7688222;4.682;9453739
4.692;4178728;4.692;5764703;4.692;5452993;4.692;5367795;4.692;9168616;4.692;6429379;4.693;8376068;4.692;5525200;4.692;4559503;4.692;6991726;4.692;7322724;4.692;5467726;4.692;5614196;4.692;7289411;4.692;7411269;4.692;9254027
4.703;4091651;4.703;5678292;4.702;5658246;4.703;5494989;4.703;9697525;4.703;6501826;4.703;8404361;4.702;5712391;4.702;4252318;4.703;6304565;4.702;7124844;4.702;5040520;4.702;5729840;4.702;6805435;4.703;7224454;4.703;8932022
4.713;4056634;4.713;5727709;4.713;5814643;4.713;5603027;4.713;10163902;4.713;6730468;4.714;8550547;4.713;6013346;4.713;4058383;4.713;5891949;4.713;7200167;4.713;4801489;4.713;5632712;4.713;6426106;4.713;7072226;4.713;8633597
4.724;4123209;4.724;5584615;4.723;5908443;4.724;5918461;4.724;10373778;4.724;6844972;4.724;8575174;4.723;6174805;4.723;3852996;4.723;5457634;4.723;7194884;4.723;4492634;4.723;5538661;4.723;6022821;4.723;6921768;4.724;8372605
4.734;4279438;4.734;5498815;4.734;5916436;4.734;6236439;4.734;10338631;4.734;6998880;4.734;8480265;4.734;6654686;4.734;3811226;4.734;5234040;4.734;7110634;4.734;4367606;4.734;5513190;4.734;5852365;4.734;6736434;4.734;8180000
4.745;4492709;4.744;5389975;4.744;5873513;4.745;6390109;4.745;10290630;4.745;7160529;4.745;8340546;4.744;7021677;4.744;3659447;4.744;4994296;4.744;7123153;4.744;4222352;4.744;5428124;4.744;5768199;4.744;6464556;4.745;8061631
4.755;4841704;4.755;5233267;4.755;5707685;4.755;6420297;4.755;9945680;4.755;7239832;4.755;8090265;4.755;7135012;4.755;3547775;4.755;4751728;4.755;6971201;4.755;3886016;4.754;5131612;4.755;5461603;4.755;6144511;4.755;7786058
4.766;5208505;4.765;4965135;4.765;5592527;4.766;6244470;4.765;9510994;4.766;7085152;4.766;7840801;4.765;7174749;4.765;3425387;4.765;4573948;4.765;6820521;4.765;3794732;4.765;4940394;4.765;5333509;4.765;5908729;4.765;7301224
4.776;5577542;4.776;4633161;4.776;5312870;4.776;6028076;4.776;9068665;4.776;6857308;4.776;7471675;4.776;7144048;4.776;3256911;4.776;4388290;4.775;6651068;4.776;3596396;4.775;4697377;4.776;5111394;4.776;5683217;4.776;6954848
4.787;5864769;4.786;4186767;4.786;5163157;4.787;5658066;4.786;8475330;4.787;6700362;4.787;7033804;4.786;6869832;4.786;3103209;4.786;4166415;4.786;6400096;4.786;3453127;4.786;4418978;4.786;4966406;4.786;5418439;4.786;6579421
4.797;6051503;4.797;3867621;4.797;4868634;4.797;5428181;4.797;8052015;4.797;6398116;4.797;6551205;4.797;6600447;4.797;2932889;4.797;3892255;4.796;6157848;4.796;3342985;4.796;4222304;4.797;4782003;4.797;5260293;4.797;6186675
4.808;6037115;4.807;3622273;4.807;4809187;4.808;5127015;4.807;7672389;4.808;6090261;4.808;6100905;4.807;6235247;4.807;2882765;4.807;3741294;4.807;5906938;4.807;3363586;4.807;4068558;4.807;4614690;4.807;5081017;4.807;5793132
4.829;6099851;4.829;3313238;4.829;4426549;4.830;4755984;4.829;7141269;4.829;5593731;4.830;5410777;4.829;5703758;4.829;2894750;4.829;3549824;4.829;5245242;4.829;3303685;4.829;3965817;4.829;4301111;4.829;4963471;4.829;5180631
4.840;6016473;4.840;3356739;4.840;4247642;4.840;4658019;4.840;6872323;4.840;5442573;4.840;5166504;4.839;5456332;4.840;2917751;4.840;3541469;4.839;5060157;4.839;3358840;4.839;3955421;4.839;4071668;4.840;4860211;4.840;4986448
4.850;5946553;4.850;3371490;4.850;4233291;4.851;4632049;4.850;6568477;4.850;5241687;4.851;4916505;4.850;5251742;4.850;2993092;4.850;3586328;4.850;4860225;4.850;3495225;4.850;3937106;4.850;4241042;4.850;4693720;4.850;4826565
4.861;5938370;4.861;3335596;4.861;4158440;4.861;4511013;4.861;6377273;4.861;5105602;4.861;4592738;4.860;5148129;4.861;3012439;4.861;3597659;4.860;4755735;4.860;3568309;4.860;4028935;4.860;4200430;4.861;4646242;4.861;4707653
4.871;5925280;4.871;3421267;4.871;4004877;4.872;4462112;4.871;6124552;4.871;4960167;4.872;4370769;4.871;4991236;4.871;3116946;4.871;3732850;4.871;4591296;4.871;3628860;4.871;4236900;4.871;4275731;4.871;4567396;4.871;4613391
4.882;5931129;4.882;3493888;4.882;4062998;4.882;4410003;4.882;5919376;4.882;4991774;4.882;4326334;4.881;4916671;4.881;3265811;4.882;3714331;4.881;4512407;4.881;3739525;4.881;4346621;4.881;4360292;4.882;4498662;4.882;4592877
4.892;5957280;4.892;3554218;4.892;3989918;4.892;4365879;4.892;5697826;4.892;4958500;4.893;4248406;4.892;4865521;4.892;3303717;4.892;3831369;4.892;4460336;4.892;3825531;4.892;4429357;4.892;4374589;4.892;4422955;4.892;4694705
4.903;6056773;4.903;3725379;4.902;4031768;4.903;4322237;4.903;5557070;4.903;4975296;4.903;4156868;4.902;4771475;4.902;3476725;4.903;3968490;4.902;4402109;4.902;4012088;4.902;4554568;4.902;4461471;4.903;4546098;4.903;4692593
4.913;6072772;4.913;3777506;4.913;4056446;4.913;4286725;4.913;5399798;4.913;5035609;4.913;4210505;4.913;4764468;4.913;3659107;4.913;4040031;4.913;4444356;4.913;4060471;4.913;4692515;4.913;4642717;4.913;4527864;4.913;4749547
4.924;6098593;4.924;3859584;4.923;4159347;4.924;4405623;4.924;5445496;4.924;4998774;4.924;4233756;4.923;4742274;4.923;3823725;4.923;4201580;4.923;4406720;4.923;4200277;4.923;4717381;4.923;4720162;4.923;4607247;4.924;4890928
4.934;6156839;4.934;3943122;4.934;4176283;4.934;4550334;4.934;5357519;4.934;5106560;4.934;4338446;4.934;4773497;4.934;3848701;4.934;4244406;4.934;4400836;4.934;4260095;4.934;4787729;4.934;4670488;4.934;4593702;4.934;4958605
4.945;6166684;4.944;4006403;4.944;4125569;4.945;4458637;4.944;5462163;4.945;5065882;4.945;4386174;4.944;4844993;4.944;3860660;4.944;4379614;4.944;4523831;4.944;4314563;4.944;4751074;4.944;4653349;4.944;4653551;4.945;4934992
4.955;6418314;4.955;3935193;4.955;4120652;4.955;4633121;4.955;5396309;4.955;5045523;4.955;4347407;4.955;4927760;4.955;3989826;4.955;4591676;4.955;4602759;4.955;4277180;4.955;4723493;4.955;4769874;4.955;4490474;4.955;5115695
4.966;6795286;4.965;3884551;4.965;4013468;4.966;4490901;4.965;5393911;4.966;5076921;4.966;4393335;4.965;4820423;4.965;3964615;4.965;4624038;4.965;4710247;4.965;4138564;4.965;4589600;4.965;4686703;4.965;4530412;4.965;5143513
4.976;7305345;4.976;3847129;4.976;3901791;4.976;4567137;4.976;5497108;4.976;5036127;4.976;4238959;4.976;4888157;4.976;3948815;4.976;4604989;4.975;4706672;4.976;4039640;4.976;4378823;4.976;4724115;4.976;4517386;4.976;5400943
4.987;8142078;4.986;3727674;4.986;3867649;4.987;4666620;4.986;5502649;4.987;5107935;4.987;4247911;4.986;4899809;4.986;3849008;4.986;4594586;4.986;4696113;4.986;4060182;4.986;4188680;4.986;4708801;4.986;4505726;4.986;5749330
4.997;9022740;4.997;3490465;4.997;4027177;4.997;4537777;4.997;5524853;4.997;5217303;4.997;4261953;4.997;4938986;4.997;3787265;4.997;4630772;4.996;4600938;4.996;4206390;4.997;4032873;4.997;4687238;4.997;4578895;4.997;6061512
5.008;10055541;5.007;3294648;5.007;4252568;5.008;4536545;5.007;5607791;5.008;5480168;5.008;4428809;5.007;5058832;5.007;3831236;5.007;4868024;5.007;4443078;5.007;4470391;5.007;4051270;5.007;4749623;5.007;4883578;5.007;6618276
5.018;10998373;5.018;3327860;5.018;4670381;5.018;4589399;5.018;5823223;5.018;6004291;5.018;4784115;5.017;5275843;5.018;4061263;5.018;5265190;5.017;4444736;5.017;4848500;5.018;4211771;5.018;4840217;5.018;5285132;5.018;7130919
5.028;12068531;5.028;3525189;5.028;5063604;5.029;4913518;5.028;6168216;5.029;6635721;5.029;5295824;5.028;5790243;5.028;4497970;5.028;5735171;5.028;4485883;5.028;5312750;5.028;4460851;5.028;5143061;5.028;5842338;5.028;7578010
5.039;13190084;5.039;3725890;5.039;5523730;5.039;5395930;5.039;6727273;5.039;7409757;5.039;5780833;5.038;6472890;5.039;5052634;5.039;6437629;5.038;4775195;5.038;5760552;5.039;4870396;5.038;5612355;5.039;6384321;5.039;7942586
5.049;13908666;5.049;4134765;5.049;6015607;5.050;6068175;5.049;7639842;5.049;8297681;5.050;6343281;5.049;7386272;5.049;5678478;5.049;7315209;5.049;5228694;5.049;6185858;5.049;5302287;5.049;6341949;5.049;6878976;5.049;8449576
5.060;14678267;5.060;4514962;5.060;6438992;5.060;6743047;5.060;8582352;5.060;9226127;5.060;6896540;5.059;8405192;5.060;6268125;5.060;8191018;5.059;5660207;5.059;6620661;5.060;5456032;5.059;6992789;5.060;7322519;5.060;8595703
5.082;16214402;5.082;5049020;5.082;7470213;5.082;8354571;5.082;10888834;5.082;10840840;5.082;8235567;5.081;10655274;5.081;7512745;5.082;9921412;5.081;6900345;5.081;7753057;5.081;5882556;5.081;8580554;5.082;8329022;5.082;9396061
5.092;16624933;5.092;5288070;5.092;7753345;5.092;8881154;5.092;11655636;5.092;11236252;5.093;8654735;5.092;11527690;5.092;7886416;5.092;10495857;5.092;7308655;5.092;8158969;5.092;6038087;5.092;8979717;5.092;8719298;5.092;9615899
5.103;16926842;5.103;5538303;5.102;8161793;5.103;9419224;5.103;12131897;5.103;11601251;5.103;9191872;5.102;11981651;5.102;8218687;5.102;11015195;5.102;7750707;5.102;8370367;5.102;6184616;5.102;9593532;5.103;9030013;5.103;9834370
5.113;17104916;5.113;5730056;5.113;8424910;5.113;9666414;5.113;12856602;5.113;11907131;5.113;9509090;5.113;12471147;5.113;8635780;5.113;11594855;5.113;8170962;5.113;8799977;5.113;6354035;5.113;10144614;5.113;9201118;5.113;9964015
5.124;17174918;5.123;5966315;5.123;8749068;5.124;9973383;5.124;13209481;5.124;12307822;5.124;9703096;5.123;12862021;5.123;8858661;5.123;11837740;5.123;8643534;5.123;9028488;5.123;6439523;5.123;10648241;5.124;9564905;5.124;10231006
5.134;17078036;5.134;6131463;5.134;9105353;5.134;10244515;5.134;13511013;5.134;12356237;5.134;10099308;5.134;12985170;5.134;9081490;5.134;12073943;5.134;8927339;5.134;9179734;5.134;6283519;5.134;11009085;5.134;9773655;5.134;10454081
5.145;16975168;5.144;6324108;5.144;9384293;5.145;10288112;5.144;13710476;5.145;12551246;5.145;10336964;5.144;13160998;5.144;9210053;5.144;12318354;5.144;9329214;5.144;9213614;5.144;6548050;5.144;11380070;5.145;9925741;5.145;10523898
5.155;16776685;5.155;6317151;5.155;9570788;5.155;10518442;5.155;13831868;5.155;12417408;5.155;10560685;5.155;13323075;5.155;9110973;5.155;12410550;5.155;9670287;5.155;9342295;5.155;6564553;5.155;11894079;5.155;10153599;5.155;10434503
5.166;16506780;5.165;6449026;5.165;9530885;5.166;10542177;5.165;13910682;5.166;12517498;5.166;10656744;5.165;13412426;5.165;9286461;5.165;12492567;5.165;9855086;5.165;9391333;5.165;6596214;5.165;11966836;5.166;10146681;5.166;10584349
5.176;16155799;5.176;6584130;5.176;9582103;5.176;10359073;5.176;13873266;5.176;12293110;5.176;10672830;5.176;13360885;5.176;9186555;5.176;12368798;5.175;9927348;5.175;9310955;5.176;6609977;5.176;12174748;5.176;10348262;5.176;10610011
5.187;15476227;5.186;6562241;5.186;9468858;5.187;10242195;5.186;13555030;5.187;12104105;5.187;10798425;5.186;13152822;5.186;9182411;5.186;12417975;5.186;9996396;5.186;9256267;5.186;6671015;5.186;12349797;5.187;10317367;5.187;10603737
5.197;14977778;5.197;6644683;5.197;9262093;5.197;10075314;5.197;13166542;5.197;11774822;5.197;10529651;5.196;12696558;5.197;9025083;5.197;12139944;5.196;9905774;5.196;8970236;5.197;6523709;5.197;12239620;5.197;10104189;5.197;10424854
5.207;14375028;5.207;6706089;5.207;8977555;5.208;9774091;5.207;12701233;5.208;11485356;5.208;10308569;5.207;12391992;5.207;8790446;5.207;12009383;5.207;9714820;5.207;8856095;5.207;6584157;5.207;11874551;5.208;9886702;5.208;10387509
5.218;13466237;5.218;6768813;5.218;8776067;5.218;9412529;5.218;12147711;5.218;11139174;5.218;9970418;5.217;12007931;5.218;8584317;5.218;11564707;5.217;9546772;5.217;8493985;5.218;6503624;5.218;11711760;5.218;9775670;5.218;10357531
5.228;12705288;5.228;6680781;5.228;8514544;5.229;9089196;5.228;11597546;5.228;10723176;5.229;9680884;5.228;11496674;5.228;8236747;5.228;11140575;5.228;9375142;5.228;8186975;5.228;6468157;5.228;11410833;5.229;9447029;5.229;10361596
5.239;11794069;5.239;6731949;5.239;8267783;5.239;8753578;5.239;11149483;5.239;10403790;5.239;9411845;5.238;11049354;5.239;8003101;5.239;10593023;5.238;9120940;5.238;7986380;5.239;6428317;5.238;11216352;5.239;9362376;5.239;10435860
5.249;11002729;5.249;7091802;5.249;8065165;5.250;8646948;5.249;10809791;5.249;10232802;5.250;9241274;5.249;10494875;5.249;7729954;5.249;10465110;5.249;9045659;5.249;7846847;5.249;6497408;5.249;10836582;5.250;9149525;5.249;10485008
5.260;10242108;5.260;7448388;5.260;8094076;5.260;8547197;5.260;10622482;5.260;10247160;5.260;9068461;5.259;10307206;5.260;7450409;5.260;10003491;5.259;9199505;5.259;7867594;5.260;6605158;5.259;10937096;5.260;9306471;5.260;10529995
5.270;9655323;5.270;7968430;5.270;8084334;5.271;8343415;5.270;10477280;5.270;10157381;5.271;9243953;5.270;10106176;5.270;7498830;5.270;9956449;5.270;9320522;5.270;7655519;5.270;6771689;5.270;10922987;5.271;9380346;5.270;10838703
5.281;9274817;5.281;8814514;5.281;8164763;5.281;8543212;5.281;10536272;5.281;9906554;5.281;9442291;5.280;10030350;5.280;7278546;5.281;9840740;5.280;9551534;5.280;7892735;5.280;6959297;5.280;10950771;5.281;9468530;5.281;11074155
5.291;8923935;5.291;9729206;5.291;8348152;5.291;8529751;5.291;10483738;5.291;10129381;5.292;9961455;5.291;10095084;5.291;7443994;5.291;9776409;5.291;9913101;5.291;7900622;5.291;7523902;5.291;11121873;5.291;9409309;5.291;11690915
5.302;8604304;5.302;10569411;5.301;8364153;5.302;8406895;5.302;10365438;5.302;10119209;5.302;10705148;5.301;10088256;5.301;7333464;5.302;9844412;5.301;10239980;5.301;7773061;5.301;8144346;5.301;11323985;5.302;9610904;5.302;12496308
5.312;8436541;5.312;11166676;5.312;8360367;5.312;8269787;5.312;10203132;5.312;10166341;5.313;11318322;5.312;9943235;5.312;7304804;5.312;9673325;5.312;10307833;5.312;7654486;5.312;9231862;5.312;11247428;5.312;9674263;5.312;13521386
5.334;7795399;5.334;12214430;5.334;8001175;5.334;7875911;5.334;9733829;5.334;9743723;5.334;13174192;5.334;9423482;5.334;6949128;5.334;9269434;5.334;10337536;5.334;7252501;5.334;11541153;5.334;10470871;5.334;9197783;5.334;15776192
5.345;7454964;5.344;12263363;5.344;7518398;5.345;7556765;5.344;9515725;5.345;9249451;5.345;13579255;5.344;8684324;5.344;6602631;5.344;8614273;5.344;10394173;5.344;6938575;5.344;12700007;5.344;9756682;5.345;8897787;5.345;16209622
5.355;7200335;5.355;12245375;5.355;7507229;5.355;7349164;5.355;9556110;5.355;9068113;5.355;14084301;5.355;8262536;5.355;6395533;5.355;8190978;5.355;10471074;5.355;6795188;5.355;13645419;5.355;8837883;5.355;8847117;5.355;16856644
5.366;6785898;5.365;12033484;5.365;7570000;5.366;7347552;5.365;9871394;5.366;9184398;5.366;14306344;5.365;7818992;5.365;6180220;5.365;7747046;5.365;10755268;5.365;6909200;5.365;14262873;5.365;8327984;5.366;8935946;5.366;17201548
5.376;6722582;5.376;11745797;5.376;7846717;5.376;7665240;5.376;10426986;5.376;9517272;5.376;14551056;5.376;7933473;5.376;6220599;5.376;7604223;5.375;11126624;5.375;7046609;5.376;14775296;5.376;8029236;5.376;9349051;5.376;17552604
5.387;6798800;5.386;11604388;5.386;8310059;5.387;8504396;5.386;11161303;5.387;10179566;5.387;14779255;5.386;8165357;5.386;6301686;5.386;7834958;5.386;11233883;5.386;7223942;5.386;14942951;5.386;8064600;5.387;9879690;5.387;17947114
5.397;6929500;5.397;11452887;5.397;8732087;5.397;9303088;5.397;11776269;5.397;10829154;5.397;14820190;5.396;8779082;5.397;6725778;5.397;8096158;5.396;11483403;5.396;7345975;5.397;15152137;5.397;8228097;5.397;10506310;5.397;18429444
5.407;7143382;5.407;11193183;5.407;9088254;5.408;10366000;5.407;12467464;5.408;11394752;5.408;14838153;5.407;9228245;5.407;7114918;5.407;8476032;5.407;11488764;5.407;7607273;5.407;15146886;5.407;8474437;5.408;11185970;5.408;18682742
5.418;7328435;5.418;11122021;5.418;9281420;5.418;11228146;5.418;12905300;5.418;11942171;5.418;14593402;5.417;9738042;5.418;7269659;5.418;8833439;5.417;11330055;5.417;7754833;5.418;15023000;5.418;8820970;5.418;11865651;5.418;18685642
5.428;7628738;5.428;11077145;5.428;9269561;5.429;11990827;5.428;12945913;5.428;11842814;5.429;14324978;5.428;10028761;5.428;7389699;5.428;9058913;5.428;11290797;5.428;7881151;5.428;14639235;5.428;9085255;5.429;12034906;5.429;18260620
5.439;7739306;5.439;11049623;5.439;9184021;5.439;12600556;5.439;12989508;5.439;12022669;5.439;14158298;5.438;10466696;5.439;7319208;5.439;8888020;5.438;11120542;5.438;7909403;5.439;14304160;5.438;9283063;5.439;12147893;5.439;17952486
5.449;7671765;5.449;11040801;5.449;9028487;5.450;12898816;5.449;12911291;5.449;11786498;5.450;13985426;5.449;10756831;5.449;7119851;5.449;8517254;5.449;10938430;5.449;7771339;5.449;13874041;5.449;9494621;5.450;12337992;5.449;17310516
5.460;7447897;5.460;11005590;5.460;8870158;5.460;13175743;5.460;12764807;5.460;11733371;5.460;13595225;5.459;10918983;5.460;6963477;5.460;8346427;5.459;10903472;5.459;7809970;5.460;13401127;5.459;9642487;5.460;12272409;5.460;16745608
5.470;7389922;5.470;10850145;5.470;8487116;5.471;13430919;5.470;12533086;5.470;11987032;5.471;13413278;5.470;11202898;5.470;6913090;5.470;8128018;5.470;10715812;5.470;7786916;5.470;13250916;5.470;9970319;5.470;12044226;5.470;16323516
5.481;7398274;5.481;11116452;5.481;8544656;5.481;13416548;5.481;12471540;5.481;12008683;5.481;13481550;5.480;11230508;5.480;6821977;5.481;8060638;5.480;10841795;5.480;7790556;5.480;13076081;5.480;10099767;5.481;11918870;5.481;15812126
5.491;7475042;5.491;11611066;5.491;8799372;5.491;13936961;5.491;12827302;5.491;12622217;5.492;13429118;5.491;11518385;5.491;6975373;5.491;7965248;5.491;11190985;5.491;8437673;5.491;13302011;5.491;10626481;5.491;12300630;5.491;16060557
5.502;7858411;5.502;12341922;5.501;9783072;5.502;14669278;5.502;13591368;5.502;13452934;5.502;13984317;5.501;12261774;5.501;7453590;5.502;8070170;5.501;12026936;5.501;9336440;5.501;13549836;5.501;11211779;5.502;12855119;5.502;16339463
5.512;8783228;5.512;13263480;5.512;10697742;5.512;15567809;5.512;14723757;5.512;14628362;5.513;14910246;5.512;13194372;5.512;8210715;5.512;8662437;5.512;12902554;5.512;10790507;5.512;14617082;5.512;12085364;5.512;13813536;5.512;16938120
5.523;9688118;5.522;14690395;5.522;11755026;5.523;16718858;5.523;15898779;5.523;15977080;5.523;16078541;5.522;14361629;5.522;9271572;5.523;9468425;5.522;13831128;5.522;12997417;5.522;15483242;5.522;13546944;5.523;14670088;5.523;17850690
5.533;10204100;5.533;15409474;5.533;12228287;5.533;17361048;5.533;16623537;5.533;17035996;5.534;16709073;5.533;15565159;5.533;10282743;5.533;10792434;5.533;14181048;5.533;14858030;5.533;16035393;5.533;14675563;5.533;15553742;5.533;18483894
