Sf1_RT;Sf1;Sf10_RT;Sf10;Sf11_RT;Sf11;Sf12_RT;Sf12;Sf13_RT;Sf13;Sf14_RT;Sf14;Sf15_RT;Sf15;Sf2_RT;Sf2;Sf3_RT;Sf3;Sf4_RT;Sf4;Sf5_RT;Sf5;Sf6_RT;Sf6;Sf7_RT;Sf7
5.449;14318024;5.450;12496255;5.449;12175289;5.449;14505256;5.449;13056091;5.449;8740925;5.449;17671876;5.449;13258667;5.450;16389725;5.449;12086005;5.449;14994747;5.449;10779324;5.450;10021423
5.460;14700654;5.460;12810498;5.459;12486266;5.460;15004756;5.460;13231560;5.460;8853609;5.460;18101984;5.460;13996379;5.460;16915888;5.460;12613498;5.459;15763513;5.460;11247202;5.460;10111360
5.470;15054998;5.471;13394258;5.470;13183179;5.470;15612702;5.470;13492473;5.470;9111640;5.470;18582752;5.470;14931659;5.471;18041302;5.470;13161245;5.470;16464740;5.470;11663163;5.471;10274024
5.481;15742517;5.481;14410246;5.480;14471624;5.481;16230749;5.481;13952451;5.481;9597936;5.481;19254446;5.481;16295175;5.481;18927316;5.481;14171791;5.480;17568204;5.481;12312766;5.481;10802208
5.491;16831440;5.491;15865076;5.491;16047158;5.491;17432328;5.491;14866813;5.491;10178814;5.491;20643426;5.491;17815376;5.491;20010644;5.491;15469586;5.491;18582956;5.491;13487212;5.492;11725796
5.502;17909620;5.502;17339348;5.501;17763374;5.502;18689904;5.502;15820685;5.502;10615670;5.502;21674888;5.502;19477260;5.502;21098818;5.502;17173728;5.501;19844382;5.502;14819199;5.502;12911125
5.512;19068484;5.512;18958560;5.512;18808246;5.512;19920988;5.512;16999252;5.512;11549528;5.512;22796458;5.512;21033636;5.512;21831964;5.512;19093752;5.512;21149832;5.512;16492561;5.513;14030006
5.523;20429744;5.523;20341782;5.522;19314402;5.523;20838342;5.523;18381918;5.523;12340682;5.523;23906312;5.523;22031880;5.523;22437502;5.523;20508636;5.522;22800242;5.523;17737688;5.523;15817760
5.533;21188964;5.533;21241214;5.533;19615324;5.533;22095564;5.533;20226240;5.533;13214230;5.533;25005648;5.533;22354348;5.533;23460896;5.533;20927984;5.533;24348256;5.533;18950672;5.533;16794900
5.543;21876228;5.544;21111386;5.543;18921764;5.544;22696696;5.544;21312380;5.544;13499011;5.544;25746708;5.544;21770832;5.544;23879808;5.544;20698324;5.543;25840868;5.543;18746120;5.544;16993480
5.554;21526712;5.554;20259376;5.554;18311248;5.554;22856520;5.554;21691182;5.554;13470864;5.554;25858984;5.554;20565908;5.554;24410090;5.554;19953444;5.554;25305558;5.554;17974712;5.554;16233668
5.564;20510728;5.565;19221100;5.564;17146532;5.565;21538932;5.564;21285470;5.565;13771787;5.565;25005950;5.565;20037380;5.565;24134464;5.565;19327572;5.564;23889804;5.564;17470010;5.565;15549742
5.586;19002822;5.587;17212156;5.586;15733904;5.586;20449466;5.586;20281524;5.586;13481600;5.586;23447508;5.587;17276262;5.587;22571784;5.587;17896668;5.586;23943836;5.586;14964550;5.587;14362310
5.597;17490890;5.597;15812132;5.596;15169565;5.597;19397052;5.597;18880224;5.597;13225241;5.597;23190168;5.597;16795164;5.597;21431582;5.597;16959808;5.597;22899146;5.597;14125756;5.597;13819944
5.607;16742989;5.608;15241216;5.607;14663971;5.607;18358490;5.607;17708096;5.607;12920679;5.607;21940496;5.608;15861669;5.608;19723848;5.608;16878752;5.607;21495380;5.607;13449947;5.608;13713567
5.618;16031621;5.618;14618113;5.617;14601599;5.618;18097882;5.618;16444269;5.618;12657145;5.618;21589374;5.618;14642977;5.618;19634648;5.618;16438854;5.618;20706228;5.618;12740285;5.618;13221260
5.628;15155256;5.629;13618204;5.628;14449729;5.628;17772644;5.628;16387332;5.628;12604121;5.628;21137742;5.629;14518416;5.629;18373896;5.628;16139500;5.628;19918982;5.628;12160398;5.629;13030602
5.639;15026606;5.639;13557068;5.638;14345071;5.639;17863196;5.639;16103404;5.639;12874551;5.639;21973788;5.639;14275153;5.639;17782656;5.639;16280582;5.639;19728832;5.639;11584583;5.639;12804524
5.649;15329993;5.650;14022133;5.649;15085387;5.649;18151432;5.649;16541346;5.649;12710126;5.649;22207934;5.649;13992085;5.650;17436870;5.649;15921456;5.649;18906874;5.649;11655576;5.650;12712510
5.660;15469894;5.660;14407163;5.659;15504611;5.660;18494640;5.660;17372164;5.660;13528141;5.660;22112658;5.660;14409976;5.660;17970746;5.660;16744522;5.659;18744432;5.660;11967965;5.660;12894290
5.670;15535817;5.671;14482836;5.670;16159330;5.670;19304830;5.670;17118224;5.670;14317438;5.670;23199900;5.670;14532669;5.671;17936214;5.670;17531300;5.670;19046114;5.670;12405459;5.671;13359093
5.681;16043359;5.681;15625141;5.680;16287816;5.681;19148304;5.681;17333422;5.681;14600721;5.681;22223004;5.681;14364028;5.681;18053060;5.681;17859848;5.680;19542788;5.681;12636350;5.681;13748105
5.691;16174082;5.691;15206070;5.691;15524076;5.691;17475316;5.691;15438208;5.691;13975197;5.691;20222932;5.691;13948818;5.691;17604970;5.691;17265742;5.691;20017752;5.691;13016404;5.692;13897712
5.702;15949882;5.702;14622329;5.701;14044723;5.702;14651951;5.702;13343897;5.702;13250760;5.702;17851020;5.702;12155266;5.702;14818045;5.702;16384793;5.701;19854988;5.702;12639210;5.702;13217237
5.712;14813695;5.712;12595986;5.712;12894248;5.712;12348584;5.712;11480783;5.712;11992232;5.712;15960843;5.712;11079746;5.712;12107080;5.712;14674660;5.712;18562864;5.712;11289566;5.713;12914861
5.723;14686306;5.723;11345808;5.722;12157319;5.723;10835286;5.723;10460456;5.723;10947276;5.723;14893688;5.723;10327200;5.723;10095639;5.723;13332427;5.722;18043856;5.723;10623874;5.723;12149600
5.733;14194048;5.733;10202653;5.733;11560411;5.733;9948464;5.733;10155438;5.733;10635916;5.733;14239092;5.733;9651994;5.733;9176609;5.733;12724272;5.733;17719484;5.733;9367370;5.733;11863334
5.743;14727637;5.744;9696233;5.743;11726432;5.744;9552799;5.744;10332672;5.744;10666204;5.744;14438594;5.744;10240367;5.744;8913959;5.744;12612405;5.743;17739820;5.743;8650968;5.744;11671091
5.754;15562195;5.754;10079579;5.754;11453674;5.754;9033813;5.754;10619044;5.754;10771474;5.754;15325779;5.754;11633341;5.754;8875127;5.754;12518204;5.754;18982592;5.754;8922654;5.754;11677728
5.764;15058173;5.765;10537080;5.764;10917932;5.765;9006842;5.764;11072900;5.765;10941509;5.765;16137596;5.765;11959076;5.765;8512929;5.765;12048132;5.764;18523300;5.764;9889377;5.765;12096038
5.775;15416503;5.775;10234709;5.775;10590076;5.775;8948329;5.775;11655338;5.775;11506855;5.775;16542309;5.775;11509928;5.775;8688146;5.775;12038585;5.775;19382294;5.775;10314906;5.775;11791915
5.785;15884704;5.786;10275249;5.785;10169437;5.786;8748729;5.785;11887151;5.785;11672105;5.785;16242260;5.786;11274362;5.786;8692618;5.786;11894776;5.785;19084924;5.785;10588031;5.786;11569874
5.796;15237617;5.796;10019416;5.796;9764512;5.796;8525218;5.796;11791588;5.796;11051641;5.796;15638663;5.796;10889782;5.796;8592178;5.796;10939218;5.796;17655432;5.796;10624196;5.796;11242116
5.806;14009542;5.807;9527530;5.806;8963366;5.806;8140135;5.806;11613334;5.806;9987655;5.806;14751669;5.807;9923037;5.807;8398673;5.807;10408875;5.806;15773301;5.806;10721273;5.807;10770472
5.817;13094826;5.817;9152752;5.817;8482214;5.817;7949051;5.817;11432912;5.817;9033479;5.817;14084744;5.817;9284823;5.817;8332077;5.817;10002175;5.817;14210940;5.817;9792841;5.817;10094305
5.839;11973534;5.839;8087477;5.838;7762164;5.839;7602211;5.839;10096687;5.839;7427598;5.839;12901816;5.839;7980381;5.839;8220086;5.839;9441240;5.839;12571415;5.839;8552132;5.839;8956720
5.849;11211800;5.850;7909800;5.849;7334489;5.849;7578503;5.849;9401414;5.849;6873160;5.849;12300442;5.849;7348198;5.850;8064554;5.849;9474602;5.849;12026234;5.849;7875307;5.850;8409995
5.860;10657067;5.860;7526450;5.859;7262451;5.860;7510328;5.860;8540098;5.860;6509466;5.860;11642437;5.860;6957503;5.860;7968855;5.860;9224258;5.859;11602210;5.860;7443784;5.860;8009118
5.870;9887887;5.871;7243264;5.870;7031571;5.870;7418114;5.870;7814327;5.870;6188818;5.870;11124876;5.870;6674839;5.871;7851650;5.870;8993147;5.870;11358348;5.870;7199044;5.871;7744900
5.881;9220887;5.881;6968439;5.880;7155893;5.881;7242159;5.881;7200724;5.881;5959177;5.881;10631807;5.881;6461147;5.881;7840945;5.881;8996330;5.880;11043589;5.881;6945796;5.881;7439365
5.891;8715656;5.892;6805499;5.891;6885268;5.891;7251954;5.891;6713136;5.891;5854814;5.891;10324752;5.891;6325706;5.891;7965522;5.891;8754426;5.891;10792815;5.891;6659051;5.892;7056910
5.902;8278986;5.902;6498079;5.901;6699475;5.902;7213733;5.902;6377369;5.902;5900947;5.902;9835581;5.902;6356316;5.902;7902212;5.902;8466827;5.901;10530587;5.902;6332404;5.902;6856853
5.912;7819618;5.913;6140486;5.912;6512860;5.912;7105070;5.912;6133061;5.912;5582477;5.912;9456560;5.912;6187025;5.912;7676262;5.912;8197445;5.912;10351811;5.912;5988393;5.912;6636182
5.923;7227774;5.923;5909552;5.922;6470707;5.923;6825334;5.923;5988069;5.923;5598816;5.923;9085211;5.923;6249518;5.923;7571590;5.923;8036184;5.922;9962616;5.923;5793418;5.923;6536506
5.933;6826405;5.934;5687336;5.933;6100474;5.933;6734037;5.933;6010335;5.933;5422845;5.933;8735035;5.933;6235517;5.933;7354279;5.933;7712806;5.933;9712857;5.933;5536995;5.933;6356243
5.943;6678508;5.944;5475779;5.943;5895793;5.944;6661239;5.944;5876536;5.944;5562991;5.944;8654429;5.944;6332725;5.944;6961484;5.944;7472116;5.943;9710904;5.943;5292718;5.944;6039317
5.954;6589677;5.955;5339652;5.954;5716729;5.954;6537182;5.954;5849071;5.954;5476185;5.954;8451920;5.954;6595800;5.954;6926564;5.954;7308402;5.954;9804876;5.954;5032793;5.954;5915671
5.964;6266675;5.965;5053417;5.964;5545455;5.965;6727873;5.964;5658115;5.964;5662064;5.964;8436355;5.965;6923013;5.965;6624005;5.965;7326049;5.964;10064386;5.964;4878490;5.965;5820131
5.975;6456721;5.976;5028389;5.975;5461156;5.975;6729345;5.975;5693760;5.975;5765417;5.975;8378352;5.975;7162778;5.975;6579124;5.975;7421540;5.975;10474220;5.975;4817506;5.975;5799949
5.985;6344502;5.986;4925870;5.985;5493778;5.985;6727175;5.985;5684705;5.985;5873709;5.985;8151562;5.986;7558200;5.986;6402915;5.986;7522292;5.985;10726104;5.985;4770926;5.986;5753903
5.996;6369268;5.997;4954801;5.996;5311856;5.996;6629815;5.996;5480764;5.996;5822726;5.996;8100154;5.996;7576792;5.996;6284422;5.996;7416608;5.996;10696643;5.996;4579340;5.996;5746451
6.006;6226043;6.007;4879174;6.006;5420258;6.006;6552865;6.006;5518283;6.006;5865352;6.006;8075803;6.007;7387821;6.007;6214099;6.007;7375901;6.006;10449418;6.006;4556916;6.007;5657823
6.017;6226858;6.018;4892170;6.017;5482735;6.017;6493352;6.017;5482963;6.017;5788364;6.017;7927250;6.017;7300917;6.017;6063688;6.017;7262056;6.017;10035411;6.017;4497310;6.017;5705305
6.027;6145902;6.028;4947056;6.027;5673834;6.027;6553941;6.027;5386318;6.027;5823382;6.027;7698720;6.028;6850092;6.028;5986564;6.028;6927979;6.027;9314406;6.027;4544087;6.028;5696128
6.038;6124799;6.038;5058311;6.037;5659325;6.038;6800694;6.038;5367328;6.038;5634518;6.038;7667730;6.038;6681986;6.038;5922781;6.038;6740214;6.038;8802238;6.038;4651962;6.038;5654131
6.048;6196445;6.049;5045298;6.048;5738864;6.048;6859332;6.048;5504651;6.048;5598617;6.048;7686265;6.048;6422541;6.049;5804965;6.048;6675457;6.048;8200576;6.048;4626497;6.049;5686440
6.059;6315042;6.060;5276234;6.058;5790309;6.059;6988703;6.059;5582187;6.059;5574466;6.059;7734541;6.059;6289791;6.059;5793222;6.059;6780100;6.058;8059895;6.059;4845554;6.059;5732046
6.069;6450088;6.070;5565112;6.069;6109793;6.069;7371298;6.069;5565450;6.069;5635931;6.069;7821293;6.069;6261957;6.070;5777546;6.069;6749742;6.069;8077868;6.069;5012379;6.070;5783012
6.091;6707041;6.092;5795027;6.091;6571116;6.091;7682509;6.091;5612894;6.091;5726631;6.091;7759336;6.091;6100927;6.091;5951693;6.091;6746649;6.091;7909273;6.091;5271185;6.092;5854210
6.102;6651071;6.102;5779194;6.101;6448479;6.102;7578757;6.102;5580996;6.102;5676098;6.102;7533844;6.102;6171133;6.102;5963701;6.102;6749862;6.101;7709355;6.102;5489234;6.102;5889381
6.112;6500678;6.113;5582821;6.112;6416927;6.112;7241443;6.112;5605497;6.112;5632836;6.112;7519784;6.112;6129868;6.112;5818466;6.112;6660745;6.112;7264329;6.112;5385052;6.112;5902944
6.122;6375411;6.123;5372706;6.122;6257476;6.123;6581092;6.123;5408886;6.123;5389272;6.123;7428151;6.123;6153381;6.123;5648639;6.123;6452146;6.122;6857726;6.122;5198131;6.123;5748846
6.133;6182075;6.134;5086409;6.133;5996072;6.133;6083279;6.133;5233098;6.133;5144669;6.133;7213473;6.133;5906159;6.133;5522806;6.133;6189357;6.133;6414035;6.133;5143817;6.133;5613611
6.143;6007992;6.144;4935502;6.143;5872761;6.144;5616750;6.143;5183777;6.144;4989300;6.144;7122205;6.144;5986367;6.144;5286622;6.144;6043014;6.143;6148132;6.143;4836121;6.144;5545750
6.154;5916451;6.155;4665859;6.154;5599639;6.154;5427162;6.154;5154824;6.154;4761645;6.154;7003827;6.154;5729331;6.154;5164489;6.154;5892540;6.154;6043073;6.154;4545995;6.154;5499734
6.164;5686686;6.165;4556964;6.164;5466310;6.165;5252779;6.164;5036168;6.164;4748132;6.165;7086111;6.165;5671277;6.165;5199531;6.165;5803454;6.164;5958623;6.164;4483104;6.165;5503006
6.175;5643731;6.176;4533488;6.175;5446029;6.175;5048608;6.175;4924494;6.175;4659144;6.175;6949174;6.175;5725185;6.175;5125644;6.175;5931333;6.175;6037453;6.175;4344415;6.175;5395362
6.185;5504813;6.186;4521540;6.185;5319530;6.185;4882116;6.185;4912338;6.185;4517732;6.186;7021990;6.186;5680253;6.186;5097918;6.186;5758784;6.185;5918239;6.185;4247648;6.186;5331874
6.196;5376232;6.197;4399645;6.196;5053008;6.196;4796821;6.196;4952992;6.196;4550034;6.196;7072273;6.196;5668936;6.196;4888995;6.196;5700610;6.196;5860269;6.196;4183438;6.196;5360422
6.206;5288443;6.207;4334158;6.206;5023916;6.206;4727580;6.206;5012312;6.206;4540192;6.207;7102650;6.207;5557674;6.207;4989023;6.207;5833699;6.206;5766654;6.206;3944281;6.207;5345650
6.217;5360628;6.218;4291848;6.217;5103567;6.217;4840214;6.217;5062029;6.217;4468936;6.217;7099541;6.217;5691211;6.217;4924995;6.217;5733796;6.217;5760607;6.217;3994004;6.217;5383111
6.227;5332977;6.228;4346006;6.227;5091366;6.227;4863035;6.227;5116182;6.227;4417863;6.228;7190204;6.228;5622476;6.228;4989348;6.228;5786619;6.227;5582713;6.227;4039129;6.228;5402406
6.238;5260908;6.239;4338080;6.237;5040283;6.238;4882068;6.238;5198902;6.238;4378877;6.238;7214919;6.238;5758372;6.238;5014616;6.238;5733700;6.238;5537693;6.238;4007118;6.238;5607292
6.248;5170702;6.249;4496868;6.248;5037659;6.248;4978299;6.248;5159880;6.248;4520224;6.249;7222968;6.248;5894557;6.249;4927625;6.249;5801975;6.248;5638293;6.248;4063792;6.249;5586238
6.259;5250403;6.260;4346550;6.258;4947193;6.259;4800875;6.259;5168243;6.259;4505780;6.259;7216683;6.259;5703361;6.259;4936900;6.259;5881691;6.258;5662165;6.259;4045076;6.259;5590196
6.269;5113605;6.270;4289976;6.269;4973937;6.269;4735727;6.269;4992283;6.269;4476464;6.270;7091144;6.269;5791521;6.270;4844795;6.270;5958498;6.269;5806975;6.269;4040789;6.270;5699898
6.280;5051647;6.280;4328739;6.279;4952926;6.280;4737788;6.280;5046395;6.280;4599253;6.280;7231905;6.280;5807523;6.280;4785403;6.280;6112131;6.279;6025987;6.280;4039583;6.280;5870065
6.290;5105759;6.291;4459803;6.290;4985310;6.290;4681056;6.290;5152183;6.290;4618005;6.291;7223131;6.290;5865433;6.290;4753084;6.291;6184392;6.290;6227195;6.290;4013553;6.291;5900886
6.301;5109413;6.301;4448045;6.300;4950852;6.301;4710197;6.301;5249742;6.301;4703466;6.301;7300903;6.301;5842118;6.301;4894413;6.301;6070996;6.300;6552134;6.301;4046300;6.301;5972989
6.311;5261770;6.312;4438495;6.311;5038376;6.311;4656217;6.311;5316817;6.311;4805346;6.312;7411997;6.311;5947722;6.311;4958767;6.312;6161792;6.311;6714046;6.311;3958436;6.312;5924754
6.322;5314703;6.322;4469195;6.321;4883881;6.322;4709999;6.322;5453085;6.322;4860566;6.322;7530144;6.322;5871970;6.322;4913560;6.322;6264259;6.321;7008886;6.321;4029546;6.322;5978291
6.343;5436393;6.344;4409125;6.343;4946098;6.344;4820854;6.343;5426877;6.344;5093584;6.344;7719725;6.344;5834859;6.344;5229016;6.344;6374120;6.343;7212762;6.343;4140693;6.344;5884314
6.354;5502830;6.355;4484176;6.354;4904439;6.354;4858461;6.354;5439716;6.354;5109867;6.354;7429253;6.354;5737793;6.354;5172210;6.354;6252241;6.354;7036115;6.354;4279713;6.354;6010977
6.364;5464742;6.365;4467908;6.364;4920336;6.365;4886565;6.364;5272760;6.364;5089159;6.365;7357046;6.365;5698471;6.365;5097423;6.365;6169762;6.364;6809876;6.364;4242388;6.365;6046949
6.375;5471360;6.376;4595155;6.375;4977590;6.375;4949032;6.375;5241576;6.375;5026712;6.375;7205255;6.375;5568321;6.375;5053453;6.375;6265491;6.375;6509555;6.375;4340314;6.375;6016369
6.385;5469897;6.386;4684067;6.385;5177246;6.385;5088526;6.385;5062675;6.385;5035514;6.386;7120335;6.386;5604573;6.386;4965709;6.386;6307010;6.385;6303338;6.385;4381230;6.386;6165157
6.396;5617476;6.397;4813475;6.396;5170674;6.396;5396058;6.396;4882645;6.396;4991103;6.396;7130226;6.396;5675124;6.396;4990527;6.396;6612994;6.396;6351384;6.396;4479384;6.396;6175903
6.406;5596375;6.407;4878946;6.406;5441125;6.406;5626903;6.406;4938536;6.406;4964046;6.407;6984010;6.407;5776563;6.407;4966985;6.407;6712095;6.406;6486091;6.406;4665764;6.407;6253116
6.417;5694145;6.418;5003201;6.417;5282863;6.417;5822986;6.417;4895814;6.417;5069252;6.417;6983901;6.417;5927952;6.417;5092172;6.417;6861410;6.417;6646843;6.417;4729808;6.417;6424968
6.427;5704222;6.428;5081539;6.427;5272854;6.427;5948155;6.427;4939070;6.427;5032396;6.428;7016066;6.427;6058028;6.428;5035661;6.428;6936026;6.427;6868430;6.427;4815242;6.428;6547974
6.438;5890100;6.439;5031247;6.437;5332157;6.438;6015869;6.438;4997347;6.438;5074875;6.438;7103169;6.438;6309080;6.438;5076622;6.438;7034158;6.438;7000036;6.438;4815859;6.438;6618153
6.448;6131440;6.449;5139348;6.448;5384055;6.448;6049030;6.448;5079456;6.448;5010211;6.449;6961381;6.448;6353819;6.449;5286275;6.449;6954527;6.448;6854386;6.448;4816012;6.449;6740855
6.459;6150551;6.460;5085078;6.458;5380540;6.459;6032786;6.459;5093689;6.459;4932230;6.459;6954443;6.459;6411672;6.459;5351540;6.459;6739329;6.458;6592509;6.459;4786293;6.459;6737631
6.469;6227379;6.470;4962690;6.469;5430059;6.469;6111596;6.469;5214537;6.469;4835520;6.470;6800342;6.469;6279715;6.470;5392625;6.470;6665093;6.469;6316973;6.469;4672366;6.470;6510543
6.480;6159480;6.480;4945080;6.479;5489960;6.480;5973631;6.480;5325540;6.480;4703406;6.480;6716075;6.480;6174175;6.480;5293503;6.480;6515900;6.479;6053809;6.480;4601430;6.480;6354945
6.490;5955154;6.491;4770845;6.490;5301743;6.490;5809626;6.490;5392545;6.490;4619977;6.491;6551751;6.490;6218051;6.490;5272158;6.491;6357934;6.490;5972599;6.490;4379441;6.491;5924734
6.501;5864202;6.501;4570655;6.500;5192374;6.501;5662017;6.501;5374239;6.501;4575563;6.501;6267400;6.501;6094165;6.501;5297090;6.501;6157242;6.500;5829011;6.501;4201459;6.501;5741881
6.511;5754994;6.512;4358382;6.511;5012984;6.511;5532152;6.511;5149808;6.511;4491007;6.511;6059951;6.511;5825891;6.511;5148750;6.512;5929316;6.511;5731188;6.511;3990760;6.511;5213731
6.522;5617093;6.522;4134499;6.521;4900599;6.522;5255491;6.522;5150603;6.522;4418541;6.522;5818929;6.522;5704647;6.522;5008114;6.522;5667856;6.521;5597194;6.521;3889051;6.522;4910841
6.532;5520719;6.533;3854480;6.532;4678332;6.532;5124032;6.532;5047179;6.532;4300696;6.532;5671204;6.532;5834445;6.532;4913025;6.532;5540498;6.532;5397057;6.532;3727665;6.532;4513192
6.542;5664509;6.543;3827479;6.542;4517603;6.543;4896401;6.543;4949043;6.543;4186725;6.543;5680885;6.543;5726790;6.543;4705663;6.543;5348014;6.542;5151978;6.542;3539981;6.543;4334139
6.553;5745467;6.554;3737752;6.553;4431491;6.553;4862782;6.553;4893789;6.553;4072914;6.553;5646908;6.553;5581295;6.553;4814288;6.553;5109463;6.553;4880705;6.553;3502479;6.553;4186051
6.563;5709826;6.564;3706789;6.563;4361822;6.564;4733322;6.563;4955012;6.563;3997009;6.564;5702551;6.564;5498874;6.564;4803304;6.564;5023383;6.563;4771050;6.563;3363024;6.564;4054121
6.574;5763514;6.575;3653948;6.574;4402011;6.574;4718478;6.574;5065519;6.574;3934632;6.574;5949678;6.574;5522353;6.574;4831595;6.574;5046863;6.574;4672682;6.574;3338382;6.574;3962971
6.596;5698442;6.597;3783180;6.596;4527004;6.596;4968438;6.596;5235256;6.596;3970452;6.596;6409303;6.596;5465509;6.596;5131244;6.596;5059589;6.596;4539387;6.596;3363276;6.596;3916734
6.606;5634058;6.607;3988971;6.606;4553619;6.606;5048269;6.606;5356788;6.606;4015185;6.607;6496466;6.607;5545870;6.607;5274250;6.607;5126148;6.606;4668247;6.606;3470858;6.607;3940648
6.617;5619111;6.618;4044036;6.616;4579128;6.617;5112123;6.617;5282893;6.617;4143907;6.617;6492768;6.617;5536413;6.617;5358647;6.617;5277699;6.617;4904698;6.617;3541505;6.617;3948181
6.627;5490159;6.628;4113933;6.627;4498174;6.627;5165072;6.627;5294047;6.627;4245202;6.628;6477721;6.627;5439669;6.628;5418600;6.628;5192595;6.627;4801623;6.627;3615764;6.628;3984675
6.638;5538235;6.639;4072952;6.637;4393522;6.638;5039822;6.638;5299771;6.638;4349633;6.638;6494963;6.638;5398609;6.638;5395845;6.638;5196997;6.637;4734474;6.638;3633106;6.638;4036778
6.648;5543551;6.649;4105147;6.648;4417836;6.648;5056119;6.648;5389049;6.648;4363205;6.649;6594081;6.648;5424595;6.649;5248031;6.649;5204620;6.648;4646212;6.648;3653480;6.649;4086601
