Sf1_RT;Sf1;Sf10_RT;Sf10;Sf11_RT;Sf11;Sf12_RT;Sf12;Sf13_RT;Sf13;Sf14_RT;Sf14;Sf15_RT;Sf15;Sf2_RT;Sf2;Sf3_RT;Sf3;Sf4_RT;Sf4;Sf5_RT;Sf5;Sf6_RT;Sf6;Sf7_RT;Sf7
9.656;8044798;9.656;9999474;9.656;10321559;9.656;8553870;9.656;10883080;9.656;10691806;9.656;10930611;9.656;9767591;9.657;8204406;9.656;7289292;9.655;6856569;9.656;8173116;9.656;8773010
9.666;7077941;9.667;8778745;9.667;8925201;9.666;7117427;9.666;9735723;9.666;9443244;9.667;9980529;9.666;8553622;9.667;7492705;9.667;5946811;9.666;6156178;9.666;6518088;9.667;6952925
9.677;6327780;9.677;7393274;9.677;7520335;9.677;6026411;9.677;8669621;9.677;8185261;9.677;9215918;9.677;7369119;9.677;6630206;9.677;4893219;9.676;5595518;9.677;5001039;9.677;5681646
9.687;5642798;9.688;6399878;9.688;6421929;9.687;5063475;9.687;7846270;9.687;7105405;9.688;8319083;9.687;6474264;9.688;5711535;9.688;4211677;9.687;5062458;9.687;4183763;9.688;4860030
9.698;5002214;9.698;5519337;9.698;5414290;9.698;4386981;9.698;6838405;9.698;6139904;9.698;7203657;9.698;5473124;9.698;4919491;9.698;3584602;9.697;4490923;9.698;3556653;9.698;4165724
9.708;4149300;9.709;4563867;9.708;4601500;9.708;3657761;9.708;5498577;9.708;5216216;9.709;5675606;9.708;4491971;9.709;4065052;9.709;3121031;9.708;3930758;9.708;3096344;9.708;3590014
9.719;4085113;9.719;3685866;9.719;3888589;9.719;3021363;9.719;4172645;9.718;4226911;9.719;4443504;9.719;3784394;9.720;3397381;9.719;2966406;9.718;3357021;9.719;2598458;9.719;2784322
9.729;6046295;9.730;3254286;9.729;3418059;9.729;2847796;9.729;3292776;9.729;3558805;9.730;3653050;9.729;3803330;9.730;3367751;9.730;3304322;9.729;2925701;9.729;2289601;9.729;2479228
9.740;9518397;9.740;3241807;9.740;3605594;9.740;3017094;9.740;3007453;9.739;3700999;9.740;3850018;9.740;4726045;9.741;4403267;9.740;4426730;9.739;2760336;9.740;2400095;9.740;2501227
9.750;12876665;9.751;4069388;9.750;4338496;9.750;3727666;9.750;3425651;9.750;4561881;9.751;4926579;9.750;6139877;9.751;6263904;9.751;5908094;9.750;2909806;9.750;2974215;9.750;3003512
9.760;15533578;9.761;5141258;9.761;5433879;9.761;4524063;9.761;4412106;9.760;5936875;9.761;6531547;9.761;7557946;9.762;8206669;9.761;7331492;9.760;3216615;9.761;3610881;9.761;3890998
9.771;16867806;9.772;6245382;9.771;6666795;9.771;5103249;9.771;5585903;9.771;7342457;9.772;7913240;9.771;8105756;9.772;9315080;9.772;7893872;9.771;3695844;9.771;4258815;9.771;4906720
9.781;16684710;9.782;7024609;9.782;7163059;9.781;5491328;9.781;6505047;9.781;8319426;9.782;8710367;9.782;8034189;9.782;9471576;9.782;7380835;9.781;4154121;9.782;4691897;9.782;5509953
9.792;15329986;9.793;7204805;9.792;7067462;9.792;5325627;9.792;6920396;9.792;8444808;9.793;8731868;9.792;7269027;9.793;8736682;9.793;6603285;9.792;4364031;9.792;4735019;9.792;5750205
9.802;13593626;9.803;6915095;9.803;6935782;9.802;5018996;9.802;6708675;9.802;8024502;9.803;7884563;9.803;6222819;9.804;7636930;9.803;6050456;9.802;4432659;9.803;4523363;9.803;5588632
9.813;11454762;9.813;6313897;9.813;6097372;9.813;4674836;9.813;6340045;9.813;7072427;9.814;7247327;9.813;5438432;9.814;6273195;9.813;5330137;9.813;4218931;9.813;4109961;9.813;5175995
9.823;9328089;9.824;5548135;9.824;5555725;9.823;4443798;9.823;5911427;9.823;6095406;9.824;6714406;9.823;4874212;9.825;5439796;9.824;4759245;9.823;4160744;9.824;3846110;9.824;4779669
9.834;7703929;9.834;4953194;9.834;5062137;9.834;4103170;9.834;5502552;9.834;5525620;9.835;6255620;9.834;4710850;9.835;4835522;9.834;4327769;9.833;4077998;9.834;3764213;9.834;4573090
9.844;6688550;9.845;4498090;9.845;4814779;9.844;3993468;9.844;5282792;9.844;5060781;9.845;6136037;9.844;4578584;9.846;4339787;9.845;4251468;9.844;3984477;9.845;3488399;9.845;4345928
9.855;6023395;9.855;4288191;9.855;4579163;9.855;3876507;9.855;5091194;9.855;4680448;9.856;6037748;9.855;4597543;9.856;4181745;9.855;4057307;9.854;3981080;9.855;3319889;9.855;4056309
9.877;5452030;9.877;4147858;9.877;4360211;9.877;3979090;9.877;4980581;9.877;4525026;9.877;6004744;9.877;4736151;9.878;3962682;9.877;3932481;9.876;3961959;9.877;3298354;9.877;3909908
9.887;5492028;9.888;4341594;9.887;4646287;9.887;4116181;9.887;5284680;9.887;4722042;9.888;5854020;9.887;4906839;9.888;4273474;9.888;3914396;9.887;4191763;9.887;3447948;9.887;3996138
9.898;5562406;9.898;4413486;9.898;4541655;9.898;4248299;9.898;5383819;9.898;4917726;9.898;6005793;9.898;5024012;9.899;4070072;9.898;4034193;9.897;4442231;9.898;3388182;9.898;3931226
9.908;5426487;9.909;4389302;9.908;4421385;9.908;3995806;9.908;5513735;9.908;4759924;9.909;6019422;9.908;4935073;9.909;3823187;9.909;3911096;9.908;4769934;9.908;3247166;9.908;3923859
9.919;5157977;9.919;4065762;9.919;4467687;9.919;3892244;9.919;5413707;9.918;4560335;9.919;5977850;9.919;4669607;9.920;3306577;9.919;3748431;9.918;5144063;9.919;3049910;9.919;3854694
9.929;4814189;9.930;4139125;9.929;4219234;9.929;3617846;9.929;5240564;9.929;4371651;9.930;6046861;9.929;4427062;9.930;2780705;9.930;3594712;9.929;5123033;9.929;2807940;9.929;3744812
9.939;4654373;9.940;4213307;9.940;4235323;9.940;3548744;9.940;5151574;9.939;4293760;9.940;5934259;9.940;4172945;9.941;2563442;9.940;3536798;9.939;4909362;9.940;2704910;9.940;3727448
9.950;4382785;9.951;4369154;9.950;4478275;9.950;3543323;9.950;5015858;9.950;4478814;9.951;6258894;9.950;4070125;9.951;2648884;9.951;3685978;9.950;4386088;9.950;2838213;9.950;3789025
9.960;4145018;9.961;4568880;9.961;5768829;9.961;4328262;9.960;5182809;9.960;5344784;9.961;6807155;9.961;4324348;9.962;2878800;9.961;3750395;9.960;4142854;9.961;3196448;9.961;4013802
9.971;4216949;9.972;4840331;9.971;7787157;9.971;5710994;9.971;5740244;9.971;7228223;9.972;7348794;9.971;4533074;9.972;3308722;9.972;4001723;9.971;4085615;9.971;3825688;9.971;4141435
9.981;4267942;9.982;5643787;9.982;9566506;9.981;7276639;9.981;6855827;9.981;8782212;9.982;7852207;9.982;5024016;9.983;3627336;9.982;4299431;9.981;4337589;9.982;4502117;9.982;4137947
9.992;4621217;9.993;6390549;9.992;10410371;9.992;8361164;9.992;7767845;9.992;9706378;9.993;8429952;9.992;5614341;9.993;4074270;9.993;4638109;9.992;4970286;9.992;5084564;9.992;4087888
10.002;5109279;10.003;6876295;10.003;10698974;10.002;8819464;10.002;8057438;10.002;9933512;10.003;8615106;10.003;6055816;10.004;4508079;10.003;4998101;10.002;5478214;10.003;5432093;10.003;4028003
10.013;5489576;10.013;6914381;10.013;10432762;10.013;8795559;10.013;8044722;10.013;9675618;10.014;8576971;10.013;6148072;10.014;4685815;10.014;5004503;10.012;5740380;10.013;5493883;10.013;3971480
10.023;5792686;10.024;6453811;10.024;9881096;10.023;8303781;10.023;7656101;10.023;8946160;10.024;8062932;10.023;5912825;10.025;4692854;10.024;4861236;10.023;5927263;10.024;5217666;10.024;3922533
10.034;5506676;10.034;5899354;10.034;9011433;10.034;7635785;10.034;7056629;10.034;8225823;10.035;7574214;10.034;5676880;10.035;4334447;10.035;4330870;10.033;5633011;10.034;4660557;10.034;3869248
10.044;5097596;10.045;5370007;10.045;8000650;10.044;6714625;10.044;6224000;10.044;7363034;10.045;6818732;10.044;5124842;10.046;4050592;10.045;4102089;10.044;5123937;10.045;4074040;10.045;3790042
10.055;4786558;10.055;4797660;10.055;7027118;10.055;5840567;10.055;5701871;10.055;6557731;10.055;6407371;10.055;4589939;10.056;3764912;10.056;3781664;10.054;4634568;10.055;3627391;10.055;3641534
10.065;4357995;10.066;4517243;10.066;6160556;10.065;4911927;10.065;5377199;10.065;5841207;10.066;5914333;10.065;4288340;10.066;3569319;10.066;3580414;10.065;4251950;10.065;3294301;10.066;3526344
10.076;4102491;10.076;4204400;10.076;5495584;10.076;4472716;10.076;4981144;10.076;5215337;10.076;5551912;10.076;4120426;10.077;3417993;10.077;3508892;10.075;3962467;10.076;3089156;10.076;3347561
10.086;3871953;10.087;3978769;10.087;4945534;10.086;4090175;10.086;4702272;10.086;4822082;10.087;5209951;10.086;3862520;10.087;3350663;10.087;3486105;10.086;3909163;10.086;3071705;10.087;3436346
10.097;3808243;10.097;3824506;10.097;4576067;10.097;3822229;10.097;4491616;10.097;4431513;10.097;5198687;10.097;3720559;10.098;3236922;10.097;3585261;10.096;3938373;10.097;3070204;10.097;3503439
10.107;3548830;10.108;3802050;10.107;4533019;10.107;3582160;10.107;4206728;10.107;4100144;10.108;5030754;10.107;3656448;10.108;2989402;10.108;3557150;10.107;3838320;10.107;3137317;10.107;3441953
10.129;3243278;10.130;3782096;10.129;4422699;10.129;3190760;10.129;3811440;10.129;4089332;10.130;4854815;10.129;3534144;10.130;2699249;10.130;3089967;10.129;3606118;10.129;2875944;10.129;2833312
10.139;3304231;10.140;3741522;10.140;4305489;10.140;3084962;10.140;3782825;10.139;4049452;10.140;4885878;10.140;3513170;10.141;2811335;10.140;3097470;10.139;3791125;10.140;2973944;10.140;2944794
10.150;3510188;10.151;3731156;10.150;4314135;10.150;3362591;10.150;3820431;10.150;4150761;10.151;5056988;10.150;3529446;10.151;2931716;10.151;3211366;10.150;3708012;10.150;3151858;10.150;3156355
10.160;3822934;10.161;3650038;10.161;4251263;10.160;3357196;10.160;3935007;10.160;4158901;10.161;5069590;10.161;3690594;10.162;3091851;10.161;3521953;10.160;3801956;10.161;3219528;10.161;3445408
10.171;4130365;10.172;3440163;10.171;4157302;10.171;3498515;10.171;3841756;10.171;4153462;10.172;4986537;10.171;3766394;10.172;3207373;10.172;3590809;10.171;3782272;10.171;3197915;10.171;3744574
10.182;4230998;10.182;3346591;10.182;4077404;10.181;3566753;10.181;4084790;10.181;4177781;10.182;5105134;10.182;3857282;10.183;3230822;10.182;3643954;10.181;3944128;10.182;3062022;10.182;3782215
10.192;4089085;10.193;3285495;10.192;4060050;10.192;3441057;10.192;4020786;10.192;4019894;10.193;5135291;10.192;3784877;10.193;3210368;10.193;3544271;10.192;3829632;10.192;3030246;10.192;3724807
10.203;4088828;10.203;3423606;10.203;4066311;10.202;3334879;10.202;3989777;10.202;4010680;10.203;5172604;10.203;3773443;10.204;3215214;10.203;3581215;10.202;3815699;10.203;2998125;10.203;3660867
10.213;4123931;10.213;3508502;10.213;4021342;10.213;3445343;10.213;4073544;10.213;3849640;10.214;5158634;10.213;3785035;10.214;3191322;10.214;3590326;10.212;3693342;10.213;2979916;10.213;3834230
10.223;4134489;10.224;3532794;10.224;3962021;10.223;3428871;10.223;4057094;10.223;3884523;10.224;5125414;10.223;3642917;10.225;3120138;10.224;3656764;10.223;3550993;10.224;2934854;10.224;3688076
10.234;4181628;10.234;3592356;10.234;4035652;10.234;3465223;10.234;4133093;10.234;3915131;10.235;5054371;10.234;3698633;10.235;3049148;10.235;3729564;10.233;3551370;10.234;2840071;10.234;3691080
10.244;4128635;10.245;3574085;10.245;4029959;10.244;3555442;10.244;4118694;10.244;3896053;10.245;4978180;10.244;3853240;10.245;2921030;10.245;3703627;10.244;3625391;10.244;2884934;10.245;3643465
10.255;4080756;10.255;3440597;10.255;4041898;10.255;3774296;10.255;4324372;10.255;4070210;10.255;4875228;10.255;4020518;10.256;2871880;10.256;3775529;10.254;3735642;10.255;2987195;10.255;3525959
10.266;3815762;10.266;3505013;10.266;4037151;10.265;3856748;10.265;4259406;10.265;4129693;10.266;4732935;10.265;4138019;10.266;2909176;10.266;3834504;10.265;3801754;10.265;2988913;10.266;3499999
10.276;3587421;10.276;3298216;10.276;4159176;10.276;3875147;10.276;4220080;10.276;4102967;10.276;4682154;10.276;4279567;10.277;2741455;10.277;3892509;10.275;3694172;10.276;3031260;10.276;3510400
10.287;3203004;10.287;3173971;10.286;4093337;10.286;3774150;10.286;4317941;10.286;4086286;10.287;4368750;10.286;4278469;10.287;2580787;10.287;3958955;10.286;3536115;10.286;3118034;10.286;3479216
10.297;2873740;10.297;2858375;10.297;3918116;10.297;3601895;10.297;4551204;10.297;3838476;10.297;4057704;10.297;4088285;10.298;2283021;10.297;3817160;10.296;3529597;10.297;3119694;10.297;3358470
10.307;2667074;10.308;2702445;10.307;3601511;10.307;3367531;10.307;4611414;10.307;3797685;10.308;3851898;10.307;3944530;10.308;2254656;10.308;3696193;10.307;3351373;10.307;3067408;10.307;3307942
10.318;2767640;10.318;2660744;10.318;3507657;10.318;3203194;10.318;4482948;10.317;3738593;10.318;3907090;10.318;3868759;10.319;2346083;10.318;3762721;10.317;3279842;10.318;3151561;10.318;3302072
10.328;3063408;10.329;2956264;10.328;3379278;10.328;3271596;10.328;4404356;10.328;3703965;10.329;4043372;10.328;3767499;10.329;2569441;10.329;3776679;10.328;3204165;10.328;3192063;10.328;3269637
10.339;3393224;10.339;3170727;10.339;3626901;10.339;3287622;10.339;4023536;10.338;3581896;10.339;4377362;10.339;3743372;10.340;2824836;10.339;3728094;10.338;3343563;10.339;3130509;10.339;3289844
10.349;3736325;10.350;3345413;10.349;3664059;10.349;3324693;10.349;3983694;10.349;3483931;10.350;4560328;10.349;3640911;10.350;3034543;10.350;3655301;10.349;3289253;10.349;3062674;10.349;3303793
10.360;3750471;10.360;3494722;10.360;3542118;10.360;3411264;10.359;3929270;10.359;3452414;10.360;4574497;10.360;3530661;10.361;3101597;10.360;3595166;10.359;3158421;10.360;3182965;10.360;3376286
10.382;3926194;10.382;3328077;10.382;3650720;10.381;3248834;10.381;3777807;10.381;3341787;10.382;4561889;10.382;3550849;10.383;3563319;10.382;3679922;10.381;3153404;10.382;3244101;10.382;3571705
10.392;3905540;10.392;3476570;10.392;3741273;10.392;3342607;10.392;3929341;10.392;3286604;10.393;4684810;10.392;3643249;10.393;3489590;10.393;3867034;10.392;3190489;10.392;3481234;10.392;3574233
10.403;3919477;10.403;3491142;10.403;3808531;10.402;3251924;10.403;3994836;10.402;3223659;10.403;4867554;10.402;3635109;10.404;3380712;10.403;3868888;10.402;3339498;10.403;3331117;10.403;3691359
10.413;3953020;10.413;3247530;10.413;3861846;10.413;3100332;10.413;3994275;10.413;3024232;10.414;4638410;10.413;3385599;10.414;3305311;10.414;3597702;10.412;3389725;10.413;2958989;10.413;3362122
10.424;3872089;10.424;3084105;10.424;3550015;10.423;2822598;10.424;3728504;10.423;2841742;10.424;4511943;10.423;3186288;10.425;2981753;10.424;3441002;10.423;3355365;10.424;2807750;10.424;3081549
10.434;3832274;10.434;2914979;10.434;3466052;10.434;2742162;10.434;3469415;10.434;2754578;10.435;4197382;10.434;3016153;10.435;2657411;10.435;3203075;10.433;3276791;10.434;2589062;10.434;2956586
10.445;3844097;10.445;2881568;10.445;3341762;10.444;2711970;10.444;3264898;10.444;2726078;10.445;4019848;10.444;2860799;10.445;2546972;10.445;3057589;10.444;3392700;10.444;2441162;10.445;3131956
10.455;3629127;10.455;2899035;10.455;3340336;10.455;2930909;10.455;3272072;10.455;2888381;10.455;3958833;10.455;2756985;10.456;2487472;10.456;3101008;10.454;3229557;10.455;2463510;10.455;3549480
10.466;3644599;10.466;2986957;10.466;3451661;10.465;3171497;10.465;3262556;10.465;2894426;10.466;3884837;10.465;2853630;10.466;2592878;10.466;3160201;10.465;3288151;10.465;2669758;10.466;3876950
10.476;3588216;10.476;3070771;10.476;3354241;10.476;3287529;10.476;3354984;10.476;3087006;10.476;3972391;10.476;3020000;10.477;2654456;10.477;3327731;10.475;3191153;10.476;2804706;10.476;3847519
10.487;3705433;10.487;3204522;10.486;3353474;10.486;3278088;10.486;3511412;10.486;3081480;10.487;4132479;10.486;3071515;10.487;2822063;10.487;3294898;10.486;3221641;10.486;2827092;10.486;3778643
10.497;3551543;10.497;3241419;10.497;3289964;10.497;3255592;10.497;3446658;10.497;3113458;10.497;4300671;10.497;3104074;10.498;2918482;10.497;3419458;10.496;3220045;10.497;2949533;10.497;3668924
10.507;3658324;10.508;3240415;10.507;3209443;10.507;3134901;10.507;3477769;10.507;3149983;10.508;4369317;10.507;3165955;10.508;2923836;10.508;3514404;10.507;3119877;10.507;2860305;10.507;3408065
10.518;3474733;10.518;3172468;10.518;3272026;10.518;3020289;10.518;3565455;10.517;3159114;10.518;4343356;10.518;3102931;10.519;2846487;10.518;3506656;10.517;3090129;10.518;2842114;10.518;3292255
10.528;3574446;10.529;2938272;10.528;3322748;10.528;3022592;10.528;3413099;10.528;3181092;10.529;4389460;10.528;3170981;10.529;2931072;10.529;3548234;10.528;3079585;10.528;2958345;10.528;3173565
10.539;3617687;10.539;3052476;10.539;3245249;10.539;3031600;10.539;3388468;10.538;3158155;10.539;4337149;10.539;3087672;10.540;2900525;10.539;3627243;10.538;3053844;10.539;2960446;10.539;3227120
10.549;3727159;10.550;2995996;10.549;3379019;10.549;3048885;10.549;3314669;10.549;3315978;10.550;4251370;10.549;3068230;10.550;2988505;10.550;3752264;10.549;3020330;10.549;3199511;10.549;3333585
10.560;3948081;10.560;3093332;10.560;3430871;10.560;3126905;10.560;3420829;10.559;3317646;10.560;4176494;10.560;3131429;10.561;3076533;10.560;3882514;10.559;3135657;10.560;3420338;10.560;3465017
10.570;4107321;10.571;3150866;10.570;3606137;10.570;3254511;10.570;3544641;10.570;3391835;10.571;4232761;10.570;3240444;10.571;3358262;10.571;4084974;10.570;3163967;10.570;3504388;10.570;3643058
10.581;4249446;10.581;3274235;10.581;3711763;10.580;3295528;10.581;3981431;10.580;3341331;10.581;4331534;10.581;3274879;10.582;3444584;10.581;4291104;10.580;3095411;10.581;3588712;10.581;3629010
10.591;4481997;10.592;3317633;10.591;3990118;10.591;3501010;10.591;4658739;10.591;3460025;10.592;4796389;10.591;3280860;10.592;3888752;10.592;4282101;10.591;3181978;10.591;3700874;10.591;3825515
10.602;4685632;10.602;3370775;10.602;4145517;10.601;3536448;10.602;5429020;10.601;3567447;10.602;4988744;10.601;3311906;10.603;3919143;10.602;4305756;10.601;3146825;10.602;3711627;10.602;3748541
10.612;4672993;10.612;3371130;10.612;4551664;10.612;3805514;10.612;5710130;10.612;3826634;10.613;5460852;10.612;3361121;10.613;3988124;10.613;4547415;10.611;2954477;10.612;3825838;10.612;3863410
10.634;4684923;10.634;3497824;10.634;4994473;10.634;3743145;10.634;5466564;10.634;4048080;10.634;5668240;10.634;3374706;10.635;4081425;10.635;4674811;10.633;2908510;10.634;3868497;10.634;3637058
10.645;4803767;10.645;3433307;10.645;5003701;10.644;3544596;10.645;5048599;10.644;4081521;10.645;5742433;10.644;3394501;10.645;3928696;10.645;4754508;10.644;2979733;10.644;3755749;10.645;3574482
10.655;4810861;10.655;3413990;10.655;4738258;10.655;3567837;10.655;4799033;10.655;3874633;10.655;5537647;10.655;3317924;10.656;4003241;10.656;4619121;10.654;2900231;10.655;3532170;10.655;3495972
10.666;4501422;10.666;3200469;10.666;4187608;10.665;3656608;10.666;4559051;10.665;3405029;10.666;5461293;10.665;3023927;10.666;4106113;10.666;4430648;10.665;3024585;10.665;3283681;10.666;3389590
10.676;4143935;10.676;3061335;10.676;3706501;10.676;3846798;10.676;4342942;10.676;3024227;10.676;5304504;10.676;2774695;10.677;4139848;10.677;3896552;10.675;3166137;10.676;2962591;10.676;3347487
10.687;3642075;10.687;2814564;10.686;3179914;10.686;3928711;10.686;4239033;10.686;2947048;10.687;5223625;10.686;2589465;10.687;4130682;10.687;3362559;10.686;3217019;10.686;2669795;10.687;3321279
10.697;3283322;10.697;2717642;10.697;2888155;10.697;3810995;10.697;4119292;10.697;2884637;10.697;4938659;10.697;2493807;10.698;4016670;10.697;3097370;10.696;3240838;10.697;2526346;10.697;3192543
10.707;3278403;10.708;2765777;10.707;2815142;10.707;3672276;10.707;4032365;10.707;2809553;10.708;4748676;10.707;2486592;10.708;3785714;10.708;2984591;10.707;3214600;10.707;2407745;10.708;3018748
10.718;3330061;10.718;2706773;10.718;2810456;10.718;3472987;10.718;4068518;10.718;2773287;10.718;4576447;10.718;2535274;10.719;3580236;10.718;2982508;10.717;3401287;10.718;2377833;10.718;3140892
10.728;3288016;10.729;2712137;10.728;2826462;10.728;3246638;10.728;4201130;10.728;2657188;10.729;4621522;10.728;2626017;10.729;3388055;10.729;2990799;10.728;3621229;10.728;2368895;10.728;3070912
10.739;3214143;10.739;2656160;10.739;2824462;10.739;3060309;10.739;4146409;10.739;2574982;10.739;4643690;10.739;2623552;10.740;3150084;10.739;3030972;10.738;3714094;10.739;2325402;10.739;2956218
10.749;3325127;10.750;2631575;10.749;2850959;10.749;2891844;10.749;4106852;10.749;2556450;10.750;4428492;10.749;2606898;10.750;3058519;10.750;3119468;10.749;3669497;10.749;2438763;10.749;2840138
10.760;3882202;10.760;2583885;10.760;3019205;10.760;2869375;10.760;4097396;10.759;2553829;10.760;4161937;10.760;2675144;10.761;3093828;10.760;3281370;10.759;3520536;10.760;2498476;10.760;2786339
10.770;4656817;10.771;2463512;10.770;2993012;10.770;3183729;10.770;3777704;10.770;2489809;10.771;4082335;10.771;2675906;10.771;3481120;10.771;3688282;10.770;3508391;10.770;2870681;10.770;2855350
10.781;5302610;10.781;2530572;10.781;3003991;10.781;3756322;10.781;3582648;10.780;2492216;10.781;3929072;10.781;2696006;10.782;3896277;10.781;4342325;10.780;3884176;10.781;3217506;10.781;2842953
10.791;5684946;10.792;2452057;10.791;3014493;10.791;4136626;10.791;3408127;10.791;2433455;10.792;3938742;10.791;2722027;10.792;4110385;10.792;4751179;10.791;4148747;10.791;3406059;10.791;3031209
10.802;5527239;10.802;2510542;10.802;3142408;10.802;4216481;10.802;3444839;10.801;2426825;10.802;3951967;10.802;2645274;10.803;4064183;10.802;4814857;10.801;4256656;10.802;3325466;10.802;3064069
10.812;5173086;10.812;2658284;10.812;3221332;10.812;4004664;10.812;3555770;10.812;2532614;10.813;4002427;10.812;2712575;10.813;3851448;10.813;4734496;10.811;4018154;10.812;3172486;10.812;3166675
10.823;4694879;10.823;2564568;10.823;3235383;10.823;3818793;10.823;3615993;10.822;2616782;10.823;4166179;10.823;2704894;10.824;3599899;10.823;4543292;10.822;3799801;10.823;2985074;10.823;3119530
10.833;4296956;10.833;2646491;10.833;3219242;10.833;3521470;10.833;3766712;10.833;2638471;10.834;4375380;10.833;2657664;10.834;3459464;10.834;4238901;10.832;3352277;10.833;2810615;10.833;3182684
10.844;4145897;10.844;2616190;10.844;3144147;10.844;3392034;10.844;3613178;10.843;2655985;10.844;4724569;10.844;2724448;10.844;3259725;10.844;3875104;10.843;3121518;10.843;2712058;10.844;3230145
10.854;4061503;10.854;2642747;10.854;3201504;10.854;3127617;10.854;3583788;10.854;2593925;10.854;4754508;10.854;2780286;10.855;3288632;10.855;3567740;10.853;2966850;10.854;2575502;10.854;3232809
10.865;4078435;10.865;2695220;10.865;3141224;10.865;2944292;10.865;3498412;10.864;2548087;10.865;4834116;10.865;2831466;10.865;3154901;10.865;3408714;10.864;2828597;10.864;2538075;10.865;3233833
10.887;4167964;10.887;2500512;10.887;3026117;10.887;2635561;10.886;3221893;10.886;2480922;10.887;4415913;10.887;2754906;10.887;2774320;10.887;3058373;10.886;2839054;10.886;2441110;10.887;3065893
10.897;4000876;10.897;2563771;10.897;3149129;10.897;2662062;10.897;3168899;10.897;2498331;10.897;4276127;10.897;2820502;10.898;2806782;10.897;3097861;10.896;2823467;10.897;2409290;10.897;3038167
10.907;3712901;10.908;2634041;10.908;3162473;10.908;2609771;10.907;3075341;10.907;2527443;10.908;3913972;10.908;2769634;10.908;2774367;10.908;3100645;10.907;2739690;10.907;2355384;10.908;2929671
10.918;3488028;10.918;2693600;10.918;3152628;10.918;2453945;10.918;2981909;10.918;2429163;10.918;3795435;10.918;2868511;10.919;2756319;10.918;3079772;10.917;2622269;10.918;2269405;10.918;2832890
10.928;3227570;10.929;2788020;10.928;3138725;10.928;2426309;10.928;3132285;10.928;2479000;10.929;3642670;10.929;2811017;10.929;2861376;10.929;3031424;10.928;2541235;10.928;2245981;10.928;2799716
10.939;3480071;10.939;2818360;10.939;3343228;10.939;2453369;10.939;3189151;10.939;2549185;10.939;3575376;10.939;2757246;10.940;3000089;10.939;3110989;10.938;2578454;10.939;2366384;10.939;2720887
10.949;4179004;10.950;2872098;10.949;3676017;10.949;2610451;10.949;3322307;10.949;2557195;10.950;3529401;10.950;2715649;10.950;3176310;10.950;3273678;10.949;2811685;10.949;2507953;10.949;2622782
10.960;4964131;10.960;2851837;10.960;3799527;10.960;2848884;10.960;3359377;10.959;2718251;10.960;3591348;10.960;2695050;10.961;3481527;10.960;3734850;10.959;3107438;10.960;2705427;10.960;2652374
10.970;5482540;10.971;2781781;10.970;3889079;10.970;3140901;10.970;3506886;10.970;2999252;10.971;3871084;10.971;2676457;10.971;3824573;10.971;4206842;10.970;3495401;10.970;3059238;10.970;2741348
10.981;5354459;10.981;2790887;10.981;3885716;10.981;3316860;10.981;3887621;10.980;3439571;10.981;4309592;10.981;2829034;10.982;3885986;10.981;4496836;10.980;4005595;10.981;3506504;10.981;2904588
10.991;5152448;10.991;2780906;10.991;3810716;10.991;3377816;10.991;4155728;10.991;3774204;10.992;4605579;10.991;3172602;10.992;3865346;10.992;4680206;10.991;4209765;10.991;3761851;10.991;3183982
11.002;4749883;11.002;2819363;11.002;3925749;11.002;3364762;11.002;4330196;11.001;3868106;11.002;4904541;11.002;3493345;11.003;3701100;11.002;4590150;11.001;4357426;11.002;4029634;11.002;3198551
11.012;4282463;11.012;2821380;11.012;3962174;11.012;3309315;11.012;4351573;11.012;4004314;11.013;4843424;11.012;3498458;11.013;3542035;11.013;4422193;11.011;4394778;11.012;3981590;11.012;3262086
11.023;3989322;11.023;2807961;11.023;3973345;11.023;3092296;11.023;4286573;11.022;3979371;11.023;4737270;11.023;3474288;11.024;3353505;11.023;4315566;11.022;4179265;11.023;3805376;11.023;3061923
11.033;3678155;11.033;2678336;11.033;3797498;11.033;2938860;11.033;4011028;11.033;3776362;11.033;4602486;11.033;3266839;11.034;3245859;11.034;4081794;11.032;3989170;11.033;3436357;11.033;3026425
11.044;3463158;11.044;2503109;11.044;3707205;11.044;2735077;11.044;3669569;11.043;3590162;11.044;4190075;11.044;3054337;11.044;3442165;11.044;3705052;11.043;3671581;11.044;3111614;11.044;2842595
11.054;3225504;11.054;2422253;11.054;3771666;11.054;2527796;11.054;3422399;11.054;3343116;11.054;3961651;11.054;2969530;11.055;3838112;11.055;3511585;11.053;3423743;11.054;2864331;11.054;2707023
11.065;3150818;11.065;2314811;11.065;3928349;11.065;2562244;11.065;3177874;11.064;3115817;11.065;3658967;11.065;2957652;11.065;3973232;11.065;3302998;11.064;3217011;11.065;2597190;11.065;2617107
11.075;3076565;11.075;2251347;11.075;3970522;11.075;2450689;11.075;3050208;11.075;2924087;11.075;3468830;11.075;3211339;11.076;3922692;11.075;3241870;11.074;3088153;11.075;2454189;11.075;2505001
11.086;3049563;11.086;2271089;11.086;3900703;11.086;2474316;11.085;3015670;11.085;2851038;11.086;3456907;11.086;3714249;11.086;3572329;11.086;3080558;11.085;2891407;11.086;2362612;11.086;2645497
